id,tokens,slots,intent
train-00772,BOS i'd like information on the least expensive airfare round trip from pittsburgh to boston EOS,O O O O O O B-cost_relative I-cost_relative O B-round_trip I-round_trip O B-fromloc.city_name O B-toloc.city_name O,atis_airfare
train-00773,BOS show me the least expensive flight from miami to cleveland on sunday after noon EOS,O O O O B-cost_relative I-cost_relative O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_time.time_relative B-depart_time.time O,atis_flight
train-00774,BOS which are the least expensive flights between dallas and baltimore on july nineteenth EOS,O O O O B-cost_relative I-cost_relative O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number O,atis_flight
train-00775,BOS what is the least expensive flight from denver to atlanta EOS,O O O O B-cost_relative I-cost_relative O O B-fromloc.city_name O B-toloc.city_name O,atis_flight
train-00776,BOS what is the least expensive one way fare between philadelphia and boston EOS,O O O O B-cost_relative I-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name O,atis_airfare
train-00777,BOS what is the least expensive business class flight between boston and san francisco EOS,O O O O B-cost_relative I-cost_relative B-class_type I-class_type O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O,atis_flight
train-00778,BOS what flight from boston to baltimore is the least expensive flight EOS,O O O O B-fromloc.city_name O B-toloc.city_name O O B-cost_relative I-cost_relative O O,atis_flight
train-00779,BOS i would like to find the least expensive flight from boston to denver EOS,O O O O O O O B-cost_relative I-cost_relative O O B-fromloc.city_name O B-toloc.city_name O,atis_flight
train-00780,BOS what is the least expensive fare from baltimore to san francisco leaving on september thirtieth EOS,O O O O B-cost_relative I-cost_relative O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-depart_date.month_name B-depart_date.day_number O,atis_airfare
train-00781,BOS what is the least expensive flight from atlanta to boston EOS,O O O O B-cost_relative I-cost_relative O O B-fromloc.city_name O B-toloc.city_name O,atis_flight
train-00782,BOS what are the most expensive first class tickets between atlanta and dallas EOS,O O O O B-cost_relative I-cost_relative B-class_type I-class_type O O B-fromloc.city_name O B-toloc.city_name O,atis_airfare
train-00783,BOS what is the most expensive one way fare between detroit and westchester county EOS,O O O O B-cost_relative I-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O,atis_airfare
train-00784,BOS i'd like to find the least expensive one way fare from boston to philadelphia EOS,O O O O O O B-cost_relative I-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name O,atis_airfare
train-00785,BOS list least expensive flight from dallas to baltimore EOS,O O B-cost_relative I-cost_relative O O B-fromloc.city_name O B-toloc.city_name O,atis_flight
train-00786,BOS the most expensive flight between boston and philadelphia EOS,O O B-cost_relative I-cost_relative O O B-fromloc.city_name O B-toloc.city_name O,atis_flight
train-00787,BOS what is the lowest cost fare that delta has between boston and san francisco EOS,O O O O B-cost_relative I-cost_relative O O B-airline_name O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O,atis_airfare
train-00788,BOS what is the least expensive flight from pittsburgh to atlanta leaving on october fifth EOS,O O O O B-cost_relative I-cost_relative O O B-fromloc.city_name O B-toloc.city_name O O B-depart_date.month_name B-depart_date.day_number O,atis_flight
train-00789,BOS show me the most expensive one way first class fare from baltimore to dallas EOS,O O O O B-cost_relative I-cost_relative B-round_trip I-round_trip B-class_type I-class_type O O B-fromloc.city_name O B-toloc.city_name O,atis_airfare
train-00790,BOS what's the most expensive way i can fly to washington EOS,O O O B-cost_relative I-cost_relative O O O O O B-toloc.city_name O,atis_flight
train-00791,BOS what is your least expensive fare between atlanta and boston EOS,O O O O B-cost_relative I-cost_relative O O B-fromloc.city_name O B-toloc.city_name O,atis_airfare
train-00792,BOS i want to depart washington april twentieth to atlanta least expensive fare EOS,O O O O O B-fromloc.city_name B-depart_date.month_name B-depart_date.day_number O B-toloc.city_name B-cost_relative I-cost_relative O O,atis_flight
train-00793,BOS what is the most expensive flight from dallas to baltimore EOS,O O O O B-cost_relative I-cost_relative O O B-fromloc.city_name O B-toloc.city_name O,atis_flight
train-00794,BOS what is the lowest cost for a one way ticket from boston to washington EOS,O O O O B-cost_relative I-cost_relative O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name O,atis_airfare
train-00795,BOS show me the least expensive flight leaving miami on sunday after 12 o'clock noon and arriving cleveland EOS,O O O O B-cost_relative I-cost_relative O O B-fromloc.city_name O B-depart_date.day_name B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time O O B-toloc.city_name O,atis_flight
train-00796,BOS list lowest cost flight from dallas to baltimore that serves a meal EOS,O O B-cost_relative I-cost_relative O O B-fromloc.city_name O B-toloc.city_name O O O B-meal O,atis_flight
train-00797,BOS what is the least expensive one way fare from boston to san francisco EOS,O O O O B-cost_relative I-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O,atis_airfare
train-00798,BOS what is the most expensive one way fare from boston to atlanta on american airlines EOS,O O O O B-cost_relative I-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name O B-airline_name I-airline_name O,atis_airfare
train-00799,BOS what is the least expensive flight today from atlanta to san francisco EOS,O O O O B-cost_relative I-cost_relative O B-depart_date.today_relative O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O,atis_flight
train-00800,BOS what is the least expensive business class flight between atlanta and dallas EOS,O O O O B-cost_relative I-cost_relative B-class_type I-class_type O O B-fromloc.city_name O B-toloc.city_name O,atis_flight
train-00801,BOS what is the least expensive flight from atlanta to denver leaving on october twelfth EOS,O O O O B-cost_relative I-cost_relative O O B-fromloc.city_name O B-toloc.city_name O O B-depart_date.month_name B-depart_date.day_number O,atis_flight
train-00802,BOS what is the least expensive flight available from dallas fort worth to san francisco EOS,O O O O B-cost_relative I-cost_relative O O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O,atis_flight
train-00803,BOS okay that sounds great let's go from atlanta on april twenty one in the morning to dallas least expensive fare one way EOS,O O O O O O O O B-fromloc.city_name O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number O O B-depart_time.period_of_day O B-toloc.city_name B-cost_relative I-cost_relative O B-round_trip I-round_trip O,atis_flight
train-00804,BOS show me the most expensive fare EOS,O O O O B-cost_relative I-cost_relative O O,atis_airfare
train-00805,BOS what is the least expensive one way fare from boston to pittsburgh EOS,O O O O B-cost_relative I-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name O,atis_airfare
train-00806,BOS show me the most expensive one way flight from detroit to westchester county EOS,O O O O B-cost_relative I-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O,atis_flight
train-00807,BOS show me the lowest price from dallas to baltimore EOS,O O O O B-cost_relative I-cost_relative O B-fromloc.city_name O B-toloc.city_name O,atis_flight
train-00808,BOS i would like the least expensive airfare flight on sunday to pittsburgh from san francisco EOS,O O O O O B-cost_relative I-cost_relative O O O B-depart_date.day_name O B-toloc.city_name O B-fromloc.city_name I-fromloc.city_name O,atis_airfare
train-00809,BOS show me the least expensive flight from miami to new york on a sunday with first class fare EOS,O O O O B-cost_relative I-cost_relative O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-depart_date.day_name O B-class_type I-class_type O O,atis_flight
train-00810,BOS show me a list of ground transportation at boston airport EOS,O O O O O O O O O B-airport_name I-airport_name O,atis_ground_service
train-00811,BOS list all the takeoffs and landings at general mitchell airport EOS,O O O O O O O O B-airport_name I-airport_name I-airport_name O,atis_flight
train-00812,BOS what airlines service pittsburgh airport EOS,O O O O B-airport_name I-airport_name O,atis_airline
train-00813,BOS what ground transportation is available at the atlanta airport EOS,O O O O O O O O B-airport_name I-airport_name O,atis_ground_service
train-00814,BOS list all the takeoffs and landings at general mitchell international EOS,O O O O O O O O B-airport_name I-airport_name I-airport_name O,atis_flight
train-00815,BOS please give ground transportation at denver airport EOS,O O O O O O B-airport_name I-airport_name O,atis_ground_service
train-00816,BOS what ground transportation is available at the boston airport EOS,O O O O O O O O B-airport_name I-airport_name O,atis_ground_service
train-00817,BOS what type of ground transportation is there at the las vegas airport EOS,O O O O O O O O O O B-airport_name I-airport_name I-airport_name O,atis_ground_service
train-00818,BOS list the takeoffs and landings at general mitchell international EOS,O O O O O O O B-airport_name I-airport_name I-airport_name O,atis_flight
train-00819,BOS please give grounds transportation at dallas airport EOS,O O O O O O B-airport_name I-airport_name O,atis_ground_service
train-00820,BOS list all takeoffs and landings at general mitchell international EOS,O O O O O O O B-airport_name I-airport_name I-airport_name O,atis_flight
train-00821,BOS is there ground transportation from the milwaukee airport to the downtown area EOS,O O O O O O O B-airport_name I-airport_name O O O O O,atis_ground_service
train-00822,BOS does tacoma airport offer transportation from the airport to the downtown area EOS,O O B-airport_name I-airport_name O O O O O O O O O O,atis_ground_service
train-00823,BOS show me the ground transportation in the salt lake city airport EOS,O O O O O O O O B-airport_name I-airport_name I-airport_name I-airport_name O,atis_ground_service
train-00824,BOS is there ground transportation available at the salt lake city airport EOS,O O O O O O O O B-airport_name I-airport_name I-airport_name I-airport_name O,atis_ground_service
train-00825,BOS does the phoenix airport have ground transportation to and from downtown EOS,O O O B-airport_name I-airport_name O O O O O O O O,atis_ground_service
train-00826,BOS is there ground transportation available at the phoenix airport EOS,O O O O O O O O B-airport_name I-airport_name O,atis_ground_service
train-00827,BOS is there ground transportation available at the indianapolis airport EOS,O O O O O O O O B-airport_name I-airport_name O,atis_ground_service
train-00828,BOS show me the airlines that use love field EOS,O O O O O O O B-airport_name I-airport_name O,atis_airline
train-00829,BOS what type of ground transportation is available at logan airport EOS,O O O O O O O O O B-airport_name I-airport_name O,atis_ground_service
train-00830,BOS what ground transportation is available at denver airport EOS,O O O O O O O B-airport_name I-airport_name O,atis_ground_service
train-00831,BOS how long does the ground transportation take from the salt lake city airport EOS,O O O O O O O O O O B-airport_name I-airport_name I-airport_name I-airport_name O,atis_ground_service
train-00832,BOS what type of ground transportation is available at philadelphia airport EOS,O O O O O O O O O B-airport_name I-airport_name O,atis_ground_service
train-00833,BOS what ground transportation is available between phoenix airport and downtown phoenix EOS,O O O O O O O B-airport_name I-airport_name O O B-city_name O,atis_ground_service
train-00834,BOS tell me about ground transportation in st. petersburg airport EOS,O O O O O O O B-airport_name I-airport_name I-airport_name O,atis_ground_service
train-00835,BOS what ground transportation is available between pittsburgh airport and downtown pittsburgh EOS,O O O O O O O B-airport_name I-airport_name O O B-city_name O,atis_ground_service
train-00836,BOS is there ground transportation in st. louis EOS,O O O O O O B-city_name I-city_name O,atis_ground_service
train-00837,BOS show me ground transportation information for san francisco EOS,O O O O O O O B-city_name I-city_name O,atis_ground_service
train-00838,BOS ground transportation in westchester county EOS,O O O O B-city_name I-city_name O,atis_ground_service
train-00839,BOS what is the ground transportation in san diego EOS,O O O O O O O B-city_name I-city_name O,atis_ground_service
train-00840,BOS show me ground transportation in westchester county EOS,O O O O O O B-city_name I-city_name O,atis_ground_service
train-00841,BOS is there any ground transportation to the city in dallas EOS,O O O O O O O O B-city_name I-city_name I-city_name O,atis_ground_service
train-00842,BOS show me the ground transportation to westchester county EOS,O O O O O O O B-city_name I-city_name O,atis_ground_service
train-00843,BOS is ground transportation available in st. louis EOS,O O O O O O B-city_name I-city_name O,atis_ground_service
train-00844,BOS i would like information on ground transportation city of boston between airport and downtown EOS,O O O O O O O O B-city_name I-city_name I-city_name O O O O O,atis_ground_service
train-00845,BOS what's the ground transportation in westchester county EOS,O O O O O O B-city_name I-city_name O,atis_ground_service
train-00846,BOS what ground transportation is available in san francisco EOS,O O O O O O O B-city_name I-city_name O,atis_ground_service
train-00847,BOS ground transportation for las vegas EOS,O O O O B-city_name I-city_name O,atis_ground_service
train-00848,BOS ground transportation in las vegas EOS,O O O O B-city_name I-city_name O,atis_ground_service
train-00849,BOS what is the ground transportation available in fort worth EOS,O O O O O O O O B-city_name I-city_name O,atis_ground_service
train-00850,BOS please list ground transport in san francisco EOS,O O O O O O B-city_name I-city_name O,atis_ground_service
train-00851,BOS ground transportation in san jose EOS,O O O O B-city_name I-city_name O,atis_ground_service
train-00852,BOS i'd like to know the ground travel available in fort worth EOS,O O O O O O O O O O B-city_name I-city_name O,atis_ground_service
train-00853,BOS what kind of ground transportation is available in las vegas EOS,O O O O O O O O O B-city_name I-city_name O,atis_ground_service
train-00854,BOS in dallas fort worth i would like information on ground transportation EOS,O O B-city_name I-city_name I-city_name O O O O O O O O,atis_ground_service
train-00855,BOS show me ground transportation in san francisco EOS,O O O O O O B-city_name I-city_name O,atis_ground_service
train-00856,BOS show me ground transportation information for dallas fort worth EOS,O O O O O O O B-city_name I-city_name I-city_name O,atis_ground_service
train-00857,BOS tell me about ground transportation at salt lake city EOS,O O O O O O O B-city_name I-city_name I-city_name O,atis_ground_service
train-00858,BOS ground transportation for st. paul EOS,O O O O B-city_name I-city_name O,atis_ground_service
train-00859,BOS at the charlotte airport how many different types of aircraft are there for us air EOS,O O O B-city_name I-city_name O O O O O O O O O B-airline_name I-airline_name O,atis_aircraft
train-00860,BOS show me ground transportation in fort worth EOS,O O O O O O B-city_name I-city_name O,atis_ground_service
train-00861,BOS what is the ground transportation available in the city of fort worth EOS,O O O O O O O O O O O B-city_name I-city_name O,atis_ground_service
train-00862,BOS i want to fly from milwaukee to orlando on either wednesday evening or thursday morning EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name O O B-depart_date.day_name B-depart_time.period_of_day B-or B-depart_date.day_name B-depart_time.period_of_day O,atis_flight
train-00863,BOS hi i'm calling from boston i'd like to make a flight to either orlando or los angeles EOS,O O O O O B-fromloc.city_name O O O O O O O O B-toloc.city_name B-or B-toloc.city_name I-toloc.city_name O,atis_flight
train-00864,BOS show me the flights from pittsburgh to san francisco for thursday night or friday EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name B-depart_time.period_of_day B-or B-depart_date.day_name O,atis_flight
train-00865,BOS show me all flights both direct and connecting from dallas fort worth to either san francisco or oakland that depart after 7 pm EOS,O O O O O O O O O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O O B-toloc.city_name I-toloc.city_name B-or B-toloc.city_name O O B-depart_time.time_relative B-depart_time.time I-depart_time.time O,atis_flight
train-00866,BOS show me all flights from baltimore or denver or pittsburgh that fly to philadelphia EOS,O O O O O O B-fromloc.city_name B-or B-fromloc.city_name B-or B-fromloc.city_name O O O B-toloc.city_name O,atis_flight
train-00867,BOS show me all flights that arrive in philadelphia from baltimore denver or pittsburgh EOS,O O O O O O O O B-toloc.city_name O B-fromloc.city_name B-fromloc.city_name B-or B-fromloc.city_name O,atis_flight
train-00868,BOS flights from milwaukee to phoenix on saturday or sunday american airlines EOS,O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-or B-depart_date.day_name B-airline_name I-airline_name O,atis_flight
train-00869,BOS i'd like a one way ticket from milwaukee to orlando either wednesday evening or thursday morning EOS,O O O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_time.period_of_day B-or B-depart_date.day_name B-depart_time.period_of_day O,atis_airfare
train-00870,BOS i want information on flights from atlanta to washington dc i want to leave wednesday after 4 pm or thursday before 9 am EOS,O O O O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code O O O O B-depart_date.day_name B-depart_time.time_relative B-depart_time.time I-depart_time.time B-or B-depart_date.day_name B-depart_time.time_relative B-depart_time.time I-depart_time.time O,atis_flight
train-00871,BOS what are the flights from dallas to boston for tomorrow night or evening EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.today_relative B-depart_time.period_of_day B-or B-depart_time.period_of_day O,atis_flight
train-00872,BOS which are the flights from denver to baltimore or washington dc EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name B-or B-toloc.city_name B-toloc.state_code O,atis_flight
train-00873,BOS in the next two days i want to fly from nashville to san jose or to tacoma EOS,O O O B-depart_date.date_relative O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-or O B-toloc.city_name O,atis_flight
train-00874,BOS list all round trip flights from indianapolis to orlando departing either on december twenty seventh or on december twenty eighth EOS,O O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name O O O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number B-or O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number O,atis_flight
train-00875,BOS show me flights between milwaukee and phoenix on saturday or sunday american airlines EOS,O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-or B-depart_date.day_name B-airline_name I-airline_name O,atis_flight
train-00876,BOS what american airlines flights depart milwaukee for phoenix on saturday or sunday EOS,O O B-airline_name I-airline_name O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-or B-depart_date.day_name O,atis_flight
train-00877,BOS show me the flights from denver to baltimore or washington dc that arrive before or around noon EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name B-or B-toloc.city_name B-toloc.state_code O O B-arrive_time.time_relative B-or B-arrive_time.time_relative B-arrive_time.time O,atis_flight
train-00878,BOS show me flights to philadelphia coming from baltimore or denver or pittsburgh EOS,O O O O O B-toloc.city_name O O B-fromloc.city_name B-or B-fromloc.city_name B-or B-fromloc.city_name O,atis_flight
train-00879,BOS show me all flights both direct and connecting to either san francisco or oakland from boston that arrive before 2 pm EOS,O O O O O O O O O O O B-toloc.city_name I-toloc.city_name B-or B-toloc.city_name O B-fromloc.city_name O O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time O,atis_flight
train-00880,BOS show me flights from milwaukee to orlando on wednesday night or thursday morning EOS,O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_time.period_of_day B-or B-depart_date.day_name B-depart_time.period_of_day O,atis_flight
train-00881,BOS show flights from san francisco to denver on either wednesday the twenty third or thursday the twenty fourth EOS,O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O B-depart_date.day_name O B-depart_date.day_number I-depart_date.day_number B-or B-depart_date.day_name O B-depart_date.day_number I-depart_date.day_number O,atis_flight
train-00882,BOS give me the flights from milwaukee to phoenix on saturday or sunday on american airlines EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-or B-depart_date.day_name O B-airline_name I-airline_name O,atis_flight
train-00883,BOS show me all the flights to baltimore from denver or philadelphia or pittsburgh EOS,O O O O O O O B-toloc.city_name O B-fromloc.city_name B-or B-fromloc.city_name B-or B-fromloc.city_name O,atis_flight
train-00884,BOS i need a flight from st. petersburg to charlotte which will get me into charlotte by 5 pm or as soon thereafter as possible EOS,O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O O O O B-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time B-or O O O O O O,atis_flight
train-00885,BOS i want a flight that leaves from charlotte to newark that leaves in the afternoon or evening EOS,O O O O O O O O B-fromloc.city_name O B-toloc.city_name O O O O B-depart_time.period_of_day B-or B-depart_time.period_of_day O,atis_flight
train-00886,BOS i would like a list of the round trip flights between indianapolis and orlando on the twenty seventh or the twenty eighth of december EOS,O O O O O O O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name O O B-depart_date.day_number I-depart_date.day_number B-or O B-depart_date.day_number I-depart_date.day_number O B-depart_date.month_name O,atis_flight
train-00887,BOS show me flights from milwaukee to orlando on wednesday evening or thursday mornings EOS,O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_time.period_of_day B-or B-depart_date.day_name B-depart_time.period_of_day O,atis_flight
train-00888,BOS show me the flights from boston to pittsburgh on wednesday or thursday EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-or B-depart_date.day_name O,atis_flight
train-00889,BOS i want information on flights from atlanta to washington dc i want to leave after 4 pm on wednesday or before 9 am on thursday EOS,O O O O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code O O O O B-depart_time.time_relative B-depart_time.time I-depart_time.time O B-depart_date.day_name B-or B-depart_time.time_relative B-depart_time.time I-depart_time.time O B-depart_date.day_name O,atis_flight
train-00890,BOS anything from baltimore or washington with a stopover in denver going to san francisco EOS,O O O B-fromloc.city_name B-or B-fromloc.city_name O O O O B-stoploc.city_name O O B-toloc.city_name I-toloc.city_name O,atis_flight
train-00891,BOS get last flight from oakland to salt lake city on wednesday or first flight from oakland to salt lake city on thursday EOS,O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name O B-depart_date.day_name B-or B-flight_mod O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name O B-depart_date.day_name O,atis_flight
train-00892,BOS bring up flights from milwaukee to orlando on wednesday night or thursday morning EOS,O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_time.period_of_day B-or B-depart_date.day_name B-depart_time.period_of_day O,atis_flight
train-00893,BOS what flights depart from charlotte to newark that leave in the afternoon or leave in the evening EOS,O O O O O B-fromloc.city_name O B-toloc.city_name O O O O B-depart_time.period_of_day B-or O O O B-depart_time.period_of_day O,atis_flight
train-00894,BOS i would like the flights available from boston to denver arriving in denver on 9 o'clock wednesday morning on or by 9 o'clock wednesday morning EOS,O O O O O O O O B-fromloc.city_name O B-toloc.city_name O O B-toloc.city_name O B-arrive_time.time I-arrive_time.time B-arrive_date.day_name B-arrive_time.period_of_day O B-or B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time B-arrive_date.day_name B-arrive_time.period_of_day O,atis_flight
train-00895,BOS fare code y what does that mean EOS,O O O B-fare_basis_code O O O O O,atis_abbreviation
train-00896,BOS what does fare code m mean EOS,O O O O O B-fare_basis_code O O,atis_abbreviation
train-00897,BOS what's the difference between fare code q and fare code b EOS,O O O O O O O B-fare_basis_code O O O B-fare_basis_code O,atis_abbreviation
train-00898,BOS what does fare code qo mean EOS,O O O O O B-fare_basis_code O O,atis_abbreviation
train-00899,BOS what does m mean EOS,O O O B-fare_basis_code O O,atis_abbreviation
train-00900,BOS what does code qw mean EOS,O O O O B-fare_basis_code O O,atis_abbreviation
train-00901,BOS what does the fare code f mean EOS,O O O O O O B-fare_basis_code O O,atis_abbreviation
train-00902,BOS what does fare code f mean EOS,O O O O O B-fare_basis_code O O,atis_abbreviation
train-00903,BOS what is fare code f EOS,O O O O O B-fare_basis_code O,atis_abbreviation
train-00904,BOS what are fare codes qw and qx EOS,O O O O O B-fare_basis_code O B-fare_basis_code O,atis_abbreviation
train-00905,BOS what is fare code fn EOS,O O O O O B-fare_basis_code O,atis_abbreviation
train-00906,BOS what round trip flights between atlanta and denver qualify for fare code qx EOS,O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name O O O O B-fare_basis_code O,atis_flight
train-00907,BOS list all united flights from boston to san francisco with fare code qx EOS,O O O B-airline_name O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O B-fare_basis_code O,atis_flight
train-00908,BOS what is fare code h EOS,O O O O O B-fare_basis_code O,atis_abbreviation
train-00909,BOS what does fare code q mean EOS,O O O O O B-fare_basis_code O O,atis_abbreviation
train-00910,BOS what does code y mean EOS,O O O O B-fare_basis_code O O,atis_abbreviation
train-00911,BOS what is fare class h EOS,O O O O O B-fare_basis_code O,atis_abbreviation
train-00912,BOS what does fare code y mean EOS,O O O O O B-fare_basis_code O O,atis_abbreviation
train-00913,BOS what does fare code h mean EOS,O O O O O B-fare_basis_code O O,atis_abbreviation
train-00914,BOS what is the meaning of fare code qx and qw EOS,O O O O O O O O B-fare_basis_code O B-fare_basis_code O,atis_abbreviation
train-00915,BOS what does fn under fare code mean EOS,O O O B-fare_basis_code O O O O O,atis_abbreviation
train-00916,BOS what does the fare code qw mean EOS,O O O O O O B-fare_basis_code O O,atis_abbreviation
train-00917,BOS list flights from orlando to tacoma on saturday of fare basis code of q EOS,O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O O O O O B-fare_basis_code O,atis_flight
train-00918,BOS what's fare code yn EOS,O O O O B-fare_basis_code O,atis_abbreviation
train-00919,BOS what does q mean EOS,O O O B-fare_basis_code O O,atis_abbreviation
train-00920,BOS what does fare code bh mean EOS,O O O O O B-fare_basis_code O O,atis_abbreviation
train-00921,BOS what does code y stand for EOS,O O O O B-fare_basis_code O O O,atis_abbreviation
train-00922,BOS what does the fare code qx mean EOS,O O O O O O B-fare_basis_code O O,atis_abbreviation
train-00923,BOS what does the fare code f and fn mean EOS,O O O O O O B-fare_basis_code O O O O,atis_abbreviation
train-00924,BOS what is the fare code y and what is the fare code h EOS,O O O O O O B-fare_basis_code O O O O O O B-fare_basis_code O,atis_abbreviation
train-00925,BOS what's the difference between fare code q and fare code f EOS,O O O O O O O B-fare_basis_code O O O B-fare_basis_code O,atis_abbreviation
train-00926,BOS what does yn stand for EOS,O O O B-fare_basis_code O O O,atis_abbreviation
train-00927,BOS please explain fare code f EOS,O O O O O B-fare_basis_code O,atis_abbreviation
train-00928,BOS what is the yn code EOS,O O O O B-fare_basis_code O O,atis_abbreviation
train-00929,BOS what is fare code y mean EOS,O O O O O B-fare_basis_code O O,atis_abbreviation
train-00930,BOS what is fare code q EOS,O O O O O B-fare_basis_code O,atis_abbreviation
train-00931,BOS explain the fare code q EOS,O O O O O B-fare_basis_code O,atis_abbreviation
train-00932,BOS what does y mean EOS,O O O B-fare_basis_code O O,atis_abbreviation
train-00933,BOS what is fare code qo mean EOS,O O O O O B-fare_basis_code O O,atis_abbreviation
train-00934,BOS explain fare code qx EOS,O O O O B-fare_basis_code O,atis_abbreviation
train-00935,BOS describe fare code qx EOS,O O O O B-fare_basis_code O,atis_abbreviation
train-00936,BOS show me the continental flights with meals which depart seattle on sunday for chicago EOS,O O O O B-airline_name O O B-meal O O B-fromloc.city_name O B-depart_date.day_name O B-toloc.city_name O,atis_flight
train-00937,BOS i'd like to go from st. paul to kansas city on friday with a meal EOS,O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name O O B-meal O,atis_flight
train-00938,BOS give me the saturday morning flights from chicago to st. paul on continental that have meals EOS,O O O O B-depart_date.day_name B-depart_time.period_of_day O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-airline_name O O B-meal O,atis_flight
train-00939,BOS i would like to know the latest flight on wednesday you have leaving from oakland to salt lake city which offers a meal EOS,O O O O O O O B-flight_mod O O B-depart_date.day_name O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name O O O B-meal O,atis_flight
train-00940,BOS please list all the flights from boston to denver which serve meals EOS,O O O O O O O B-fromloc.city_name O B-toloc.city_name O O B-meal O,atis_flight
train-00941,BOS what is the earliest flight from boston to san francisco that serves a meal EOS,O O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O B-meal O,atis_flight
train-00942,BOS show me all flights from pittsburgh to baltimore tomorrow which serve a meal EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_date.today_relative O O O B-meal O,atis_flight
train-00943,BOS list flights from st. paul to kansas city friday in the evening with a meal included EOS,O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-depart_date.day_name O O B-depart_time.period_of_day O O B-meal O O,atis_flight
train-00944,BOS what are the fares for flights serving a meal from boston to pittsburgh before noon on thursday EOS,O O O O O O O O O B-meal O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time O B-depart_date.day_name O,atis_airfare
