id,tokens,slots,intent
test-00159,BOS list flights between boston and san francisco that serve breakfast EOS,O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-meal_description O,atis_flight
test-00160,BOS give me all flights from boston to philadelphia next week arriving after lunch EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_date.date_relative O O B-arrive_time.time_relative B-meal_description O,atis_flight
test-00161,BOS please show me flights from pittsburgh to atlanta on wednesday morning serving breakfast EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_time.period_of_day O B-meal_description O,atis_flight
test-00162,BOS what is the first flight that goes from atlanta to baltimore that serves breakfast EOS,O O O O B-flight_mod O O O O B-fromloc.city_name O B-toloc.city_name O O B-meal_description O,atis_flight
test-00163,BOS which flights arrive in st. louis from st. paul on thursday morning EOS,O O O O O B-toloc.city_name I-toloc.city_name O B-fromloc.city_name I-fromloc.city_name O B-arrive_date.day_name B-arrive_time.period_of_day O,atis_flight
test-00164,BOS i would like one flight from kansas city to st. paul arriving around dinnertime 6 pm EOS,O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-arrive_time.time_relative B-arrive_time.period_of_day O O O,atis_flight
test-00165,BOS list flights from dallas to houston arriving sunday afternoon EOS,O O O O B-fromloc.city_name O B-toloc.city_name O B-arrive_date.day_name B-arrive_time.period_of_day O,atis_flight
test-00166,BOS list nonstop flights from baltimore washington airport to oakland that depart in the afternoon EOS,O O B-flight_stop O O B-fromloc.city_name B-fromloc.airport_name I-fromloc.airport_name O B-toloc.city_name O O O O B-arrive_time.period_of_day O,atis_flight
test-00167,BOS i need flight information on thursday leaving pittsburgh and arriving in baltimore in the morning EOS,O O O O O O B-depart_date.day_name O B-fromloc.city_name O O O B-toloc.city_name O O B-arrive_time.period_of_day O,atis_flight
test-00168,BOS morning flights out of san francisco arriving boston afternoon EOS,O B-depart_time.period_of_day O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name B-arrive_time.period_of_day O,atis_flight
test-00169,BOS i would like to originate my flight in washington dc stop in denver with the destination city of san francisco EOS,O O O O O O O O O B-fromloc.city_name B-fromloc.state_code O O B-stoploc.city_name O O O O O B-toloc.city_name I-toloc.city_name O,atis_flight
test-00170,BOS show me a list of flights on july twenty second leaving dc to dallas leaving dc after 6 pm EOS,O O O O O O O O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number O B-fromloc.state_code O B-toloc.city_name O B-fromloc.state_code B-depart_time.time_relative B-depart_time.time I-depart_time.time O,atis_flight
test-00171,BOS what airlines from washington dc to columbus EOS,O O O O B-fromloc.city_name B-fromloc.state_code O B-toloc.city_name O,atis_airline
test-00172,BOS list flights from washington dc to boston EOS,O O O O B-fromloc.city_name B-fromloc.state_code O B-toloc.city_name O,atis_flight
test-00173,BOS could you please give me information concerning american airlines a flight from washington dc to philadelphia the earliest one in the morning as possible EOS,O O O O O O O O B-airline_name I-airline_name O O O B-fromloc.city_name B-fromloc.state_code O B-toloc.city_name O B-flight_mod O O O B-depart_time.period_of_day O O O,atis_flight
test-00174,BOS list flights from washington dc to pittsburgh EOS,O O O O B-fromloc.city_name B-fromloc.state_code O B-toloc.city_name O,atis_flight
test-00175,BOS i need a flight from washington dc to san diego EOS,O O O O O O B-fromloc.city_name B-fromloc.state_code O B-toloc.city_name I-toloc.city_name O,atis_flight
test-00176,BOS i would like to fly from boston to baltimore please tell me what are the times of the flights EOS,O O O O O O O B-fromloc.city_name O B-toloc.city_name O O O O O O B-flight_time O O O O,atis_flight
test-00177,BOS does flight dl 323 dl 229 from boston to denver stop in philadelphia EOS,O O O B-airline_code B-flight_number B-airline_code B-flight_number O B-fromloc.city_name O B-toloc.city_name O O B-stoploc.city_name O,atis_flight
test-00178,BOS what kind of airplane is flight ua 281 from boston to denver EOS,O O O O O O O B-airline_code B-flight_number O B-fromloc.city_name O B-toloc.city_name O,atis_aircraft
test-00179,BOS what is the price of american airlines flight 19 from new york to los angeles EOS,O O O O O O B-airline_name I-airline_name O B-flight_number O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O,atis_airfare
test-00180,BOS what is the first class fare on united flight 352 from denver to boston EOS,O O O O B-class_type I-class_type O O B-airline_name O B-flight_number O B-fromloc.city_name O B-toloc.city_name O,atis_airfare
test-00181,BOS how much does flight ua 281 from boston to denver cost EOS,O O O O O B-airline_code B-flight_number O B-fromloc.city_name O B-toloc.city_name O O,atis_airfare
test-00182,BOS does flight dl 1083 from philadelphia to denver fly on saturdays EOS,O O O B-airline_code B-flight_number O B-fromloc.city_name O B-toloc.city_name O O B-depart_date.day_name O,atis_flight
test-00183,BOS what airline is dl 98 EOS,O O O O B-airline_code B-flight_number O,atis_airline
test-00184,BOS what first class airplane goes from philadelphia to san francisco and stops in dallas in the afternoon on monday EOS,O O B-class_type I-class_type O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O B-stoploc.city_name O O B-depart_time.period_of_day O B-depart_date.day_name O,atis_aircraft
test-00185,BOS what planes are used by twa EOS,O O O O O O B-airline_code O,atis_aircraft
test-00186,BOS repeating leaving denver to san francisco before 10 am what type of aircraft is used EOS,O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time O O O O O O O,atis_aircraft
test-00187,BOS what kinds of planes are used by midway airlines EOS,O O O O O O O O B-airline_name I-airline_name O,atis_aircraft
test-00188,BOS what type of aircraft leaves from boston to washington dc at 9 am during a weekday EOS,O O O O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code O B-depart_time.time I-depart_time.time O O B-flight_mod O,atis_aircraft
test-00189,BOS what type of aircraft are flying from cleveland to dallas before noon EOS,O O O O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.period_of_day O,atis_aircraft
test-00190,BOS what airplane types fly from pittsburgh to baltimore EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name O,atis_aircraft
test-00191,BOS what is ground transportation between the san francisco airport and the city EOS,O O O O O O O B-fromloc.airport_name I-fromloc.airport_name I-fromloc.airport_name O O O O,atis_ground_service
test-00192,BOS what flights on united leave la guardia for san jose and arrive around 10 pm EOS,O O O O B-airline_name O B-fromloc.airport_name I-fromloc.airport_name O B-toloc.city_name I-toloc.city_name O O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time O,atis_flight
test-00193,BOS what ground transportation is available from the denver airport to downtown denver EOS,O O O O O O O O B-fromloc.airport_name I-fromloc.airport_name O O B-toloc.city_name O,atis_ground_service
test-00194,BOS list us air flights leaving saturday from charlotte airport around 1 pm EOS,O O B-airline_name I-airline_name O O B-depart_date.day_name O B-fromloc.airport_name I-fromloc.airport_name B-depart_time.time_relative B-depart_time.time I-depart_time.time O,atis_flight
test-00195,BOS could you tell me about ground transportation arrangements from the dallas airport to downtown dallas EOS,O O O O O O O O O O O B-fromloc.airport_name I-fromloc.airport_name O O B-toloc.city_name O,atis_ground_service
test-00196,BOS please list the flights taking off and landing on general mitchell international airport EOS,O O O O O O O O O O B-fromloc.airport_name I-fromloc.airport_name I-fromloc.airport_name I-fromloc.airport_name O,atis_flight
test-00197,BOS i'd like to fly from cleveland to indianapolis tomorrow morning as early as possible what's available EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_date.today_relative B-depart_time.period_of_day O B-flight_mod O O O O O,atis_flight
test-00198,BOS i need a flight from logan to atlanta this afternoon EOS,O O O O O O B-fromloc.airport_name O B-toloc.city_name B-depart_date.today_relative B-depart_time.period_of_day O,atis_flight
test-00199,BOS give me the latest flight tomorrow on american airlines from milwaukee to tacoma EOS,O O O O B-flight_mod O B-depart_date.today_relative O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name O,atis_flight
test-00200,BOS i'd like to fly from columbus to nashville tomorrow morning EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_date.today_relative B-depart_time.period_of_day O,atis_flight
test-00201,BOS and what is the last flight from denver to boston for tomorrow evening EOS,O O O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.today_relative B-depart_time.period_of_day O,atis_flight
test-00202,BOS list evening flights tomorrow from phoenix to detroit EOS,O O B-depart_time.period_of_day O B-depart_date.today_relative O B-fromloc.city_name O B-toloc.city_name O,atis_flight
test-00203,BOS show me the flights on continental from indianapolis to san diego in the afternoon tomorrow EOS,O O O O O O B-airline_name O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-depart_time.period_of_day B-depart_date.today_relative O,atis_flight
test-00204,BOS how many flights does northwest have leaving dulles EOS,O O O O O B-airline_name O O B-fromloc.airport_name O,atis_flight
test-00205,BOS nonstop flights from new york city to las vegas on sunday EOS,O B-flight_stop O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-arrive_date.day_name O,atis_flight
test-00206,BOS show me the flights from los angeles to pittsburgh which arrive at pittsburgh on monday EOS,O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O O B-toloc.city_name O B-arrive_date.day_name O,atis_flight
test-00207,BOS show me all flights from philadelphia to dallas which arrive in dallas before 3 o'clock pm on saturday EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name O O O B-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time I-arrive_time.time O B-arrive_date.day_name O,atis_flight
test-00208,BOS what flights leave pittsburgh and arrive in los angeles after 5 pm on thursday EOS,O O O O B-fromloc.city_name O O O B-toloc.city_name I-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time O B-arrive_date.day_name O,atis_flight
test-00209,BOS what is the earliest flight arriving in charlotte from st. louis on friday EOS,O O O O B-flight_mod O O O B-toloc.city_name O B-fromloc.city_name I-fromloc.city_name O B-arrive_date.day_name O,atis_flight
test-00210,BOS what flights do you have from boston to pittsburgh on wednesday of next week after 6 pm EOS,O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O B-depart_date.date_relative O B-depart_time.time_relative B-depart_time.time I-depart_time.time O,atis_flight
test-00211,BOS i'd like a flight from st. petersburg to miami on that next thursday EOS,O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O B-depart_date.date_relative B-depart_date.day_name O,atis_flight
test-00212,BOS i'd like to travel from kansas city to chicago next wednesday EOS,O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name B-depart_date.date_relative B-depart_date.day_name O,atis_flight
test-00213,BOS i would like to fly from boston to philadelphia next thursday EOS,O O O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_date.date_relative B-depart_date.day_name O,atis_flight
test-00214,BOS tell me about flights from atlanta to charlotte next monday EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_date.date_relative B-depart_date.day_name O,atis_flight
test-00215,BOS what flights go from pittsburgh to baltimore after 8 o'clock next wednesday EOS,O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time B-depart_date.date_relative B-depart_date.day_name O,atis_flight
test-00216,BOS give me the fares for round trip flights from cleveland to miami next wednesday EOS,O O O O O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name B-depart_date.date_relative B-depart_date.day_name O,atis_airfare
test-00217,BOS i want to leave chicago next tuesday and arrive in detroit around 6 pm EOS,O O O O O B-fromloc.city_name B-depart_date.date_relative B-depart_date.day_name O O O B-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time O,atis_flight
test-00218,BOS i want a flight from montreal to washington dc EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code O,atis_flight
test-00219,BOS show me the flights leaving from atlanta for washington dc on thursday morning EOS,O O O O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code O B-depart_date.day_name B-depart_time.period_of_day O,atis_flight
test-00220,BOS show me flights from denver to dc on wednesday EOS,O O O O O B-fromloc.city_name O B-toloc.state_code O B-depart_date.day_name O,atis_flight
test-00221,BOS please give me the flights from san francisco to washington dc EOS,O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name B-toloc.state_code O,atis_flight
test-00222,BOS show me the prices of all flights from atlanta to washington dc EOS,O O O O O O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code O,atis_airfare
test-00223,BOS what is the latest flight on wednesday going from atlanta to washington dc EOS,O O O O B-flight_mod O O B-depart_date.day_name O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code O,atis_flight
test-00224,BOS list flights from toronto to washington dc saturday am EOS,O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code B-depart_date.day_name B-depart_time.period_of_day O,atis_flight
test-00225,BOS i'd like to see the flights from atlanta to washington dc EOS,O O O O O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code O,atis_flight
test-00226,BOS i'm sorry i want to book a flight from atlanta to denver colorado EOS,O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_name O,atis_flight
test-00227,BOS i would like a list of round trip flights between indianapolis and orlando florida for the twenty seventh and the twenty eighth of december EOS,O O O O O O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_name O O B-depart_date.day_number I-depart_date.day_number O O B-depart_date.day_number I-depart_date.day_number O B-depart_date.month_name O,atis_flight
test-00228,BOS may i have a listing of flights on monday from minneapolis to long beach california please EOS,O O O O O O O O O B-depart_date.day_name O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-toloc.state_name O O,atis_flight
test-00229,BOS please give all flights from dallas to oakland california monday EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_name B-depart_date.day_name O,atis_flight
test-00230,BOS on tuesday the twenty third flights from philadelphia to san francisco on american airlines EOS,O O B-depart_date.day_name O B-depart_date.day_number I-depart_date.day_number O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-airline_name I-airline_name O,atis_flight
test-00231,BOS what is the cheapest first class fare from cleveland to miami on us air on february twenty fourth EOS,O O O O B-cost_relative B-class_type I-class_type O O B-fromloc.city_name O B-toloc.city_name O B-airline_name I-airline_name O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number O,atis_airfare
test-00232,BOS cheapest round trip fare from or indianapolis to orlando on december twenty fifth EOS,O B-cost_relative B-round_trip I-round_trip O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number O,atis_airfare
test-00233,BOS i would like to fly from dallas to denver on the morning of august twenty seventh leaving at 650 EOS,O O O O O O O B-fromloc.city_name O B-toloc.city_name O O B-depart_time.period_of_day O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number O O B-depart_time.time O,atis_flight
test-00234,BOS give me the flights from indianapolis to orlando on december twenty seventh and twenty eighth EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number O B-depart_date.day_number I-depart_date.day_number O,atis_flight
test-00235,BOS i would like to book a flight going from tampa to seattle on may twenty sixth i would like to stop in milwaukee on the way EOS,O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number O O O O O O B-stoploc.city_name O O O O,atis_flight
test-00236,BOS what is the cheapest one way fare from san francisco to boston on wednesday august twenty first EOS,O O O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number O,atis_airfare
test-00237,BOS which flights are available from tacoma to san jose in the morning on april twenty second EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-depart_time.period_of_day O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number O,atis_flight
test-00238,BOS list all round trip flights between indianapolis and orlando on the twenty seventh of december EOS,O O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name O O B-depart_date.day_number I-depart_date.day_number O B-depart_date.month_name O,atis_flight
test-00239,BOS what is hp EOS,O O O B-airline_code O,atis_abbreviation
test-00240,BOS define airline us EOS,O O O B-airline_code O,atis_abbreviation
test-00241,BOS code ff EOS,O O B-airline_code O,atis_abbreviation
test-00242,BOS from las vegas to new york a nonstop twa and fare EOS,O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-flight_stop B-airline_code O O O,atis_flight
test-00243,BOS airline that stands for dl EOS,O O O O O B-airline_code O,atis_airline
test-00244,BOS list round trip flights between boston and oakland using twa EOS,O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name O B-airline_code O,atis_flight
test-00245,BOS i'd like a twa flight from las vegas to new york nonstop EOS,O O O O B-airline_code O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-flight_stop O,atis_flight
test-00246,BOS what airline is yx EOS,O O O O B-airline_code O,atis_airline
test-00247,BOS what airline is dl EOS,O O O O B-airline_code O,atis_airline
test-00248,BOS find a flight between denver and oakland the flight should leave in the afternoon and arrive near 5 pm the flight should also be nonstop EOS,O O O O O B-fromloc.city_name O B-toloc.city_name O O O O O O B-depart_time.period_of_day O O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time O O O O O B-flight_stop O,atis_flight
test-00249,BOS i need a flight on american airlines from miami to chicago that arrives around 5 pm EOS,O O O O O O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name O O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time O,atis_flight
test-00250,BOS flights from kansas city to cleveland on wednesday arriving before 5 pm EOS,O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time O,atis_flight
test-00251,BOS what flights depart baltimore on friday and arrive in san francisco by 8 pm EOS,O O O O B-fromloc.city_name O B-depart_date.day_name O O O B-toloc.city_name I-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time O,atis_flight
test-00252,BOS i'd like a nonstop flight from atlanta to baltimore that gets in around 7 pm EOS,O O O O B-flight_stop O O B-fromloc.city_name O B-toloc.city_name O O O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time O,atis_flight
test-00253,BOS what nonstop flights between boston and washington arrive after 5 o'clock pm EOS,O O B-flight_stop O O B-fromloc.city_name O B-toloc.city_name O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time I-arrive_time.time O,atis_flight
test-00254,BOS all flights pittsburgh to baltimore on thursday arrival by 10 am EOS,O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time O,atis_flight
test-00255,BOS show me all flights direct and connecting from boston to pittsburgh that arrive in pittsburgh before 10 am EOS,O O O O O O O O O B-fromloc.city_name O B-toloc.city_name O O O B-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time O,atis_flight
test-00256,BOS cleveland to miami on wednesday arriving before 4 pm EOS,O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time O,atis_flight
test-00257,BOS show me airlines between boston and san francisco EOS,O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O,atis_airline
test-00258,BOS show me the airlines that fly from san francisco to boston EOS,O O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O,atis_airline
test-00259,BOS what airlines fly from boston to denver EOS,O O O O O B-fromloc.city_name O B-toloc.city_name O,atis_airline
test-00260,BOS what airlines have flights from baltimore to seattle EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name O,atis_airline
test-00261,BOS what airlines have flights from boston to philadelphia that leave before 630 am EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name O O B-depart_time.time_relative B-depart_time.time I-depart_time.time O,atis_airline
test-00262,BOS are there any airlines that have flights from boston to philadelphia that leave before 630 am EOS,O O O O O O O O O B-fromloc.city_name O B-toloc.city_name O O B-depart_time.time_relative B-depart_time.time I-depart_time.time O,atis_airline
test-00263,BOS show me airlines that have flights between toronto and detroit between detroit and st. louis and between st. louis and toronto EOS,O O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O,atis_airline
test-00264,BOS which airlines fly between boston and baltimore EOS,O O O O O B-fromloc.city_name O B-toloc.city_name O,atis_airline
test-00265,BOS does any airline have an early afternoon flight from boston to pittsburgh EOS,O O O O O O B-depart_time.period_of_day B-depart_time.period_of_day O O B-fromloc.city_name O B-toloc.city_name O,atis_airline
test-00266,BOS please show me airlines with flights from philadelphia to dallas EOS,O O O O O O O O B-fromloc.city_name O B-toloc.city_name O,atis_airline
test-00267,BOS which airlines fly from boston to san francisco EOS,O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O,atis_airline
test-00268,BOS which airlines have flights between charlotte and newark EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name O,atis_airline
test-00269,BOS show me all flights from san francisco to new york nonstop EOS,O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-flight_stop O,atis_flight
test-00270,BOS show me nonstop flights from toronto to st. petersburg EOS,O O O B-flight_stop O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O,atis_flight
test-00271,BOS show me all round trip flights from miami to new york nonstop EOS,O O O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-flight_stop O,atis_flight
test-00272,BOS nonstop flights seattle to kansas city EOS,O B-flight_stop O B-toloc.city_name O B-toloc.city_name I-toloc.city_name O,atis_flight
test-00273,BOS i want to fly from atlanta to philadelphia nonstop EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name B-flight_stop O,atis_flight
test-00274,BOS what is the earliest nonstop flight from washington to san francisco EOS,O O O O B-flight_mod B-flight_stop O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O,atis_flight
test-00275,BOS please list nonstop flights from las vegas to new york on america west EOS,O O O B-flight_stop O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-airline_name I-airline_name O,atis_flight
test-00276,BOS show me first class round trip flights from new york to miami i want the cheapest first class fare please EOS,O O O B-class_type I-class_type B-round_trip I-round_trip O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O O B-cost_relative B-class_type I-class_type O O O,atis_flight
test-00277,BOS show me which flights from san francisco to pittsburgh on a monday are first class EOS,O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O B-depart_date.day_name O B-class_type I-class_type O,atis_flight
test-00278,BOS give me flights from baltimore to denver on united that offer first class EOS,O O O O O B-fromloc.city_name O B-toloc.city_name O B-airline_name O O B-class_type I-class_type O,atis_flight
test-00279,BOS first class flights pittsburgh to newark monday morning EOS,O B-class_type I-class_type O B-fromloc.city_name O B-toloc.city_name B-depart_date.day_name B-depart_time.period_of_day O,atis_flight
test-00280,BOS first class fares from dallas to baltimore please EOS,O B-class_type I-class_type O O B-fromloc.city_name O B-toloc.city_name O O,atis_airfare
test-00281,BOS show me all united airlines first class flights EOS,O O O O B-airline_name I-airline_name B-class_type I-class_type O O,atis_flight
test-00282,BOS first class price san francisco pittsburgh round trip EOS,O B-class_type I-class_type O B-fromloc.city_name I-fromloc.city_name B-fromloc.city_name B-round_trip I-round_trip O,atis_airfare
test-00283,BOS how much is a first class ticket from baltimore to san francisco EOS,O O O O O B-class_type I-class_type O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O,atis_airfare
test-00284,BOS first class american flight from philadelphia to dallas on wednesday EOS,O B-class_type I-class_type B-airline_name O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O,atis_flight
test-00285,BOS show flights first class on american airlines between dallas and philadelphia EOS,O O O B-class_type I-class_type O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name O,atis_flight
test-00286,BOS what are the first class fares from dallas to baltimore EOS,O O O O B-class_type I-class_type O O B-fromloc.city_name O B-toloc.city_name O,atis_airfare
test-00287,BOS show me one way flights from tampa to st. louis departing before 10 am first class EOS,O O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_time.time_relative B-depart_time.time I-depart_time.time B-class_type I-class_type O,atis_flight
test-00288,BOS what flights leave san francisco on monday night and arrive at atlanta later in the evening EOS,O O O O B-fromloc.city_name I-fromloc.city_name O B-depart_date.day_name B-depart_time.period_of_day O O O B-toloc.city_name B-arrive_time.time_relative O O B-arrive_time.time O,atis_flight
test-00289,BOS please list all flights into denver before noon on united airlines and northwest airlines EOS,O O O O O O B-toloc.city_name B-arrive_time.time_relative B-arrive_time.time O B-airline_name I-airline_name O B-airline_name I-airline_name O,atis_flight
test-00290,BOS what are the coach fares for flights from pittsburgh to denver EOS,O O O O B-class_type O O O O B-fromloc.city_name O B-toloc.city_name O,atis_airfare
test-00291,BOS what are the flights on tuesday october first from atlanta to baltimore EOS,O O O O O O B-depart_date.day_name B-depart_date.month_name B-class_type O B-fromloc.city_name O B-toloc.city_name O,atis_flight
test-00292,BOS what are the coach fares from la to charlotte monday morning EOS,O O O O B-class_type O O B-fromloc.city_name O B-toloc.city_name B-depart_date.day_name B-depart_time.period_of_day O,atis_airfare
test-00293,BOS show me dallas ground transport EOS,O O O B-city_name O O O,atis_ground_service
test-00294,BOS show me ground transportation in denver EOS,O O O O O O B-city_name O,atis_ground_service
test-00295,BOS what ground transport is available in minneapolis EOS,O O O O O O O B-city_name O,atis_ground_service
test-00296,BOS please show me ground transportation in denver EOS,O O O O O O O B-city_name O,atis_ground_service
test-00297,BOS what kind of ground transportation is there in dallas EOS,O O O O O O O O O B-city_name O,atis_ground_service
test-00298,BOS what ground transportation is available in charlotte EOS,O O O O O O O B-city_name O,atis_ground_service
test-00299,BOS what's the ground transportation like at pittsburgh EOS,O O O O O O O B-city_name O,atis_ground_service
test-00300,BOS ground transportation in baltimore EOS,O O O O B-city_name O,atis_ground_service
test-00301,BOS what ground transportation is there in dallas EOS,O O O O O O O B-city_name O,atis_ground_service
test-00302,BOS what ground transportation is available in baltimore EOS,O O O O O O O B-city_name O,atis_ground_service
test-00303,BOS ground transport phoenix EOS,O O O B-city_name O,atis_ground_service
test-00304,BOS show me information on ground transportation for dallas EOS,O O O O O O O O B-city_name O,atis_ground_service
test-00305,BOS i would like an american flight from toronto to san diego with a stopover in denver please EOS,O O O O O B-airline_name O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O O B-stoploc.city_name O O,atis_flight
test-00306,BOS can i go from boston to san francisco with a stopover in denver EOS,O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O O B-stoploc.city_name O,atis_flight
test-00307,BOS please show me flights from boston to denver with a stopover in philadelphia EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name O O O O B-stoploc.city_name O,atis_flight
test-00308,BOS show me the flights from new york to los angeles with stop in milwaukee EOS,O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O B-stoploc.city_name O,atis_flight
test-00309,BOS are there any flights from denver to pittsburgh with stops in atlanta EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name O O O B-stoploc.city_name O,atis_flight
test-00310,BOS are there any flights from boston to san francisco which stop in denver EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O B-stoploc.city_name O,atis_flight
test-00311,BOS all do you have a flight from washington to boston that stops in philadelphia EOS,O O O O O O O O B-fromloc.city_name O B-toloc.city_name O O O B-stoploc.city_name O,atis_flight
