"- Is this place OK to be Magic Central?
",O O O O O O O O O O ,"- Is this place OK to be Magic Central?
",None
"- It should do.
",O O O O O ,"- It should do.
",None
"- As long as we don't get blowed up.
",O O O O O O O O O O O ,"- As long as we don't get blowed up.
",None
"- What are the odds of that?
",O O O O O O O O ,"- What are the odds of that?
",None
"- How long before the ritual kicks in?
",O O O O O O O O O ,"- How long before the ritual kicks in?
",None
"- Five minutes, give or take.
",O O O O O O O O ,"- Five minutes, give or take.
",None
"- I'll move fast, then.
",O O O O O O O O ,"- I'll move fast, then.
",None
"- Buffy, I still don't like you going in alone.
",O O O O O O O O O O O O O ,"- Buffy, I still don't like you going in alone.
",None
"I won't be.
",O O O O O ,"I won't be.
",None
"Riley.
",O O ,"Riley.
",None
"Are you hurt?
",O O O O ,"Are you hurt?
",None
"Say something.
",O O O ,"Say something.
",None
"What is this?
",O O O O ,"What is this?
",None
"- Why won't you talk to me?
",O O O O O O O O O ,"- Why won't you talk to me?
",None
"- He can't.
",O O O O O ,"- He can't.
",None
"He's not programmed to.
",O O O O O O ,"He's not programmed to.
",None
"He's part of the final phase now.
",O O O O O O O O O ,"He's part of the final phase now.
",None
"As you were supposed to be.
",O O O O O O O ,"As you were supposed to be.
",None
"Sorry.
",O O ,"Sorry.
",None
"I don'tjump through hoops on command.
",O O O O O O O ,"I don'tjump through hoops on command.
",None
"I've never really been one to toe the line.
",O O O O O O O O O O O ,"I've never really been one to toe the line.
",None
"Oh.
",O O ,"Oh.
",None
"Kill her.
",O O O ,"Kill her.
",None
"I thought you'd never ask.
",O O O O O O O ,"I thought you'd never ask.
",None
"The power of the Slayer and all who wield it.
",O O O O O O O O O O O ,"The power of the Slayer and all who wield it.
",None
"Last to ancient first, we invoke thee.
",O O O O O O O O O ,"Last to ancient first, we invoke thee.
",None
"Grant us thy domain and primal strength.
",O O O O O O O O ,"Grant us thy domain and primal strength.
",None
"Accept us and the powers we possess.
",O O O O O O O O ,"Accept us and the powers we possess.
",None
"Make us, mind and heart and spirit, join.
",O O O O O O O O O O O ,"Make us, mind and heart and spirit, join.
",None
"Let the hand encompass us.
",O O O O O O ,"Let the hand encompass us.
",None
"Do thy will.
",O O O O ,"Do thy will.
",None
"Buffy!
",O O ,"Buffy!
",None
"Shut up.
",O O O ,"Shut up.
",None
"Watch me kill your girlfriend, Finn.
",O O O O O O O O ,"Watch me kill your girlfriend, Finn.
",None
"That's an order.
",O O O O O ,"That's an order.
",None
"Spiritus: spirit.
",O O O O ,"Spiritus: spirit.
",None
"Animus: heart.
",O O O O ,"Animus: heart.
",None
"Sophus: mind.
",O O O O ,"Sophus: mind.
",None
"And manus: the hand.
",O O O O O O ,"And manus: the hand.
",None
"We enjoin that we may inhabit the vessel, the hand, daughter of Sineya, first of the Ones.
",O O O O O O O O O O O O O O O O O O O O O ,"We enjoin that we may inhabit the vessel, the hand, daughter of Sineya, first of the Ones.
",None
"Is that it?
",O O O O ,"Is that it?
",None
"Is that all you got?
",O O O O O O ,"Is that all you got?
",None
"No.
",O O ,"No.
",None
"She's got me.
",O O O O O ,"She's got me.
",None
"Look who's come off the bench.
",O O O O O O O O ,"Look who's come off the bench.
",None
"I need to get to Adam - now.
",O O O O O O O O O ,"I need to get to Adam - now.
",None
"Are you able?
",O O O O ,"Are you able?
",None
"Go.
",O O ,"Go.
",None
"Fall back!
",O O O ,"Fall back!
",None
"Fall back!
",O O O ,"Fall back!
",None
"Protect the flank!
",O O O O ,"Protect the flank!
",None
"Close down that pit!
",O O O O O ,"Close down that pit!
",None
"Fun, isn't it?
",O O O O O O ,"Fun, isn't it?
",None
"I do appreciate violence.
",O O O O O ,"I do appreciate violence.
",None
"Good.
",O O ,"Good.
",None
"- Broke your arm.
",O O O O O ,"- Broke your arm.
",None
"- Got another.
",O O O O ,"- Got another.
",None
"I've been upgrading.
",O O O O O ,"I've been upgrading.
",None
"We implore thee, admit us.
",O O O O O O O ,"We implore thee, admit us.
",None
"Bring us to the vessel.
",O O O O O O ,"Bring us to the vessel.
",None
"Take us now.
",O O O O ,"Take us now.
",None
"- You can't last much longer.
",O O O O O O O O ,"- You can't last much longer.
",None
"- We can.
",O O O O ,"- We can.
",None
"We are for ever.
",O O O O O ,"We are for ever.
",None
"Interesting.
",O O ,"Interesting.
",None
"Very interesting.
",O O O ,"Very interesting.
",None
"What are you making me do this for?
",O O O O O O O O O ,"What are you making me do this for?
",None
"Not that I'm not enjoying myself.
",O O O O O O O O ,"Not that I'm not enjoying myself.
",None
"But Adam's not gonna like it if I...
",O O O O O O O O O O O ,"But Adam's not gonna like it if I...
",None
"How can you...
",O O O O ,"How can you...
",None
"You can never hope to grasp the source of our power.
",O O O O O O O O O O O O ,"You can never hope to grasp the source of our power.
",None
"But yours is right here.
",O O O O O O ,"But yours is right here.
",None
"Buffy.
",O O ,"Buffy.
",None
"Wow.
",O O ,"Wow.
",None
"That was...
",O O O ,"That was...
",None
"Nasty sort of fellow.
",O O O O O ,"Nasty sort of fellow.
",None
"- Lucky for you blighters I was here, eh?
",O O O O O O O O O O O ,"- Lucky for you blighters I was here, eh?
",None
"- Yes.
",O O O ,"- Yes.
",None
"Thank you.
",O O O ,"Thank you.
",None
"But your heroism is slightly muted by your helping Adam start a war that would kill us.
",O O O O O O O O O O O O O O O O O O ,"But your heroism is slightly muted by your helping Adam start a war that would kill us.
",None
"You probably just saved us so we wouldn't stake you right here.
",O O O O O O O O O O O O O O ,"You probably just saved us so we wouldn't stake you right here.
",None
"Well, yeah.
",O O O O ,"Well, yeah.
",None
"Did it work?
",O O O O ,"Did it work?
",None
"Then everything's all right.
",O O O O O O ,"Then everything's all right.
",None
"We all get to be not staked through the heart.
",O O O O O O O O O O O ,"We all get to be not staked through the heart.
",None
"Good work!
",O O O ,"Good work!
",None
"- Buffy!
",O O O ,"- Buffy!
",None
"- Wasn't it amazing?
",O O O O O O ,"- Wasn't it amazing?
",None
"- You were great.
",O O O O O ,"- You were great.
",None
"- We were great.
",O O O O O ,"- We were great.
",None
"- We still got men out there.
",O O O O O O O O ,"- We still got men out there.
",None
"- Well, let's go save 'em, by gum.
",O O O O O O O O O O O O ,"- Well, let's go save 'em, by gum.
",None
"You guys open the exits.
",O O O O O O ,"You guys open the exits.
",None
"You, organise the soldiers, pull 'em back.
",O O O O O O O O O O ,"You, organise the soldiers, pull 'em back.
",None
"I'll take point.
",O O O O O ,"I'll take point.
",None
"- Are you up to this?
",O O O O O O O ,"- Are you up to this?
",None
"- I am.
",O O O O ,"- I am.
",None
"It was an experiment.
",O O O O O ,"It was an experiment.
",None
"The Initiative represented the government's interests in not only controlling the otherworldly menace, but in harnessing its power for our own military purposes.
",O O O O O O O O O O O O O O O O O O O O O O O O O O ,"The Initiative represented the government's interests in not only controlling the otherworldly menace, but in harnessing its power for our own military purposes.
",None
"The considered opinion of this council is that the experiment has failed.
",O O O O O O O O O O O O O ,"The considered opinion of this council is that the experiment has failed.
",None
"Once the prototype took control of the complex, our soldiers suff.ered a 40 per cent casualty rate.
",O O O O O O O O O O O O O O O O O O O ,"Once the prototype took control of the complex, our soldiers suff.ered a 40 per cent casualty rate.
",None
"It was only through the actions of a deserter and a group of civilian insurrectionists that our losses were not total.
",O O O O O O O O O O O O O O O O O O O O O O ,"It was only through the actions of a deserter and a group of civilian insurrectionists that our losses were not total.
",None
"I trust the irony of that is not lost on any of us.
",O O O O O O O O O O O O O O ,"I trust the irony of that is not lost on any of us.
",None
"Maggie Walsh's vision was brilliant, but ultimately insupportable.
",O O O O O O O O O O O ,"Maggie Walsh's vision was brilliant, but ultimately insupportable.
",None
"The demons cannot be harnessed.
",O O O O O O O ,"The demons cannot be harnessed.
",None
"Cannot be controlled.
",O O O O O ,"Cannot be controlled.
",None
"We therefore recommend that this project be terminated and all records concerning it expunged.
",O O O O O O O O O O O O O O O ,"We therefore recommend that this project be terminated and all records concerning it expunged.
",None
"Our soldiers'll be debriefed.
",O O O O O O ,"Our soldiers'll be debriefed.
",None
"Standard confidentiality clause.
",O O O O ,"Standard confidentiality clause.
",None
"We will monitor the civilians and the usual measures prepared, should they try to go public.
",O O O O O O O O O O O O O O O O O O ,"We will monitor the civilians and the usual measures prepared, should they try to go public.
",None
"I don't think they will.
",O O O O O O O ,"I don't think they will.
",None
"The Initiative itself will be filled in with concrete.
",O O O O O O O O O O ,"The Initiative itself will be filled in with concrete.
",None
"Burn it down, gentlemen.
",O O O O O O ,"Burn it down, gentlemen.
",None
"Burn it down and salt the earth.
",O O O O O O O O ,"Burn it down and salt the earth.
",None
"0
",O ,"0
",None
"18
",O ,"18
",None
"2
",O ,"2
",None
"1
",O ,"1
",None
"633
",O ,"633
",None
"4471
",O ,"4471
",None
"utf-8
",O ,"utf-8
",None
"00:42:07,853
",O ,"00:42:07,853
",None
"1.0
",O ,"1.0
",None
"2010-09-04
",O ,"2010-09-04
",None
"1/1
",O ,"1/1
",None
"0.0
",O ,"0.0
",None
"421
",O ,"421
",None
"English
",O ,"English
",None
"- Give it to me!
",O O O O O O ,"- Give it to me!
",None
"- Stop it, it's mine!
",O O O O O O O O ,"- Stop it, it's mine!
",None
"Everybody, that's enough.
",O O O O O O ,"Everybody, that's enough.
",None
"We're going to church.
",O O O O O O ,"We're going to church.
",None
"All right, here, turn that off.
",O O O O O O O O O ,"All right, here, turn that off.
",None
"How come Daddy never has to go to church?
",O O O O O O O O O O ,"How come Daddy never has to go to church?
",None
"I don't know, why don't you ask Daddy?
",O O O O O O O O O O O O ,"I don't know, why don't you ask Daddy?
",None
"Daddy has to work, honey.
",O O O O O O O ,"Daddy has to work, honey.
",None
"See?
",O O ,"See?
",None
"He's eating his business lunch.
",O O O O O O O ,"He's eating his business lunch.
",None
"I am working.
",O O O O ,"I am working.
",None
"There's a big game on today.
",O O O O O O O O ,"There's a big game on today.
",None
"I thought it didn't start until 1:00.
",O O O O O O O O O ,"I thought it didn't start until 1:00.
",None
"Okay, yeah, but there's a pregame.
",O O O O O O O O O O ,"Okay, yeah, but there's a pregame.
",None
"Look, I don't tell you how to do your job, right?
",O O O O O O O O O O O O O O O ,"Look, I don't tell you how to do your job, right?
",None
"All right, everybody, let's go.
",O O O O O O O O O ,"All right, everybody, let's go.
",None
"Church time, chop-chop.
",O O O O O ,"Church time, chop-chop.
",None
"You usually hide upstairs until we leave.
",O O O O O O O O ,"You usually hide upstairs until we leave.
",None
"A little more brazen in your blasphemy.
",O O O O O O O O ,"A little more brazen in your blasphemy.
",None
"Don't tell him how to do his job.
",O O O O O O O O O O ,"Don't tell him how to do his job.
",None
"Come on, let's go.
",O O O O O O O ,"Come on, let's go.
",None
"Hey, I don't know why God put church and football at the same time.
",O O O O O O O O O O O O O O O O O ,"Hey, I don't know why God put church and football at the same time.
",None
"As a matter of fact, bring that up today!
",O O O O O O O O O O O ,"As a matter of fact, bring that up today!
",None
"Wait up, wait up, kids.
",O O O O O O O O ,"Wait up, wait up, kids.
",None
"Unwashed, unshaven, scratching himself.
",O O O O O O O ,"Unwashed, unshaven, scratching himself.
",None
"All my love, all my caring...
",O O O O O O O O ,"All my love, all my caring...
",None
"I poured my heart into this boy.
",O O O O O O O O ,"I poured my heart into this boy.
",None
"This is my one regret as a parent.
",O O O O O O O O O ,"This is my one regret as a parent.
",None
"I'm the one going to church!
",O O O O O O O O ,"I'm the one going to church!
",None
"Oh, did you do that yourself?
",O O O O O O O O ,"Oh, did you do that yourself?
",None
"They're coming!
",O O O O ,"They're coming!
",None
"Hey, Ray.
",O O O O ,"Hey, Ray.
",None
"Hey, Debra, look at this.
",O O O O O O O O ,"Hey, Debra, look at this.
",None
"- What?
",O O O ,"- What?
",None
"- You're in jail.
",O O O O O O ,"- You're in jail.
",None
"Going on 10 years now.
",O O O O O O ,"Going on 10 years now.
",None
"Honey, show Daddy your picture.
",O O O O O O O ,"Honey, show Daddy your picture.
",None
"Oh, did you draw this?
",O O O O O O O ,"Oh, did you draw this?
",None
"That's beautiful.
",O O O O ,"That's beautiful.
",None
"You're quite the little artist.
",O O O O O O O ,"You're quite the little artist.
",None
"- Tell Daddy what it is.
",O O O O O O O ,"- Tell Daddy what it is.
",None
"- No no no, let me guess.
",O O O O O O O O O ,"- No no no, let me guess.
",None
"Uh, that's a big orange wall.
",O O O O O O O O O ,"Uh, that's a big orange wall.
",None
"- It's fire.
",O O O O O ,"- It's fire.
",None
"- Fire, yes, of course, it's fire.
",O O O O O O O O O O O O ,"- Fire, yes, of course, it's fire.
",None
"It's a big wall of fire, and that must be the fireman.
",O O O O O O O O O O O O O O O ,"It's a big wall of fire, and that must be the fireman.
",None
"Actually, Ally told me it's a picture of hell.
",O O O O O O O O O O O O ,"Actually, Ally told me it's a picture of hell.
",None
"You mean heck, right?
",O O O O O O ,"You mean heck, right?
",None
"Right, Ally?
",O O O O ,"Right, Ally?
",None
"So is that the devil?
",O O O O O O ,"So is that the devil?
",None
"Nope, it's you.
",O O O O O O ,"Nope, it's you.
",None
"Me?
",O O ,"Me?
",None
"L-l...
",O O ,"L-l...
",None
"I'm...
",O O O ,"I'm...
",None
"Why am I in heck, sweetie?
",O O O O O O O O ,"Why am I in heck, sweetie?
",None
"Because that's what Grandpa said.
",O O O O O O O ,"Because that's what Grandpa said.
",None
"Grandpa said that?
",O O O O ,"Grandpa said that?
",None
"Grandpa told you that I'm going to heck?
",O O O O O O O O O O ,"Grandpa told you that I'm going to heck?
",None
"He said hell.
",O O O O ,"He said hell.
",None
"Really?
",O O ,"Really?
",None
"Why did Grandpa say that?
",O O O O O O ,"Why did Grandpa say that?
",None
"'Cause you don't go to church.
",O O O O O O O O ,"'Cause you don't go to church.
",None
"Grandpa said that?
",O O O O ,"Grandpa said that?
",None
"Where were you?
",O O O O ,"Where were you?
",None
"I was in church.
",O O O O O ,"I was in church.
",None
"Okay, I'm gonna go across the street, 'cause if I'm going to go to heck,
",O O O O O O O O O O O O O O O O O O O O O ,"Okay, I'm gonna go across the street, 'cause if I'm going to go to heck,
",None
"I'm taking him with me.
",O O O O O O O ,"I'm taking him with me.
",None
"- Marie!
",O O O ,"- Marie!
",None
"- Go ahead, Frank.
",O O O O O O ,"- Go ahead, Frank.
",None
"She is good for something.
",O O O O O O ,"She is good for something.
",None
"Mmm.
",O O ,"Mmm.
",None
"All right, Dad.
",O O O O O ,"All right, Dad.
",None
"- Why did you tell Ally...
",O O O O O O O ,"- Why did you tell Ally...
",None
"- You want some cake?
",O O O O O O ,"- You want some cake?
",None
"- No.
",O O O ,"- No.
",None
"- Good.
",O O O ,"- Good.
",None
"See this picture, Dad?
",O O O O O O ,"See this picture, Dad?
",None
"It's a picture of me in hell.
",O O O O O O O O O ,"It's a picture of me in hell.
",None
"My seven-year-old daughter drew it because her grandpa told her that's where her father's going... to hell!
",O O O O O O O O O O O O O O O O O O O O O ,"My seven-year-old daughter drew it because her grandpa told her that's where her father's going... to hell!
",None
"What kind of a mind does that?
",O O O O O O O O ,"What kind of a mind does that?
",None
"!
",O ,"!
",None
"Mmm, this cake almost makes marriage bearable.
",O O O O O O O O O ,"Mmm, this cake almost makes marriage bearable.
",None
"Hey!
",O O ,"Hey!
",None
"Why did you tell her that?
",O O O O O O O ,"Why did you tell her that?
",None
"I never told her you were going there.
",O O O O O O O O O ,"I never told her you were going there.
",None
"She asked me what happens to people who don't go to church.
",O O O O O O O O O O O O O O ,"She asked me what happens to people who don't go to church.
",None
"I said, ""They go to hell, sweetie.""
",O O O O O O O O O O O O ,"I said, ""They go to hell, sweetie.""
",None
"She must have put two and two together.
",O O O O O O O O O ,"She must have put two and two together.
",None
"Smart kid.
",O O O ,"Smart kid.
",None
"Go over there right now and tell her that I'm not going to hell!
",O O O O O O O O O O O O O O O O ,"Go over there right now and tell her that I'm not going to hell!
",None
"You know, I would love to, but I don't make the rules.
",O O O O O O O O O O O O O O O O ,"You know, I would love to, but I don't make the rules.
",None
"Oh, you know what?
",O O O O O O ,"Oh, you know what?
",None
"Whipped cream!
",O O O ,"Whipped cream!
",None
"Hey, you really think that I'm going to hell?
",O O O O O O O O O O O O ,"Hey, you really think that I'm going to hell?
",None
"I try not to think about it.
",O O O O O O O O ,"I try not to think about it.
",None
"I don't care what you think, all right?
",O O O O O O O O O O O ,"I don't care what you think, all right?
",None
"I don't want you talking to my kids about this anymore.
",O O O O O O O O O O O O O ,"I don't want you talking to my kids about this anymore.
",None
"- You got that?
",O O O O O ,"- You got that?
",None
"- Since when do you give me orders?
",O O O O O O O O O ,"- Since when do you give me orders?
",None
"Since you crossed over the line!
",O O O O O O O ,"Since you crossed over the line!
",None
"Hi Raymond, you hungry?
",O O O O O O ,"Hi Raymond, you hungry?
",None
"Have some cake.
",O O O O ,"Have some cake.
",None
"I don't want any cake!
",O O O O O O O ,"I don't want any cake!
",None
"We have whipped cream.
",O O O O O ,"We have whipped cream.
",None
"How about this, Marie?
",O O O O O O ,"How about this, Marie?
",None
"Your son doesn't want me talking to my own grandchildren.
",O O O O O O O O O O O O ,"Your son doesn't want me talking to my own grandchildren.
",None
"- Oh?
",O O O ,"- Oh?
",None
"- That isn't what I said.
",O O O O O O O O ,"- That isn't what I said.
",None
"I'll talk to anyone I want any time I want.
",O O O O O O O O O O O O ,"I'll talk to anyone I want any time I want.
",None
"Unfortunately, Raymond, this is America.
",O O O O O O O O ,"Unfortunately, Raymond, this is America.
",None
"- Mom, I don't want him telling...
",O O O O O O O O O O ,"- Mom, I don't want him telling...
",None
"- Hey hey hey, what are you doing?
",O O O O O O O O O O ,"- Hey hey hey, what are you doing?
",None
"- Are you talking to my wife?
",O O O O O O O O ,"- Are you talking to my wife?
",None
"- What?
",O O O ,"- What?
",None
"Don't talk to my wife.
",O O O O O O O ,"Don't talk to my wife.
",None
"All right, all right, Dad, don't be cute.
",O O O O O O O O O O O O O ,"All right, all right, Dad, don't be cute.
",None
"Hey hey hey hey, you wanna be like that?
",O O O O O O O O O O O O ,"Hey hey hey hey, you wanna be like that?
",None
"You don't talk to her.
",O O O O O O O ,"You don't talk to her.
",None
"Only I talk to her!
",O O O O O O ,"Only I talk to her!
",None
"Hello, sweetheart, how are you?
",O O O O O O O O ,"Hello, sweetheart, how are you?
",None
"Oh, I'm fine, but I have a thing with my...
",O O O O O O O O O O O O O O ,"Oh, I'm fine, but I have a thing with my...
",None
"Oh, stop it, Mom!
",O O O O O O O ,"Oh, stop it, Mom!
",None
"He doesn't care how you are!
",O O O O O O O O ,"He doesn't care how you are!
",None
"Hey!
",O O ,"Hey!
",None
"You're talking to her.
",O O O O O O ,"You're talking to her.
",None
"Stop talking to her.
",O O O O O ,"Stop talking to her.
",None
"No, it's all right, Frank.
",O O O O O O O O O ,"No, it's all right, Frank.
",None
"He can talk to me.
",O O O O O O ,"He can talk to me.
",None
"Unless you wanna talk to me some more.
",O O O O O O O O O O ,"Unless you wanna talk to me some more.
",None
"I liked it.
",O O O O ,"I liked it.
",None
"I was just making a point.
",O O O O O O O ,"I was just making a point.
",None
"Dad told Ally that I am going to hell.
",O O O O O O O O O O ,"Dad told Ally that I am going to hell.
",None
"Frank!
",O O ,"Frank!
",None
"He never goes to Mass, Marie!
",O O O O O O O O ,"He never goes to Mass, Marie!
",None
"- It's an open-and-shut case.
",O O O O O O O ,"- It's an open-and-shut case.
",None
"- You see, Ma?
",O O O O O O ,"- You see, Ma?
",None
"You should go to Mass, Raymond.
",O O O O O O O O ,"You should go to Mass, Raymond.
",None
"I don't wanna go!
",O O O O O O O ,"I don't wanna go!
",None
"Why do you hurt me?
",O O O O O O ,"Why do you hurt me?
",None
"Look, I don't mean to hurt you, Ma.
",O O O O O O O O O O O O ,"Look, I don't mean to hurt you, Ma.
",None
"Stop hurting your mother!
",O O O O O ,"Stop hurting your mother!
",None
"Go to church!
",O O O O ,"Go to church!
",None
"- No!
",O O O ,"- No!
",None
"- Ooh, ooh.
",O O O O O ,"- Ooh, ooh.
",None
"Look what you're doing to her!
",O O O O O O O O ,"Look what you're doing to her!
",None
"Go to church!
",O O O O ,"Go to church!
",None
"No no!
",O O O ,"No no!
",None
"I don't feel like it.
",O O O O O O O ,"I don't feel like it.
",None
"""I don't feel like it.""
",O O O O O O O O O ,"""I don't feel like it.""
",None
"That's the problem with you kids today.
",O O O O O O O O O ,"That's the problem with you kids today.
",None
"Everything has to feel good.
",O O O O O O ,"Everything has to feel good.
",None
"Do you think World War II felt good?
",O O O O O O O O O ,"Do you think World War II felt good?
",None
"You think Korea felt good?
",O O O O O O ,"You think Korea felt good?
",None
"In my day, nothing felt good!
",O O O O O O O O ,"In my day, nothing felt good!
",None
"Why don't you go back to your day and stop ruining mine?
",O O O O O O O O O O O O O O ,"Why don't you go back to your day and stop ruining mine?
",None
"!
",O ,"!
",None
"12 years of Catholic school down the toilet.
",O O O O O O O O O ,"12 years of Catholic school down the toilet.
",None
"Go to church!
",O O O O ,"Go to church!
",None
"Frank, you can't just scream at someone to go to church.
",O O O O O O O O O O O O O O ,"Frank, you can't just scream at someone to go to church.
",None
"40 years of your guilt hasn't worked.
",O O O O O O O O O ,"40 years of your guilt hasn't worked.
",None
"I need more time.
",O O O O O ,"I need more time.
",None
"Look, I... all I'm saying is, from now on, if Ally asks you something about religious stuff, or government, or minorities, please refer her to me!
",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O ,"Look, I... all I'm saying is, from now on, if Ally asks you something about religious stuff, or government, or minorities, please refer her to me!
",None
"How do you think I feel?
",O O O O O O O ,"How do you think I feel?
",None
"It's embarrassing.
",O O O O ,"It's embarrassing.
",None
"I'm in church, people are saying, ""How come Ray is never here?
",O O O O O O O O O O O O O O O O O ,"I'm in church, people are saying, ""How come Ray is never here?
",None
"Didn't you raise him right?""
",O O O O O O O O ,"Didn't you raise him right?""
",None
"- They say that?
",O O O O O ,"- They say that?
",None
"- Shut up.
",O O O O ,"- Shut up.
",None
"Look, I'm not going just to make you look good.
",O O O O O O O O O O O O O ,"Look, I'm not going just to make you look good.
",None
"- Go to church!
",O O O O O ,"- Go to church!
",None
"- No!
",O O O ,"- No!
",None
"Then thou art doomed to suffer the fires of eternal damnation!
",O O O O O O O O O O O O ,"Then thou art doomed to suffer the fires of eternal damnation!
",None
"See, now, I would never scream at you like that, Raymond, because I know that your failures are my fault.
",O O O O O O O O O O O O O O O O O O O O O O O O O ,"See, now, I would never scream at you like that, Raymond, because I know that your failures are my fault.
",None
"That's right, the whole thing.
",O O O O O O O O ,"That's right, the whole thing.
",None
"You married a man.
",O O O O O ,"You married a man.
",None
"24 grams of fat.
",O O O O O ,"24 grams of fat.
",None
"Yeah, but don't worry.
",O O O O O O O ,"Yeah, but don't worry.
",None
"I'll be burning it off...
",O O O O O O O ,"I'll be burning it off...
",None
"in hell.
",O O O ,"in hell.
",None
"- Okay, I'm going up.
",O O O O O O O O ,"- Okay, I'm going up.
",None
"- Okay.
",O O O ,"- Okay.
",None
"I kind of understand how your father feels.
",O O O O O O O O O ,"I kind of understand how your father feels.
",None
"- Okay, good night.
",O O O O O O ,"- Okay, good night.
",None
"- No, Ray, wait wait wait.
",O O O O O O O O O ,"- No, Ray, wait wait wait.
",None
"You still consider yourself Catholic?
",O O O O O O ,"You still consider yourself Catholic?
",None
"What are you talking about?
",O O O O O O ,"What are you talking about?
",None
"Yeah, I'm Catholic.
",O O O O O O ,"Yeah, I'm Catholic.
",None
"You can't change that.
",O O O O O O ,"You can't change that.
",None
"It's like being Italian, or, or... sexy.
",O O O O O O O O O O O O ,"It's like being Italian, or, or... sexy.
",None
"So why don't you go to mass?
",O O O O O O O O O ,"So why don't you go to mass?
",None
"Come on, look, it's not like I never go, right?
",O O O O O O O O O O O O O O O ,"Come on, look, it's not like I never go, right?
",None
"And you go all the time, and according to this married thing, we are one.
",O O O O O O O O O O O O O O O O O O ,"And you go all the time, and according to this married thing, we are one.
",None
"Okay.
",O O ,"Okay.
",None
"I'm not trying to make a big thing.
",O O O O O O O O O O ,"I'm not trying to make a big thing.
",None
"I was just thinking about you and your father, and why you got so angry about it.
",O O O O O O O O O O O O O O O O O O O ,"I was just thinking about you and your father, and why you got so angry about it.
",None
"Because it's none of his business!
",O O O O O O O O ,"Because it's none of his business!
",None
"Why don't you go to church?
",O O O O O O O O ,"Why don't you go to church?
",None
"I don't know.
",O O O O O ,"I don't know.
",None
"It's because of the kneeling, really.
",O O O O O O O O O ,"It's because of the kneeling, really.
",None
"It's just...
",O O O O ,"It's just...
",None
"you know I have bad knees.
",O O O O O O O ,"you know I have bad knees.
",None
"You know, God can hear you right now.
",O O O O O O O O O O ,"You know, God can hear you right now.
",None
"Let me finish.
",O O O O ,"Let me finish.
",None
"All right?
",O O O ,"All right?
",None
"That's not the only reason, that's one of them.
",O O O O O O O O O O O O O ,"That's not the only reason, that's one of them.
",None
"All right, listen, when I go there,
",O O O O O O O O O O ,"All right, listen, when I go there,
",None
"I should be thinking about God, right?
",O O O O O O O O O ,"I should be thinking about God, right?
",None
"Instead, I'm thinking about some column I'm working on,
",O O O O O O O O O O O O O ,"Instead, I'm thinking about some column I'm working on,
",None
"""What's up with this guy's scalp?""
",O O O O O O O O O O O ,"""What's up with this guy's scalp?""
",None
"""Oh, that lady sneezed,
",O O O O O O O ,"""Oh, that lady sneezed,
",None
"I'm not shaking her hand.""
",O O O O O O O O ,"I'm not shaking her hand.""
",None
"I'm not focused.
",O O O O O ,"I'm not focused.
",None
"I feel like
",O O O ,"I feel like
",None
"I'm just going through the motions, and that's not respectful, right?
",O O O O O O O O O O O O O O O O ,"I'm just going through the motions, and that's not respectful, right?
",None
"Yeah, you're right.
",O O O O O O ,"Yeah, you're right.
",None
"You shouldn't go if you're just going through the motions.
",O O O O O O O O O O O O O ,"You shouldn't go if you're just going through the motions.
",None
"What are you doing?
",O O O O O ,"What are you doing?
",None
"What?
",O O ,"What?
",None
"I'm agreeing with you.
",O O O O O O ,"I'm agreeing with you.
",None
"No, you're trying to make me feel guilty.
",O O O O O O O O O O O ,"No, you're trying to make me feel guilty.
",None
"- No, I'm not.
",O O O O O O O ,"- No, I'm not.
",None
"- You're just like my mother.
",O O O O O O O O ,"- You're just like my mother.
",None
"Why do you have to insult me?
",O O O O O O O O ,"Why do you have to insult me?
",None
"We're talking.
",O O O O ,"We're talking.
",None
"Besides, you're the one that had to eat a whole pint of ice cream.
",O O O O O O O O O O O O O O O O O ,"Besides, you're the one that had to eat a whole pint of ice cream.
",None
"If you're feeling guilty, it's not because of me.
",O O O O O O O O O O O O O ,"If you're feeling guilty, it's not because of me.
",None
"Let me tell you something.
",O O O O O O ,"Let me tell you something.
",None
"I practice being a good person every day.
",O O O O O O O O O ,"I practice being a good person every day.
",None
"Okay?
",O O ,"Okay?
",None
"I'm a decent fellow.
",O O O O O O ,"I'm a decent fellow.
",None
"I do good things.
",O O O O O ,"I do good things.
",None
"I always leave a big tip.
",O O O O O O O ,"I always leave a big tip.
",None
"If a squirrel runs in front of the car, do I not swerve?
",O O O O O O O O O O O O O O O ,"If a squirrel runs in front of the car, do I not swerve?
",None
"I'm considerate of people's feelings.
",O O O O O O O O ,"I'm considerate of people's feelings.
",None
"Remember the plumber who came over with the big eye?
",O O O O O O O O O O O ,"Remember the plumber who came over with the big eye?
",None
"I treated him like a completely normal person.
",O O O O O O O O O ,"I treated him like a completely normal person.
",None
"Okay?
",O O ,"Okay?
",None
"So so so... why do I have to go to church every Sunday to prove my goodness?
",O O O O O O O O O O O O O O O O O O O ,"So so so... why do I have to go to church every Sunday to prove my goodness?
",None
"I'm living it!
",O O O O O ,"I'm living it!
",None
"Well, since you are so good during the week, maybe on Sundays we should have everybody come over here and sit around you.
",O O O O O O O O O O O O O O O O O O O O O O O O O O ,"Well, since you are so good during the week, maybe on Sundays we should have everybody come over here and sit around you.
",None
