utterance,labels,delexicalised,intent
Weather in Kaneville Maryland,O O B-city B-state ,Weather in _city_ _state_,GetWeather
When is sunrise for AR,O O B-timerange O B-state ,When is _timerange_ for _state_,GetWeather
What will the weather be not far from here on October the nineteenth 2026,O O O O O B-spatial_relation I-spatial_relation O B-current_location O B-timerange I-timerange I-timerange I-timerange ,What will the weather be _spatial_relation_ from _current_location_ on _timerange_,GetWeather
what is the forecast for Waurika in Samoa,O O O O O B-city O B-country ,what is the forecast for _city_ in _country_,GetWeather
Tell me the weather forecast here,O O O O O B-current_location ,Tell me the weather forecast _current_location_,GetWeather
What is the weather forecast nearby Nicodemus,O O O O O B-spatial_relation B-city ,What is the weather forecast _spatial_relation_ _city_,GetWeather
What will the weather be in nov in Brookneal,O O O O O O B-timerange O B-city ,What will the weather be in _timerange_ in _city_,GetWeather
Will it be colder four months from now in Suwanee AK,O O O B-condition_temperature B-timerange I-timerange I-timerange I-timerange O B-city B-state ,Will it be _condition_temperature_ _timerange_ in _city_ _state_,GetWeather
What is the weather forecast for Burundi,O O O O O O B-country ,What is the weather forecast for _country_,GetWeather
What's the weather in Benton City,O O O O O B-city I-city ,What's the weather in _city_,GetWeather
What will the weather be in KY on Oct 16 2036,O O O O O O B-state O B-timerange I-timerange I-timerange ,What will the weather be in _state_ on _timerange_,GetWeather
Will the sun be out in 1 minute in Searcy Uganda,O O B-condition_description O O B-timerange I-timerange I-timerange O B-city B-country ,Will the _condition_description_ be out _timerange_ in _city_ _country_,GetWeather
what is the weather here,O O O O B-current_location ,what is the weather _current_location_,GetWeather
What will the weather be one second from now in Chad,O O O O O B-timerange I-timerange I-timerange I-timerange O B-country ,What will the weather be _timerange_ in _country_,GetWeather
What kind of weather is forecast in MS now,O O O O O O O B-state B-timerange ,What kind of weather is forecast in _state_ _timerange_,GetWeather
what is the forecast for LA for freezing ,O O O O O B-state O B-condition_temperature ,what is the forecast for _state_ for _condition_temperature_ ,GetWeather
how cold will it be here in 1 second ,O B-condition_temperature O O O B-current_location B-timerange I-timerange I-timerange ,how _condition_temperature_ will it be _current_location_ _timerange_ ,GetWeather
what is the forecast for hotter weather at Southford Falls State Park,O O O O O B-condition_temperature O O B-geographic_poi I-geographic_poi I-geographic_poi I-geographic_poi ,what is the forecast for _condition_temperature_ weather at _geographic_poi_,GetWeather
what is the overcast forecast for the current position starting on jul 19 2030,O O O B-condition_description O O O B-current_location I-current_location O O B-timerange I-timerange I-timerange ,what is the _condition_description_ forecast for the _current_location_ starting on _timerange_,GetWeather
what is the forecast for Morocco  at Lake Ozark on December seventeenth 2022,O O O O O B-country O B-city I-city O B-timerange I-timerange I-timerange ,what is the forecast for _country_  at _city_ on _timerange_,GetWeather
What will the humidity be in the current spot at 15:19:29,O O O B-condition_description O O O B-current_location I-current_location O B-timerange ,What will the _condition_description_ be in the _current_location_ at _timerange_,GetWeather
what is the forecast in Nicodemus and nearby,O O O O O B-city O B-spatial_relation ,what is the forecast in _city_ and _spatial_relation_,GetWeather
What is the weather going to be like in Benton Colorado in 2 and a half months,O O O O O O O O O B-city B-state B-timerange I-timerange I-timerange I-timerange I-timerange I-timerange ,What is the weather going to be like in _city_ _state_ _timerange_,GetWeather
What's the weather forecast for Bothe-Napa Valley State Park close by february 20,O O O O O O B-geographic_poi I-geographic_poi I-geographic_poi I-geographic_poi B-spatial_relation I-spatial_relation B-timerange I-timerange ,What's the weather forecast for _geographic_poi_ _spatial_relation_ _timerange_,GetWeather
what is the forecast for beginning on nov 17 for Franklinville,O O O O O O O B-timerange I-timerange O B-city ,what is the forecast for beginning on _timerange_ for _city_,GetWeather
what's the forecast for sep 26 in Emerado Saint Pierre and Miquelon,O O O O O B-timerange I-timerange O B-city B-country I-country I-country I-country ,what's the forecast for _timerange_ in _city_ _country_,GetWeather
Will there be a blizzard next winter in Visalia Idaho,O O O O B-condition_description B-timerange I-timerange O B-city B-state ,Will there be a _condition_description_ _timerange_ in _city_ _state_,GetWeather
Will it be warmer in the District Of Columbia on may 25 2033,O O O B-condition_temperature O O B-state I-state I-state O B-timerange I-timerange I-timerange ,Will it be _condition_temperature_ in the _state_ on _timerange_,GetWeather
What will the weather be here on dec 7th,O O O O O B-current_location O B-timerange I-timerange ,What will the weather be _current_location_ on _timerange_,GetWeather
what is the forecast for colder temps beginning on Law Day here,O O O O O B-condition_temperature O O O B-timerange I-timerange B-current_location ,what is the forecast for _condition_temperature_ temps beginning on _timerange_ _current_location_,GetWeather
What's the weather like in Tyonek New Jersey,O O O O O O B-city B-state I-state ,What's the weather like in _city_ _state_,GetWeather
what is the forecast for here for blizzard conditions at five pm,O O O O O B-current_location O B-condition_description O O B-timerange I-timerange ,what is the forecast for _current_location_ for _condition_description_ conditions at _timerange_,GetWeather
Will there be a storm in Gibsonia at 8 pm,O O O O B-condition_description O B-city O B-timerange I-timerange ,Will there be a _condition_description_ in _city_ at _timerange_,GetWeather
what is the cold condition of our current position for tomorrow,O O O B-condition_temperature O O O B-current_location I-current_location O B-timerange ,what is the _condition_temperature_ condition of our _current_location_ for _timerange_,GetWeather
What will the weather be in Hialeah Gardens on October the 24th,O O O O O O B-city I-city O B-timerange I-timerange I-timerange ,What will the weather be in _city_ on _timerange_,GetWeather
Will it be freezing today in Delaware and Lehigh National Heritage Corridor,O O O B-condition_temperature B-timerange O B-geographic_poi I-geographic_poi I-geographic_poi I-geographic_poi I-geographic_poi I-geographic_poi ,Will it be _condition_temperature_ _timerange_ in _geographic_poi_,GetWeather
what is the forecast in Admire in TX starting at seventeen ,O O O O O B-city O B-state O O B-timerange ,what is the forecast in _city_ in _state_ starting at _timerange_ ,GetWeather
what is the forecast in North Carolina for Edgemoor,O O O O O B-state I-state O B-city ,what is the forecast in _state_ for _city_,GetWeather
what is the forecast for Costa Rica,O O O O O B-country I-country ,what is the forecast for _country_,GetWeather
Need weather for Parc national Tolhuaca to see if it will be fog today,O O O B-geographic_poi I-geographic_poi I-geographic_poi O O O O O O B-condition_description O ,Need weather for _geographic_poi_ to see if it will be _condition_description_ today,GetWeather
Weather in Walden Russia on 12/26/2018,O O B-city B-country O B-timerange ,Weather in _city_ _country_ on _timerange_,GetWeather
What's the humidity here right now,O O O B-condition_description B-current_location O B-timerange ,What's the _condition_description_ _current_location_ right _timerange_,GetWeather
How's the weather at Petit Manan National Wildlife Refuge and nearby right now,O O O O O B-geographic_poi I-geographic_poi I-geographic_poi I-geographic_poi I-geographic_poi O B-spatial_relation O B-timerange ,How's the weather at _geographic_poi_ and _spatial_relation_ right _timerange_,GetWeather
what is the forecast for Lansford for temperate weather,O O O O O B-city O B-condition_temperature O ,what is the forecast for _city_ for _condition_temperature_ weather,GetWeather
overcast on State Holiday in Pawling Nature Reserve  and neighboring places,B-condition_description O B-timerange I-timerange O B-geographic_poi I-geographic_poi I-geographic_poi O B-spatial_relation O ,_condition_description_ on _timerange_ in _geographic_poi_  and _spatial_relation_ places,GetWeather
I need the weather in Wakarusa,O O O O O B-city ,I need the weather in _city_,GetWeather
Tell me the forecast for 6 am in Tatra-Nationalpark,O O O O O B-timerange I-timerange O B-geographic_poi ,Tell me the forecast for _timerange_ in _geographic_poi_,GetWeather
Tell me the weather forecast for UT on thursday,O O O O O O B-state O B-timerange ,Tell me the weather forecast for _state_ on _timerange_,GetWeather
what is the forecast for Turtle Islands National Park,O O O O O B-geographic_poi I-geographic_poi I-geographic_poi I-geographic_poi ,what is the forecast for _geographic_poi_,GetWeather
Will it be hotter in PR at 23 o'clock,O O O B-condition_temperature O B-state O B-timerange I-timerange ,Will it be _condition_temperature_ in _state_ at _timerange_,GetWeather
Weather in two hours  in Uzbekistan,O B-timerange I-timerange I-timerange O B-country ,Weather _timerange_  in _country_,GetWeather
What is the forecast for this afternoon for blizzard conditions in Dieterich Chad,O O O O O O B-timerange O B-condition_description O O B-city B-country ,What is the forecast for this _timerange_ for _condition_description_ conditions in _city_ _country_,GetWeather
how's the weather here at two Am,O O O O B-current_location O B-timerange I-timerange ,how's the weather _current_location_ at _timerange_,GetWeather
will Custer National Forest be chillier at seven Pm,O B-geographic_poi I-geographic_poi I-geographic_poi O B-condition_temperature O B-timerange I-timerange ,will _geographic_poi_ be _condition_temperature_ at _timerange_,GetWeather
what is the forecast for starting at three am in Two Buttes for warm weather,O O O O O O O B-timerange I-timerange O B-city I-city O B-condition_temperature O ,what is the forecast for starting at _timerange_ in _city_ for _condition_temperature_ weather,GetWeather
What's the weather in Fox Chapel,O O O O O B-city I-city ,What's the weather in _city_,GetWeather
What is the rain forecast for one hour from now in South Korea,O O O B-condition_description O O B-timerange I-timerange I-timerange I-timerange O B-country I-country ,What is the _condition_description_ forecast for _timerange_ in _country_,GetWeather
Tell me the weather forecast here,O O O O O B-current_location ,Tell me the weather forecast _current_location_,GetWeather
Will there be a cloud in VI in 14 minutes ,O O O O B-condition_description O B-state B-timerange I-timerange I-timerange ,Will there be a _condition_description_ in _state_ _timerange_ ,GetWeather
How much colder will it be not far from Utah around 3 Am,O O B-condition_temperature O O O B-spatial_relation I-spatial_relation O B-state O B-timerange I-timerange ,How much _condition_temperature_ will it be _spatial_relation_ from _state_ around _timerange_,GetWeather
Will it be chilly midday in Cresbard Afghanistan,O O O B-condition_temperature B-timerange O B-city B-country ,Will it be _condition_temperature_ _timerange_ in _city_ _country_,GetWeather
What will the weather be in Sarygamyş Sanctuary on august 21 2035,O O O O O O B-geographic_poi I-geographic_poi O B-timerange I-timerange I-timerange ,What will the weather be in _geographic_poi_ on _timerange_,GetWeather
Will it be rainy in Tenino,O O O B-condition_description O B-city ,Will it be _condition_description_ in _city_,GetWeather
Will it be hot in the Netherlands on February 16th,O O O B-condition_temperature O O B-country O B-timerange I-timerange ,Will it be _condition_temperature_ in the _country_ on _timerange_,GetWeather
Where is Belgium located,O O B-country O ,Where is _country_ located,GetWeather
What will the weather be in Milleville Beach,O O O O O O B-city I-city ,What will the weather be in _city_,GetWeather
Book a reservation for my babies and I,O O O O B-party_size_description I-party_size_description I-party_size_description I-party_size_description ,Book a reservation for _party_size_description_,BookRestaurant
Book a reservation for a restaurant not far from MA,O O O O O B-restaurant_type B-spatial_relation I-spatial_relation O B-state ,Book a reservation for a _restaurant_type_ _spatial_relation_ from _state_,BookRestaurant
I would like to book a restaurant in Tanzania that is within walking distance for my mom and I,O O O O O O B-restaurant_type O B-country O O B-spatial_relation I-spatial_relation I-spatial_relation O B-party_size_description I-party_size_description I-party_size_description I-party_size_description ,I would like to book a _restaurant_type_ in _country_ that is _spatial_relation_ for _party_size_description_,BookRestaurant
Book a reservation for an oyster bar,O O O O O B-restaurant_type I-restaurant_type ,Book a reservation for an _restaurant_type_,BookRestaurant
Book a reservation for 6 people for a creole tavern in Montenegro,O O O O B-party_size_number O O O B-cuisine B-restaurant_type O B-country ,Book a reservation for _party_size_number_ people for a _cuisine_ _restaurant_type_ in _country_,BookRestaurant
I need a table in Sacaton at a gluten free restaurant,O O O O O B-city O O B-cuisine I-cuisine B-restaurant_type ,I need a table in _city_ at a _cuisine_ _restaurant_type_,BookRestaurant
book sot for me and my grandfather nearby West Reading,O O O B-party_size_description I-party_size_description I-party_size_description I-party_size_description B-spatial_relation B-poi I-poi ,book sot for _party_size_description_ _spatial_relation_ _poi_,BookRestaurant
Book me and my nieces a reservation for a seafood restaurant in Cle Elum NE on ascension day,O B-party_size_description I-party_size_description I-party_size_description I-party_size_description O O O O B-served_dish B-restaurant_type O B-city I-city B-state O B-timerange I-timerange ,Book _party_size_description_ a reservation for a _served_dish_ _restaurant_type_ in _city_ _state_ on _timerange_,BookRestaurant
book spot for two at City Tavern,O O O B-party_size_number O B-restaurant_name I-restaurant_name ,book spot for _party_size_number_ at _restaurant_name_,BookRestaurant
I want to book a brasserie for 3 people in Netherlands Antilles,O O O O O B-restaurant_type O B-party_size_number O O B-country I-country ,I want to book a _restaurant_type_ for _party_size_number_ people in _country_,BookRestaurant
Book me a reservation for the best bistro,O O O O O O B-sort B-restaurant_type ,Book me a reservation for the _sort_ _restaurant_type_,BookRestaurant
book the best table in Tanzania for 5 people at a diner,O O B-sort O O B-country O B-party_size_number O O O B-restaurant_type ,book the _sort_ table in _country_ for _party_size_number_ people at a _restaurant_type_,BookRestaurant
I want to book a joint in a  spa,O O O O O B-restaurant_type O O B-facility ,I want to book a _restaurant_type_ in a  _facility_,BookRestaurant
book a gastropub that serves turkish food for 4 people,O O B-restaurant_type O O B-cuisine O O B-party_size_number O ,book a _restaurant_type_ that serves _cuisine_ food for _party_size_number_ people,BookRestaurant
book spot for 7 at an indoor restaurant in MP now,O O O B-party_size_number O O B-facility B-restaurant_type O B-state B-timerange ,book spot for _party_size_number_ at an _facility_ _restaurant_type_ in _state_ _timerange_,BookRestaurant
book a table in Fiji for zero am,O O O O B-country O B-timerange I-timerange ,book a table in _country_ for _timerange_,BookRestaurant
I want to book a restaurant for five people in Sri Lanka,O O O O O B-restaurant_type O B-party_size_number O O B-country I-country ,I want to book a _restaurant_type_ for _party_size_number_ people in _country_,BookRestaurant
I need a table for 5 at a highly rated gastropub in Concord MN,O O O O O B-party_size_number O O B-sort I-sort B-restaurant_type O B-city B-state ,I need a table for _party_size_number_ at a _sort_ _restaurant_type_ in _city_ _state_,BookRestaurant
I want to book Oregon Electric Station in North City,O O O O B-restaurant_name I-restaurant_name I-restaurant_name O B-city I-city ,I want to book _restaurant_name_ in _city_,BookRestaurant
I need a table for 4 please confirm the reservation,O O O O O B-party_size_number O O O O ,I need a table for _party_size_number_ please confirm the reservation,BookRestaurant
Book a popular restaurant for 5 people,O O B-sort B-restaurant_type O B-party_size_number O ,Book a _sort_ _restaurant_type_ for _party_size_number_ people,BookRestaurant
I want to book a joint close by the naomi's hostel for a meal for 8 people,O O O O O B-restaurant_type B-spatial_relation I-spatial_relation O B-poi I-poi I-poi O O B-timerange O B-party_size_number O ,I want to book a _restaurant_type_ _spatial_relation_ the _poi_ for a _timerange_ for _party_size_number_ people,BookRestaurant
I want to eat a delicatessen in thirteen hours that serves eastern european food,O O O O O B-restaurant_type B-timerange I-timerange I-timerange O O B-cuisine I-cuisine O ,I want to eat a _restaurant_type_ _timerange_ that serves _cuisine_ food,BookRestaurant
Book a reservation for nine people at a bakery in Nunez,O O O O B-party_size_number O O O B-restaurant_type O B-city ,Book a reservation for _party_size_number_ people at a _restaurant_type_ in _city_,BookRestaurant
Book a reservation at tavern for noodle,O O O O B-restaurant_type O B-served_dish ,Book a reservation at _restaurant_type_ for _served_dish_,BookRestaurant
book spot for 4 in Somalia,O O O B-party_size_number O B-country ,book spot for _party_size_number_ in _country_,BookRestaurant
I want to book Albany Pump Station in Buckholts Washington now for a party of 9,O O O O B-restaurant_name I-restaurant_name I-restaurant_name O B-city B-state B-timerange O O O O B-party_size_number ,I want to book _restaurant_name_ in _city_ _state_ _timerange_ for a party of _party_size_number_,BookRestaurant
I want to book a taverna in Archer City for this spring for nine people,O O O O O B-restaurant_type O B-city I-city O B-timerange I-timerange O B-party_size_number O ,I want to book a _restaurant_type_ in _city_ for _timerange_ for _party_size_number_ people,BookRestaurant
I want to book a top-rated brasserie for 7 people,O O O O O B-sort B-restaurant_type O B-party_size_number O ,I want to book a _sort_ _restaurant_type_ for _party_size_number_ people,BookRestaurant
Book a reservation for 8 people in Wardville Kansas,O O O O B-party_size_number O O B-city B-state ,Book a reservation for _party_size_number_ people in _city_ _state_,BookRestaurant
table for Breadline Cafe in Minnesota next friday,O O B-restaurant_name I-restaurant_name O B-state B-timerange I-timerange ,table for _restaurant_name_ in _state_ _timerange_,BookRestaurant
I want to book a restaurant in Niger for seven people,O O O O O B-restaurant_type O B-country O B-party_size_number O ,I want to book a _restaurant_type_ in _country_ for _party_size_number_ people,BookRestaurant
Book spot for 9,O O O B-party_size_number ,Book spot for _party_size_number_,BookRestaurant
Book me a reservation for a pub in Cormorant for a party of nine,O O O O O O B-restaurant_type O B-city O O O O B-party_size_number ,Book me a reservation for a _restaurant_type_ in _city_ for a party of _party_size_number_,BookRestaurant
book spot for my nieces and I at a tea house,O O O B-party_size_description I-party_size_description I-party_size_description I-party_size_description O O B-restaurant_type I-restaurant_type ,book spot for _party_size_description_ at a _restaurant_type_,BookRestaurant
I want to book a jewish restaurant in Gambia,O O O O O B-cuisine B-restaurant_type O B-country ,I want to book a _cuisine_ _restaurant_type_ in _country_,BookRestaurant
Book a reservation for The Dome Edinburgh close to Brooklawn,O O O O B-restaurant_name I-restaurant_name I-restaurant_name B-spatial_relation O B-poi ,Book a reservation for _restaurant_name_ _spatial_relation_ to _poi_,BookRestaurant
book spot for 1 at Town of Ramsgate in Merit,O O O B-party_size_number O B-restaurant_name I-restaurant_name I-restaurant_name O B-city ,book spot for _party_size_number_ at _restaurant_name_ in _city_,BookRestaurant
Book a spot for me and kathrine  at Smithville,O O O O B-party_size_description I-party_size_description I-party_size_description O B-city ,Book a spot for _party_size_description_  at _city_,BookRestaurant
I want to book a restaurant for my father in law and I in Buckner a year from now,O O O O O B-restaurant_type O B-party_size_description I-party_size_description I-party_size_description I-party_size_description I-party_size_description I-party_size_description O B-city B-timerange I-timerange I-timerange I-timerange ,I want to book a _restaurant_type_ for _party_size_description_ in _city_ _timerange_,BookRestaurant
Book a restaurant reservation in 6 weeks,O O B-restaurant_type O B-timerange I-timerange I-timerange ,Book a _restaurant_type_ reservation _timerange_,BookRestaurant
Book a reservation for a bar with a spa nearby ID,O O O O O B-restaurant_type O O B-facility B-spatial_relation B-state ,Book a reservation for a _restaurant_type_ with a _facility_ _spatial_relation_ _state_,BookRestaurant
book spot for four at Cliff House San Francisco in Martinique,O O O B-party_size_number O B-restaurant_name I-restaurant_name I-restaurant_name I-restaurant_name O B-country ,book spot for _party_size_number_ at _restaurant_name_ in _country_,BookRestaurant
I need a table for 4 in Saint Helena at Settha Palace Hotel,O O O O O B-party_size_number O B-country I-country O B-restaurant_name I-restaurant_name I-restaurant_name ,I need a table for _party_size_number_ in _country_ at _restaurant_name_,BookRestaurant
I want to book a restaurant in Frenier 12 years from now for 4 people,O O O O O B-restaurant_type O B-city B-timerange I-timerange I-timerange I-timerange O B-party_size_number O ,I want to book a _restaurant_type_ in _city_ _timerange_ for _party_size_number_ people,BookRestaurant
Book seven in neighboring Moorpark,O B-party_size_number O B-spatial_relation B-city ,Book _party_size_number_ in _spatial_relation_ _city_,BookRestaurant
I want to eat by five pm in NE for a six people,O O O O O B-timerange I-timerange O B-state O O B-party_size_number O ,I want to eat by _timerange_ in _state_ for a _party_size_number_ people,BookRestaurant
I want to book Tupelo Honey Cafe in New Jersey for five people,O O O O B-restaurant_name I-restaurant_name I-restaurant_name O B-state I-state O B-party_size_number O ,I want to book _restaurant_name_ in _state_ for _party_size_number_ people,BookRestaurant
Book a reservation for two at Mickies Dairy Bar in Weedsport,O O O O B-party_size_number O B-restaurant_name I-restaurant_name I-restaurant_name O B-city ,Book a reservation for _party_size_number_ at _restaurant_name_ in _city_,BookRestaurant
book a table at a Fried chicken restaurant,O O O O O B-restaurant_name I-restaurant_name I-restaurant_name ,book a table at a _restaurant_name_,BookRestaurant
book spot for mavis sheila and I in Syria at elevenses,O O O B-party_size_description I-party_size_description I-party_size_description I-party_size_description O B-country O B-timerange ,book spot for _party_size_description_ in _country_ at _timerange_,BookRestaurant
Can you book me a table at Windows on the World in Cokeville  MI,O O O O O O O B-restaurant_name I-restaurant_name I-restaurant_name I-restaurant_name O B-city B-state ,Can you book me a table at _restaurant_name_ in _city_  _state_,BookRestaurant
Book me a table for 5 this year at Cherwell Boathouse,O O O O O B-party_size_number B-timerange I-timerange O B-restaurant_name I-restaurant_name ,Book me a table for _party_size_number_ _timerange_ at _restaurant_name_,BookRestaurant
book spot for six  at 8 pm at a coffeehouse in NE that serves hog fry,O O O B-party_size_number O B-timerange I-timerange O O B-restaurant_type O B-state O O B-served_dish I-served_dish ,book spot for _party_size_number_  at _timerange_ at a _restaurant_type_ in _state_ that serves _served_dish_,BookRestaurant
I want to book a restaurant close-by in Inman for five people,O O O O O B-restaurant_type B-spatial_relation O B-city O B-party_size_number O ,I want to book a _restaurant_type_ _spatial_relation_ in _city_ for _party_size_number_ people,BookRestaurant
I need a table at Eddie's Attic in Nevada for one,O O O O O B-restaurant_name I-restaurant_name I-restaurant_name O B-state O B-party_size_number ,I need a table at _restaurant_name_ in _state_ for _party_size_number_,BookRestaurant
Book a reservation for an osteria restaurant for 4 people on november 4,O O O O O B-restaurant_type O O B-party_size_number O O B-timerange I-timerange ,Book a reservation for an _restaurant_type_ restaurant for _party_size_number_ people on _timerange_,BookRestaurant
I want to book a top-rated restaurant close by in LA for me rebecca and loraine on 2/6/2020,O O O O O B-sort B-restaurant_type B-spatial_relation O O B-state O B-party_size_description I-party_size_description I-party_size_description I-party_size_description O B-timerange ,I want to book a _sort_ _restaurant_type_ _spatial_relation_ by in _state_ for _party_size_description_ on _timerange_,BookRestaurant
Book a reservation for 1 at a diner in WI,O O O O B-party_size_number O O B-restaurant_type O B-state ,Book a reservation for _party_size_number_ at a _restaurant_type_ in _state_,BookRestaurant
Book a reservation for 5 people at the top-rated brasserie restaurant,O O O O B-party_size_number O O O B-sort B-restaurant_type O ,Book a reservation for _party_size_number_ people at the _sort_ _restaurant_type_ restaurant,BookRestaurant
book a table on 1/20/2023 for 5 people in MH,O O O O B-timerange O B-party_size_number O O B-state ,book a table on _timerange_ for _party_size_number_ people in _state_,BookRestaurant
book a table near pat's college,O O O B-spatial_relation B-poi I-poi I-poi ,book a table _spatial_relation_ _poi_,BookRestaurant
I want to book a steakhouse in Vimy Ridge,O O O O O B-restaurant_type O B-city I-city ,I want to book a _restaurant_type_ in _city_,BookRestaurant
I want a table at James D Conrey House in Urbank California,O O O O O B-restaurant_name I-restaurant_name I-restaurant_name I-restaurant_name O B-city B-state ,I want a table at _restaurant_name_ in _city_ _state_,BookRestaurant
Like to book a seat in Monaco for the Yankee Doodle Coffee Shop,O O O O O O B-country O O B-restaurant_name I-restaurant_name I-restaurant_name I-restaurant_name ,Like to book a seat in _country_ for the _restaurant_name_,BookRestaurant
I want to book a table in a restaurant in Bouvet Island,O O O O O O O O B-restaurant_type O B-country I-country ,I want to book a table in a _restaurant_type_ in _country_,BookRestaurant
I would like to book a restaurant for souvlaki cuisine in the state of NE,O O O O O O B-restaurant_type O B-cuisine O O O O O B-state ,I would like to book a _restaurant_type_ for _cuisine_ cuisine in the state of _state_,BookRestaurant
Book a reservation for 10 people at an oyster bar with a pool within the same area of Cowansburg for 10 Pm,O O O O B-party_size_number O O O B-restaurant_type I-restaurant_type O O B-facility B-spatial_relation I-spatial_relation I-spatial_relation I-spatial_relation O B-city O B-timerange I-timerange ,Book a reservation for _party_size_number_ people at an _restaurant_type_ with a _facility_ _spatial_relation_ of _city_ for _timerange_,BookRestaurant
Book a reservation for velma ana and rebecca for an american pizzeria at 5 Am in MA,O O O O B-party_size_description I-party_size_description I-party_size_description I-party_size_description O O B-cuisine B-restaurant_type O B-timerange I-timerange O B-state ,Book a reservation for _party_size_description_ for an _cuisine_ _restaurant_type_ at _timerange_ in _state_,BookRestaurant
Book a spot for 4 in Oklahoma at South Street Diner,O O O O B-party_size_number O B-state O B-restaurant_name I-restaurant_name I-restaurant_name ,Book a spot for _party_size_number_ in _state_ at _restaurant_name_,BookRestaurant
Book a reservation for my mommy and I at a restaurant in Central African Republic,O O O O B-party_size_description I-party_size_description I-party_size_description I-party_size_description O O B-restaurant_type O B-country I-country I-country ,Book a reservation for _party_size_description_ at a _restaurant_type_ in _country_,BookRestaurant
Book a reservation for five people for a tatar taverna in Sargents,O O O O B-party_size_number O O O B-cuisine B-restaurant_type O B-city ,Book a reservation for _party_size_number_ people for a _cuisine_ _restaurant_type_ in _city_,BookRestaurant
phyllis ward and veronica need a table at a restaurant in 152 days,B-party_size_description I-party_size_description I-party_size_description I-party_size_description O O O O O B-restaurant_type B-timerange I-timerange I-timerange ,_party_size_description_ need a table at a _restaurant_type_ _timerange_,BookRestaurant
Book a reservation for ten at a restaurant in Ohio,O O O O B-party_size_number O O B-restaurant_type O B-state ,Book a reservation for _party_size_number_ at a _restaurant_type_ in _state_,BookRestaurant
I want to book a tea house that serves salade far from here at Midnight in Panama for two people,O O O O O B-restaurant_type I-restaurant_type O O B-served_dish B-spatial_relation O O O B-timerange O B-country O B-party_size_number O ,I want to book a _restaurant_type_ that serves _served_dish_ _spatial_relation_ from here at _timerange_ in _country_ for _party_size_number_ people,BookRestaurant
I want to book a food truck for seven people in the Republic of the Congo,O O O O O B-restaurant_type I-restaurant_type O B-party_size_number O O O B-country I-country I-country I-country ,I want to book a _restaurant_type_ for _party_size_number_ people in the _country_,BookRestaurant
I want to book a restaurant for ten people,O O O O O B-restaurant_type O B-party_size_number O ,I want to book a _restaurant_type_ for _party_size_number_ people,BookRestaurant
Lets eat near Oakfield 17 seconds from now at Ted Peters Famous Smoked Fish,O O B-spatial_relation B-city B-timerange I-timerange I-timerange I-timerange O B-restaurant_name I-restaurant_name I-restaurant_name I-restaurant_name I-restaurant_name ,Lets eat _spatial_relation_ _city_ _timerange_ at _restaurant_name_,BookRestaurant
Book sot for 7 at a restaurant that serves european in Stringtown on Feb the 28th 2034,O O O B-party_size_number O O B-restaurant_type O O B-cuisine O B-city O B-timerange I-timerange I-timerange I-timerange ,Book sot for _party_size_number_ at a _restaurant_type_ that serves _cuisine_ in _city_ on _timerange_,BookRestaurant
book a restaurant for six at an outdoor cafe in Åland,O O B-restaurant_type O B-party_size_number O O B-facility O O B-country ,book a _restaurant_type_ for _party_size_number_ at an _facility_ cafe in _country_,BookRestaurant
Book a table for 12 am at our step mother's secondary residence within walking distance for one,O O O O B-timerange I-timerange O B-poi I-poi I-poi I-poi I-poi I-poi B-spatial_relation I-spatial_relation I-spatial_relation O B-party_size_number ,Book a table for _timerange_ at _poi_ _spatial_relation_ for _party_size_number_,BookRestaurant
Please book me a table at a pizzeria with a parking facility in Ghana,O O O O O O O B-restaurant_type O O B-facility O O B-country ,Please book me a table at a _restaurant_type_ with a _facility_ facility in _country_,BookRestaurant
book spot for four at a indoor pub within the same area of Louisiana in one minute ,O O O B-party_size_number O O B-facility B-restaurant_type B-spatial_relation I-spatial_relation I-spatial_relation I-spatial_relation O B-state B-timerange I-timerange I-timerange ,book spot for _party_size_number_ at a _facility_ _restaurant_type_ _spatial_relation_ of _state_ _timerange_ ,BookRestaurant
Please book me a restaurant,O O O O B-restaurant_type ,Please book me a _restaurant_type_,BookRestaurant
Book a reservation for me and my step brother at AMT Coffee in Lakemoor,O O O O B-party_size_description I-party_size_description I-party_size_description I-party_size_description I-party_size_description O B-restaurant_name I-restaurant_name O B-city ,Book a reservation for _party_size_description_ at _restaurant_name_ in _city_,BookRestaurant
I want to book a churrascaria in Romeoville at ten am for four people,O O O O O B-restaurant_type O B-city O B-timerange I-timerange O B-party_size_number O ,I want to book a _restaurant_type_ in _city_ at _timerange_ for _party_size_number_ people,BookRestaurant
table for 5 Am at Baker's Keyboard Lounge,O O B-timerange I-timerange O B-restaurant_name I-restaurant_name I-restaurant_name I-restaurant_name ,table for _timerange_ at _restaurant_name_,BookRestaurant
Please book me a table at a bistro which serves lorna doone,O O O O O O O B-restaurant_type O O B-served_dish I-served_dish ,Please book me a table at a _restaurant_type_ which serves _served_dish_,BookRestaurant
I want to book a restaurant for six people in Wagstaff AK,O O O O O B-restaurant_type O B-party_size_number O O B-city B-state ,I want to book a _restaurant_type_ for _party_size_number_ people in _city_ _state_,BookRestaurant
I would like to book a highly rated restaurant for a party of ten,O O O O O O B-sort I-sort B-restaurant_type O O O O B-party_size_number ,I would like to book a _sort_ _restaurant_type_ for a party of _party_size_number_,BookRestaurant
