utterance,labels,delexicalised,intent
play Wait Until Tomorrow,O B-track I-track I-track ,play _track_,PlayMusic
play a music ballad from the sixties,O O O B-music_item O O B-year ,play a music _music_item_ from the _year_,PlayMusic
Play the top 1991 sound track,O O B-sort B-year B-music_item I-music_item ,Play the _sort_ _year_ _music_item_,PlayMusic
Play the latest songs by Larry Gatlin on Iheart,O O B-sort O O B-artist I-artist O B-service ,Play the _sort_ songs by _artist_ on _service_,PlayMusic
Play me a bluegrass song,O O O B-genre B-music_item ,Play me a _genre_ _music_item_,PlayMusic
Play a sixties song by Classified,O O B-year B-music_item O B-artist ,Play a _year_ _music_item_ by _artist_,PlayMusic
play Monie Love tunes on Google Music from 1984 from her song list,O B-artist I-artist O O B-service I-service O B-year O O B-music_item O ,play _artist_ tunes on _service_ from _year_ from her _music_item_ list,PlayMusic
Play pop,O B-genre ,Play _genre_,PlayMusic
Play a melody from Elmer Bernstein,O O B-music_item O B-artist I-artist ,Play a _music_item_ from _artist_,PlayMusic
I want to listen to my Spain Top 50 playlist on groove shark,O O O O O O B-playlist I-playlist I-playlist O O B-service I-service ,I want to listen to my _playlist_ playlist on _service_,PlayMusic
Play top-ten eighties song,O B-sort B-year B-music_item ,Play _sort_ _year_ _music_item_,PlayMusic
Play Michael Angelo Batio,O B-artist I-artist I-artist ,Play _artist_,PlayMusic
Play a twenties concerto from Roger Taylor on deezer,O O B-year B-music_item O B-artist I-artist O B-service ,Play a _year_ _music_item_ from _artist_ on _service_,PlayMusic
play dj kentaro from the year 1994,O B-artist I-artist O O O B-year ,play _artist_ from the year _year_,PlayMusic
play a twenties song,O O B-year B-music_item ,play a _year_ _music_item_,PlayMusic
Can you play me a track from the nineties ,O O O O O B-music_item O O B-year ,Can you play me a _music_item_ from the _year_ ,PlayMusic
Play a song off Get Up Offa That Thing by Doseone on Last Fm,O O B-music_item O B-album I-album I-album I-album I-album O B-artist O B-service I-service ,Play a _music_item_ off _album_ by _artist_ on _service_,PlayMusic
Play a movement fromthe eighties by Nobuo Uematsu ,O O B-music_item O B-year O B-artist I-artist ,Play a _music_item_ fromthe _year_ by _artist_ ,PlayMusic
Play In Every Dream Home A Heartache by vincent paul abbott ,O B-track I-track I-track I-track I-track I-track O B-artist I-artist I-artist ,Play _track_ by _artist_ ,PlayMusic
Play the newest released song from 1951,O O B-sort O B-music_item O B-year ,Play the _sort_ released _music_item_ from _year_,PlayMusic
use Slacker to listen to seventies music,O B-service O O O B-year O ,use _service_ to listen to _year_ music,PlayMusic
Play the best song by Henry Rollins ,O O B-sort B-music_item O B-artist I-artist ,Play the _sort_ _music_item_ by _artist_ ,PlayMusic
play my melodious playlist,O O B-playlist O ,play my _playlist_ playlist,PlayMusic
Play top music from Charles L  Johnson on vimeo ,O B-sort O O B-artist I-artist I-artist O B-service ,Play _sort_ music from _artist_ on _service_ ,PlayMusic
Play the top-twenty from Tony Calder off Slacker ,O O B-sort O B-artist I-artist O B-service ,Play the _sort_ from _artist_ off _service_ ,PlayMusic
play anything from the twenties,O O O O B-year ,play anything from the _year_,PlayMusic
Play music from 2012 by Yossif Kobzon on last fm ,O O O B-year O B-artist I-artist O B-service I-service ,Play music from _year_ by _artist_ on _service_ ,PlayMusic
Play the theme tune that Christian Fennesz wrote,O O B-music_item I-music_item O B-artist I-artist O ,Play the _music_item_ that _artist_ wrote,PlayMusic
Open Youtube and play Nanana from Massimo Altomare,O B-service O O B-track O B-artist I-artist ,Open _service_ and play _track_ from _artist_,PlayMusic
Open Lastfm and play a voluntad del cielo from Wax,O B-service O O B-album I-album I-album I-album O B-artist ,Open _service_ and play _album_ from _artist_,PlayMusic
I want to hear a 1957 theme song,O O O O O B-year B-music_item I-music_item ,I want to hear a _year_ _music_item_,PlayMusic
Play my Electro Sur playlist  ,O O B-playlist I-playlist O ,Play my _playlist_ playlist  ,PlayMusic
play the last track by Shavo Odadjian,O O B-sort B-music_item O B-artist I-artist ,play the _sort_ _music_item_ by _artist_,PlayMusic
Play Brotherhood by Ock Joo-hyun,O B-album O B-artist I-artist ,Play _album_ by _artist_,PlayMusic
play latest George Ducas music,O B-sort B-artist I-artist O ,play _sort_ _artist_ music,PlayMusic
play a tune from 1962,O O B-music_item O B-year ,play a _music_item_ from _year_,PlayMusic
play I Could Write A Book,O B-track I-track I-track I-track I-track ,play _track_,PlayMusic
listen to acapella,O O B-genre ,listen to _genre_,PlayMusic
Play music from 2005 by Justin Broadrick,O O O B-year O B-artist I-artist ,Play music from _year_ by _artist_,PlayMusic
Play the best 1981 sound track from Ric Fierabracci,O O B-sort B-year B-music_item I-music_item O B-artist I-artist ,Play the _sort_ _year_ _music_item_ from _artist_,PlayMusic
Play a ballad by Owen Pallett from the seventies on Slacker ,O O B-music_item O B-artist I-artist O O B-year O B-service ,Play a _music_item_ by _artist_ from the _year_ on _service_ ,PlayMusic
Play concerto from 1951,O B-music_item O B-year ,Play _music_item_ from _year_,PlayMusic
Play Yung Joc on slacker,O B-artist I-artist O B-service ,Play _artist_ on _service_,PlayMusic
I want to listen to Speed Metal Symphony,O O O O O B-album I-album I-album ,I want to listen to _album_,PlayMusic
play journey list,O B-playlist O ,play _playlist_ list,PlayMusic
Play a melody by Hagigat Rzayeva,O O B-music_item O B-artist I-artist ,Play a _music_item_ by _artist_,PlayMusic
Play fifties from Sirusho Harutyunyan,O B-year O B-artist I-artist ,Play _year_ from _artist_,PlayMusic
Play a fairouz tune on Deezer,O O B-artist B-music_item O B-service ,Play a _artist_ _music_item_ on _service_,PlayMusic
play the top-twenty songs by The Kleptones on Spotify,O O B-sort O O B-artist I-artist O B-service ,play the _sort_ songs by _artist_ on _service_,PlayMusic
Play the greatest music you can find by Ari Herstand on Zvooq,O O B-sort O O O O O B-artist I-artist O B-service ,Play the _sort_ music you can find by _artist_ on _service_,PlayMusic
play 90s Love Songs on Youtube,O B-playlist I-playlist I-playlist O B-service ,play _playlist_ on _service_,PlayMusic
Please play Got The Time,O O B-track I-track I-track ,Please play _track_,PlayMusic
Play twenties from Ken Floyd,O B-year O B-artist I-artist ,Play _year_ from _artist_,PlayMusic
Play the playlist Grime Shutdown,O O O B-playlist I-playlist ,Play the playlist _playlist_,PlayMusic
Play Masashi Hamauzu's newest symphony on Itunes ,O B-artist I-artist O B-sort B-music_item O B-service ,Play _artist_'s _sort_ _music_item_ on _service_ ,PlayMusic
Play the playlist funtime activity ,O O O B-playlist I-playlist ,Play the playlist _playlist_ ,PlayMusic
Play some seventies songs from Luke Haines off of youtube,O O B-year O O B-artist I-artist O O B-service ,Play some _year_ songs from _artist_ off of _service_,PlayMusic
Play Clay Aiken's The Bonny Hind on Groove Shark ,O B-artist I-artist O B-track I-track I-track O B-service I-service ,Play _artist_'s _track_ on _service_ ,PlayMusic
Play a song from Helena Iren Michaelsen on Spotify,O O B-music_item O B-artist I-artist I-artist O B-service ,Play a _music_item_ from _artist_ on _service_,PlayMusic
Play thirties music by Flex on Google Music,O B-year O O B-artist O B-service I-service ,Play _year_ music by _artist_ on _service_,PlayMusic
Play the good sort of 1992 theme music by Layzie Bone,O O B-sort O O B-year B-music_item O O B-artist I-artist ,Play the _sort_ sort of _year_ _music_item_ music by _artist_,PlayMusic
Play the last soundtrack from the sixties,O O B-sort B-music_item O O B-year ,Play the _sort_ _music_item_ from the _year_,PlayMusic
Play the latest ep from Lobby Loyde on Netflix,O O B-sort B-music_item O B-artist I-artist O B-service ,Play the _sort_ _music_item_ from _artist_ on _service_,PlayMusic
Play some Dave Pearce ,O O B-artist I-artist ,Play some _artist_ ,PlayMusic
play track Her Majesty,O B-music_item B-track I-track ,play _music_item_ _track_,PlayMusic
I want to hear the newest music from The Railway Children,O O O O O B-sort O O B-artist I-artist I-artist ,I want to hear the _sort_ music from _artist_,PlayMusic
Play Short Walk On A Long Pier on Slacker,O B-album I-album I-album I-album I-album I-album O B-service ,Play _album_ on _service_,PlayMusic
I want to hear Vegetables by pharrell williams,O O O O B-track O B-artist I-artist ,I want to hear _track_ by _artist_,PlayMusic
Play the album Making Evening And Night by Cevin Key ,O O B-music_item B-album I-album I-album I-album O B-artist I-artist ,Play the _music_item_ _album_ by _artist_ ,PlayMusic
Create a theme station with Jim Creeggan records and collabs ,O O B-music_item O O B-artist I-artist O O O ,Create a _music_item_ station with _artist_ records and collabs ,PlayMusic
Open Pandora and play Reggaeton 2017 y Baila ,O B-service O O B-playlist I-playlist I-playlist I-playlist ,Open _service_ and play _playlist_ ,PlayMusic
Play a Martyn Bennett from 1957 on Pandora,O O B-artist I-artist O B-year O B-service ,Play a _artist_ from _year_ on _service_,PlayMusic
Play the Mother Lode by Tamio Okuda,O O B-album I-album O B-artist I-artist ,Play the _album_ by _artist_,PlayMusic
Play the top melody from artist Maakii,O O B-sort B-music_item O O B-artist ,Play the _sort_ _music_item_ from artist _artist_,PlayMusic
Play any album from the twenties,O O B-music_item O O B-year ,Play any _music_item_ from the _year_,PlayMusic
Play me a song on Pandora,O O O B-music_item O B-service ,Play me a _music_item_ on _service_,PlayMusic
Play me a song by Stephen Jones,O O O B-music_item O B-artist I-artist ,Play me a _music_item_ by _artist_,PlayMusic
Play a 1998 sound track  from Sam The Kid on Last Fm,O O B-year B-music_item I-music_item O B-artist I-artist I-artist O B-service I-service ,Play a _year_ _music_item_  from _artist_ on _service_,PlayMusic
Play an ep by Uncle Jimmy Thompson,O O B-music_item O B-artist I-artist I-artist ,Play an _music_item_ by _artist_,PlayMusic
Play some Game music ,O O B-genre O ,Play some _genre_ music ,PlayMusic
Play music from 2012 on Netflix ,O O O B-year O B-service ,Play music from _year_ on _service_ ,PlayMusic
I want to hear a good song from 2016,O O O O O B-sort B-music_item O B-year ,I want to hear a _sort_ _music_item_ from _year_,PlayMusic
Play the playlist Gypsy Swing,O O O B-playlist I-playlist ,Play the playlist _playlist_,PlayMusic
play some grunge,O O B-genre ,play some _genre_,PlayMusic
Play some Sam Moore ,O O B-artist I-artist ,Play some _artist_ ,PlayMusic
play Mikazuki Sunset,O B-track I-track ,play _track_,PlayMusic
Play music on itunes from artist Jessica Delfino,O O O B-service O O B-artist I-artist ,Play music on _service_ from artist _artist_,PlayMusic
open Deezer and search for Scott Miller and play some of his new songs,O B-service O O O B-artist I-artist O O O O O B-sort O ,open _service_ and search for _artist_ and play some of his _sort_ songs,PlayMusic
play Peja tunes,O B-artist O ,play _artist_ tunes,PlayMusic
Play a Wendy Carlos song from 2002,O O B-artist I-artist B-music_item O B-year ,Play a _artist_ _music_item_ from _year_,PlayMusic
Play a new song form the eighties,O O B-sort B-music_item O O B-year ,Play a _sort_ _music_item_ form the _year_,PlayMusic
Play the track titled Faget,O O B-music_item O B-track ,Play the _music_item_ titled _track_,PlayMusic
Play the top song by Jack Grisham,O O B-sort B-music_item O B-artist I-artist ,Play the _sort_ _music_item_ by _artist_,PlayMusic
Please play Jag Vill Leva I Europa by porta,O O B-track I-track I-track I-track I-track O B-artist ,Please play _track_ by _artist_,PlayMusic
Want to hear a chant by Nellie Mckay from the year 2008,O O O O B-music_item O B-artist I-artist O O O B-year ,Want to hear a _music_item_ by _artist_ from the year _year_,PlayMusic
Play the top-ten chant Doda songs from the twenties ,O O B-sort B-music_item B-artist O O O B-year ,Play the _sort_ _music_item_ _artist_ songs from the _year_ ,PlayMusic
Play sound track  music from the twenties,O B-music_item I-music_item O O O B-year ,Play _music_item_  music from the _year_,PlayMusic
Play some Carmen Mcrae from Ed Robertson off of Itunes,O O B-album I-album O B-artist I-artist O O B-service ,Play some _album_ from _artist_ off of _service_,PlayMusic
play a song by Fats Waller,O O B-music_item O B-artist I-artist ,play a _music_item_ by _artist_,PlayMusic
I'd like to listen to Diana Vickers best tune from the twenties,O O O O O O B-artist I-artist B-sort B-music_item O O B-year ,I'd like to listen to _artist_ _sort_ _music_item_ from the _year_,PlayMusic
Can you play any chant from the fourties ,O O O O B-music_item O O B-year ,Can you play any _music_item_ from the _year_ ,PlayMusic
Play some music by Daniel Carter,O O O O B-artist I-artist ,Play some music by _artist_,PlayMusic
Play twenties on Groove Shark,O B-year O B-service I-service ,Play _year_ on _service_,PlayMusic
Play twenties symphony from Robert Walter,O B-year B-music_item O B-artist I-artist ,Play _year_ _music_item_ from _artist_,PlayMusic
Can you play a sonata,O O O O B-genre ,Can you play a _genre_,PlayMusic
Let's listen to the most popular Marty Friedman songs on Zvooq ,O O O O O B-sort I-sort B-artist I-artist O O B-service ,Let's listen to the _sort_ _artist_ songs on _service_ ,PlayMusic
Play an album from the fourties,O O B-music_item O O B-year ,Play an _music_item_ from the _year_,PlayMusic
Play me a Xuefei Yang symphony on Groove Shark,O O O B-artist I-artist B-music_item O B-service I-service ,Play me a _artist_ _music_item_ on _service_,PlayMusic
play soem nineties Charles Thompson,O O B-year B-artist I-artist ,play soem _year_ _artist_,PlayMusic
Play some dance music,O O B-genre O ,Play some _genre_ music,PlayMusic
Let's hear some tunes from the thirties ,O O O O O O O B-year ,Let's hear some tunes from the _year_ ,PlayMusic
Play the seventies album on last fm,O O B-year B-music_item O B-service I-service ,Play the _year_ _music_item_ on _service_,PlayMusic
Play music from Lastfm and Deezer ,O O O B-service O B-service ,Play music from _service_ and _service_ ,PlayMusic
play TÃ© Para Tres,O B-playlist I-playlist I-playlist ,play _playlist_,PlayMusic
Play artist stu davis from the album Dub Chamber 3 on Netflix,O O B-artist I-artist O O B-music_item B-album I-album I-album O B-service ,Play artist _artist_ from the _music_item_ _album_ on _service_,PlayMusic
Play music by Ian Haugland,O O O B-artist I-artist ,Play music by _artist_,PlayMusic
Play some Drum & Bass,O O B-genre I-genre I-genre ,Play some _genre_,PlayMusic
play a symphonic rock on Pandora,O O B-genre I-genre O B-service ,play a _genre_ on _service_,PlayMusic
Play the last theme by Behzad Mirkhani ,O O B-sort B-music_item O B-artist I-artist ,Play the _sort_ _music_item_ by _artist_ ,PlayMusic
Open Netflix and play David Frizzell,O B-service O O B-artist I-artist ,Open _service_ and play _artist_,PlayMusic
"Can you play Crossover 
",O O O B-genre ,"Can you play _genre_ 
",PlayMusic
Plya a tune by Kancherla Gopanna from 1951 on Zvooq,O O B-music_item O B-artist I-artist O B-year O B-service ,Plya a _music_item_ by _artist_ from _year_ on _service_,PlayMusic
Play some fourties music on Spotify ,O O B-year O O B-service ,Play some _year_ music on _service_ ,PlayMusic
play the album Everybody Happy by Lee Aaron,O O B-music_item B-album I-album O B-artist I-artist ,play the _music_item_ _album_ by _artist_,PlayMusic
Play the theme music from 1963 by Yuki Koyanagi,O O B-music_item O O B-year O B-artist I-artist ,Play the _music_item_ music from _year_ by _artist_,PlayMusic
play Groove Shark folk-rock,O B-service I-service B-genre ,play _service_ _genre_,PlayMusic
play the album How Insensitive,O O B-music_item B-album I-album ,play the _music_item_ _album_,PlayMusic
play some Classical music on Spotify,O O B-genre O O B-service ,play some _genre_ music on _service_,PlayMusic
Play Used To Love Her by Dara ,O B-track I-track I-track I-track O B-artist ,Play _track_ by _artist_ ,PlayMusic
Play me a twenties tune on Deezer,O O O B-year B-music_item O B-service ,Play me a _year_ _music_item_ on _service_,PlayMusic
play music by Cass Elliot,O O O B-artist I-artist ,play music by _artist_,PlayMusic
Play concerto from the eighties,O B-music_item O O B-year ,Play _music_item_ from the _year_,PlayMusic
Play On My Own,O B-track I-track I-track ,Play _track_,PlayMusic
Play Nick Hexum latest album,O B-artist I-artist B-sort B-music_item ,Play _artist_ _sort_ _music_item_,PlayMusic
Play me a twenties song,O O O B-year B-music_item ,Play me a _year_ _music_item_,PlayMusic
play a ballad from 2000,O O B-music_item O B-year ,play a _music_item_ from _year_,PlayMusic
Play the sound track by Ferry Corsten,O O B-music_item I-music_item O B-artist I-artist ,Play the _music_item_ by _artist_,PlayMusic
Play a 2009 concerto on Deezer ,O O B-year B-music_item O B-service ,Play a _year_ _music_item_ on _service_ ,PlayMusic
Play me some Max Martin on Lastfm,O O O B-artist I-artist O B-service ,Play me some _artist_ on _service_,PlayMusic
play some Sia Furler on Last Fm,O O B-artist I-artist O B-service I-service ,play some _artist_ on _service_,PlayMusic
Play the thirties soundtrack by ghader abdollahzadeh on Youtube,O O B-year B-music_item O B-artist I-artist O B-service ,Play the _year_ _music_item_ by _artist_ on _service_,PlayMusic
play Say A Word by La India,O B-track I-track I-track O B-artist I-artist ,play _track_ by _artist_,PlayMusic
Play me a fifties song by Chingy,O O O B-year B-music_item O B-artist ,Play me a _year_ _music_item_ by _artist_,PlayMusic
Play music from Paul Landers,O O O B-artist I-artist ,Play music from _artist_,PlayMusic
Play Taiwan Is Good by Kotoko ,O B-track I-track I-track O B-artist ,Play _track_ by _artist_ ,PlayMusic
I'm in the mood to listen to meditative music ,O O O O O O O O B-genre O ,I'm in the mood to listen to _genre_ music ,PlayMusic
Play Hughie Graham by Vidyadhar Vyas,O B-track I-track O B-artist I-artist ,Play _track_ by _artist_,PlayMusic
Give me an album from 1972 to listen to ,O O O B-music_item O B-year O O O ,Give me an _music_item_ from _year_ to listen to ,PlayMusic
Play some 1962 theme music ,O O B-year B-music_item O ,Play some _year_ _music_item_ music ,PlayMusic
Play NoctÃ¡mbulo playlist,O B-playlist O ,Play _playlist_ playlist,PlayMusic
Play Annet Artani soundtrack on Slacker,O B-artist I-artist B-music_item O B-service ,Play _artist_ _music_item_ on _service_,PlayMusic
play the track The Wizard And I,O O B-music_item B-track I-track I-track I-track ,play the _music_item_ _track_,PlayMusic
Play Crossroad Blues ,O B-playlist I-playlist ,Play _playlist_ ,PlayMusic
Play some amber kuo from the eighties on Spotify ,O O B-artist I-artist O O B-year O B-service ,Play some _artist_ from the _year_ on _service_ ,PlayMusic
I need to hear some music from Spotify,O O O O O O O B-service ,I need to hear some music from _service_,PlayMusic
Play some sister rosetta tharpe songs from the eighties,O O B-artist I-artist I-artist O O O B-year ,Play some _artist_ songs from the _year_,PlayMusic
Play on spotify Ms Scandalous,O O B-service B-artist I-artist ,Play on _service_ _artist_,PlayMusic
Play a twenties tune by Jodie Aysha ,O O B-year B-music_item O B-artist I-artist ,Play a _year_ _music_item_ by _artist_ ,PlayMusic
play Addicted To You by Hank Ballard,O B-track I-track I-track O B-artist I-artist ,play _track_ by _artist_,PlayMusic
Play Tooh by Eric Bazilian on Google Music ,O B-track O B-artist I-artist O B-service I-service ,Play _track_ by _artist_ on _service_ ,PlayMusic
Play music by Keren Woodward,O O O B-artist I-artist ,Play music by _artist_,PlayMusic
Play music by Paulinho Da Viola from 1965,O O O B-artist I-artist I-artist O B-year ,Play music by _artist_ from _year_,PlayMusic
Play Sergei Anatoljewitsch Kurjochin's music on Groove Shark ,O B-artist I-artist I-artist O O O B-service I-service ,Play _artist_'s music on _service_ ,PlayMusic
Play the song Little Robin Redbreast,O O B-music_item B-track I-track I-track ,Play the _music_item_ _track_,PlayMusic
Play music from the artist Irma Pane,O O O O O B-artist I-artist ,Play music from the artist _artist_,PlayMusic
Play an Andy Silvester sound track from the thirties on Spotify,O O B-artist I-artist B-music_item I-music_item O O B-year O B-service ,Play an _artist_ _music_item_ from the _year_ on _service_,PlayMusic
Play the music of Tupac Shakur,O O O O B-artist I-artist ,Play the music of _artist_,PlayMusic
Play anything from the top-50 Jeff Irwin record off of itunes,O O O O B-sort B-artist I-artist B-music_item O O B-service ,Play anything from the _sort_ _artist_ _music_item_ off of _service_,PlayMusic
Play Tina Cousins from 1956,O B-artist I-artist O B-year ,Play _artist_ from _year_,PlayMusic
Play the music genre Synthpop,O O O O B-genre ,Play the music genre _genre_,PlayMusic
Play me songs from 1955,O O O O B-year ,Play me songs from _year_,PlayMusic
Use itunes to play dancing playlist,O B-service O O B-playlist O ,Use _service_ to play _playlist_ playlist,PlayMusic
Play movement music by Monk Boudreaux on youtube,O B-music_item O O B-artist I-artist O B-service ,Play _music_item_ music by _artist_ on _service_,PlayMusic
Play the best Bruce Ruffin music on Youtube ,O O B-sort B-artist I-artist O O B-service ,Play the _sort_ _artist_ music on _service_ ,PlayMusic
Play some showtunes music ,O O B-genre O ,Play some _genre_ music ,PlayMusic
play music from 2014,O O O B-year ,play music from _year_,PlayMusic
play There Must Be More To Life Than This,O B-track I-track I-track I-track I-track I-track I-track I-track ,play _track_,PlayMusic
Play Suite Sudarmoricaine by Afi on itunes,O B-track I-track O B-artist O B-service ,Play _track_ by _artist_ on _service_,PlayMusic
play the top-twenty margaret becker songs with google music,O O B-sort B-artist I-artist O O B-service I-service ,play the _sort_ _artist_ songs with _service_,PlayMusic
Play the new music from Wilko Johnson,O O B-sort O O B-artist I-artist ,Play the _sort_ music from _artist_,PlayMusic
play Iheart tunes by Neil Finn,O B-service O O B-artist I-artist ,play _service_ tunes by _artist_,PlayMusic
Play some music on Slacker,O O O O B-service ,Play some music on _service_,PlayMusic
Play the album Shooting Silvio by Dave Sabo,O O B-music_item B-album I-album O B-artist I-artist ,Play the _music_item_ _album_ by _artist_,PlayMusic
I want to hear music from carman from the 1966 album,O O O O O O B-artist O O B-year B-music_item ,I want to hear music from _artist_ from the _year_ _music_item_,PlayMusic
Play my Fusion Fest playlist on Youtube,O O B-playlist I-playlist O O B-service ,Play my _playlist_ playlist on _service_,PlayMusic
Play 2004 Guy Sebastian on Itunes,O B-year B-artist I-artist O B-service ,Play _year_ _artist_ on _service_,PlayMusic
Play Vic Ruggiero music from 2007,O B-artist I-artist O O B-year ,Play _artist_ music from _year_,PlayMusic
Play All The Way My Savior Leads Me on Spotify,O B-track I-track I-track I-track I-track I-track I-track O B-service ,Play _track_ on _service_,PlayMusic
Play some nineties music on Pandora,O O B-year O O B-service ,Play some _year_ music on _service_,PlayMusic
Play fifties music,O B-year O ,Play _year_ music,PlayMusic
Play some nineties Eliza Carthy,O O B-year B-artist I-artist ,Play some _year_ _artist_,PlayMusic
I want to hear sia furler's popular songs on Last Fm,O O O O B-artist I-artist O B-sort O O B-service I-service ,I want to hear _artist_'s _sort_ songs on _service_,PlayMusic
Play Seaside by Don Cherry ,O B-album O B-artist I-artist ,Play _album_ by _artist_ ,PlayMusic
Play record from the seventies,O B-music_item O O B-year ,Play _music_item_ from the _year_,PlayMusic
Play any chant from 1973,O O B-music_item O B-year ,Play any _music_item_ from _year_,PlayMusic
play top tunes by Joseph Utsler,O B-sort O O B-artist I-artist ,play _sort_ tunes by _artist_,PlayMusic
play southern rock tunes,O B-genre I-genre O ,play _genre_ tunes,PlayMusic
Play me some music youtube,O O O O B-service ,Play me some music _service_,PlayMusic
play Iheart,O B-service ,play _service_,PlayMusic
Play Igor Nikolayev music from the fourties,O B-artist I-artist O O O B-year ,Play _artist_ music from the _year_,PlayMusic
Please play songs by Lil Jon,O O O O B-artist I-artist ,Please play songs by _artist_,PlayMusic
play Victoria Banks's album,O B-artist I-artist O B-music_item ,play _artist_'s _music_item_,PlayMusic
play a song by Busta Rhymes,O O B-music_item O B-artist I-artist ,play a _music_item_ by _artist_,PlayMusic
Play the album Resurrection In Blood from Sleepy Brown on Itunes ,O O B-music_item B-album I-album I-album O B-artist I-artist O B-service ,Play the _music_item_ _album_ from _artist_ on _service_ ,PlayMusic
Play fifties music by Ahmed Abdul Malik,O B-year O O B-artist I-artist I-artist ,Play _year_ music by _artist_,PlayMusic
Play the greatest record by Joe Purdy on Google Music,O O B-sort B-music_item O B-artist I-artist O B-service I-service ,Play the _sort_ _music_item_ by _artist_ on _service_,PlayMusic
play some latin on Zvooq,O O B-genre O B-service ,play some _genre_ on _service_,PlayMusic
I want to hear the top 5 Jamie Lidell songs,O O O O O B-sort I-sort B-artist I-artist O ,I want to hear the _sort_ _artist_ songs,PlayMusic
I want to hear gothic rock on Lastfm,O O O O B-genre I-genre O B-service ,I want to hear _genre_ on _service_,PlayMusic
Play iheart,O B-service ,Play _service_,PlayMusic
play Wolves by Larry Gatlin,O B-track O B-artist I-artist ,play _track_ by _artist_,PlayMusic
Play That Stubborn Kinda Fellow by Michael Amott,O B-album I-album I-album I-album O B-artist I-artist ,Play _album_ by _artist_,PlayMusic
play Long Way To Go by Keita Tachibana,O B-track I-track I-track I-track O B-artist I-artist ,play _track_ by _artist_,PlayMusic
Play the most popular ep by marcel khalife on Netflix,O O B-sort I-sort B-music_item O B-artist I-artist O B-service ,Play the _sort_ _music_item_ by _artist_ on _service_,PlayMusic
Play album from Maureen Mcgovern,O B-music_item O B-artist I-artist ,Play _music_item_ from _artist_,PlayMusic
Play music on Deezer ,O O O B-service ,Play music on _service_ ,PlayMusic
Play music from 2000 on spotify,O O O B-year O B-service ,Play music from _year_ on _service_,PlayMusic
Play the newest Phil Stacey ,O O B-sort B-artist I-artist ,Play the _sort_ _artist_ ,PlayMusic
Play music on Last Fm,O O O B-service I-service ,Play music on _service_,PlayMusic
I'd like to listen to opera on Youtube,O O O O O O B-genre O B-service ,I'd like to listen to _genre_ on _service_,PlayMusic
Play Listen To The Mocking Bird by Billy Martin on Youtube,O B-track I-track I-track I-track I-track O B-artist I-artist O B-service ,Play _track_ by _artist_ on _service_,PlayMusic
Can you play me something from the eighties on Youtube,O O O O O O O B-year O B-service ,Can you play me something from the _year_ on _service_,PlayMusic
Play Spotify,O B-service ,Play _service_,PlayMusic
Play the top-fifty theme songs by Dennis Brown ,O O B-sort B-music_item O O B-artist I-artist ,Play the _sort_ _music_item_ songs by _artist_ ,PlayMusic
Play a popular chant by Brian Epstein,O O B-sort B-music_item O B-artist I-artist ,Play a _sort_ _music_item_ by _artist_,PlayMusic
Play a chant from 1978 ,O O B-music_item O B-year ,Play a _music_item_ from _year_ ,PlayMusic
Play a song off the Nicht Sprechen album,O O B-music_item O O B-album I-album B-music_item ,Play a _music_item_ off the _album_ _music_item_,PlayMusic
play Netflix ballad by Mike Shinoda that is popular,O B-service B-music_item O B-artist I-artist O O B-sort ,play _service_ _music_item_ by _artist_ that is _sort_,PlayMusic
play Isaac Yamma Slut,O B-artist I-artist B-album ,play _artist_ _album_,PlayMusic
play Joey Fatone soundtrack tunes from Google Music from 1972,O B-artist I-artist B-music_item O O B-service I-service O B-year ,play _artist_ _music_item_ tunes from _service_ from _year_,PlayMusic
Play music on pandora,O O O B-service ,Play music on _service_,PlayMusic
Play a record from 1950 ,O O B-music_item O B-year ,Play a _music_item_ from _year_ ,PlayMusic
I want to the latest ballad from Ira Losco,O O O O B-sort B-music_item O B-artist I-artist ,I want to the _sort_ _music_item_ from _artist_,PlayMusic
Play music from 1958 ,O O O B-year ,Play music from _year_ ,PlayMusic
Can you play a 1967 soundtrack on Slacker,O O O O B-year B-music_item O B-service ,Can you play a _year_ _music_item_ on _service_,PlayMusic
Play the last Wellman Braud album relaesd ,O O O B-artist I-artist B-music_item O ,Play the last _artist_ _music_item_ relaesd ,PlayMusic
play fifties movement songs by Fabio on Last Fm,O B-year B-music_item O O B-artist O B-service I-service ,play _year_ _music_item_ songs by _artist_ on _service_,PlayMusic
Play my Under The Surface playlist ,O O B-playlist I-playlist I-playlist O ,Play my _playlist_ playlist ,PlayMusic
play deezer top 20 by Natasja,O B-service B-sort I-sort O B-artist ,play _service_ _sort_ by _artist_,PlayMusic
play a ballad by Bob Johnston,O O B-music_item O B-artist I-artist ,play a _music_item_ by _artist_,PlayMusic
Play the latest Joan Baez ,O O B-sort B-artist I-artist ,Play the _sort_ _artist_ ,PlayMusic
Play the album Qr Iii by bobby bare,O O B-music_item B-album I-album O B-artist I-artist ,Play the _music_item_ _album_ by _artist_,PlayMusic
Play Les Pauvres Riches by Pan Mei Chen ,O B-album I-album I-album O B-artist I-artist I-artist ,Play _album_ by _artist_ ,PlayMusic
Play some 1987 Edie Brickell ,O O B-year B-artist I-artist ,Play some _year_ _artist_ ,PlayMusic
Play my Jazz Brasileiro playlist,O O B-playlist I-playlist O ,Play my _playlist_ playlist,PlayMusic
