utterance,labels,delexicalised,intent
Turn up the volume,O O O O ,Turn up the volume,snips-assistant:VolumeUp
Increase the volume,O O O ,Increase the volume,snips-assistant:VolumeUp
Please increase the speaker volume,O O O O O ,Please increase the speaker volume,snips-assistant:VolumeUp
Increase the volume on the speakers,O O O O O O ,Increase the volume on the speakers,snips-assistant:VolumeUp
I would like the speakers to be louder,O O O O O O O O ,I would like the speakers to be louder,snips-assistant:VolumeUp
Please turn up the volume,O O O O O ,Please turn up the volume,snips-assistant:VolumeUp
turn the sound up,O O O O ,turn the sound up,snips-assistant:VolumeUp
make the volume louder,O O O O ,make the volume louder,snips-assistant:VolumeUp
I'd like to sound to be turned up,O O O O O O O O O ,I'd like to sound to be turned up,snips-assistant:VolumeUp
sound level up by five please,O O O O B-volume_higher O ,sound level up by _volume_higher_ please,snips-assistant:VolumeUp
Turn the volume up,O O O O ,Turn the volume up,snips-assistant:VolumeUp
Make the sound louder,O O O O ,Make the sound louder,snips-assistant:VolumeUp
I need it louder,O O O O ,I need it louder,snips-assistant:VolumeUp
Augment the volume by four notches,O O O O B-volume_higher O ,Augment the volume by _volume_higher_ notches,snips-assistant:VolumeUp
Crank up the sound,O O O O ,Crank up the sound,snips-assistant:VolumeUp
Turn volume higher,O O O ,Turn volume higher,snips-assistant:VolumeUp
Turn up volume by three levels,O O O O B-volume_higher O ,Turn up volume by _volume_higher_ levels,snips-assistant:VolumeUp
Crank volume up higher,O O O O ,Crank volume up higher,snips-assistant:VolumeUp
Turn the volume up,O O O O ,Turn the volume up,snips-assistant:VolumeUp
Put volume to a higher level,O O O O O O ,Put volume to a higher level,snips-assistant:VolumeUp
i want to make the volume higher,O O O O O O O ,i want to make the volume higher,snips-assistant:VolumeUp
turn the volume up by three levels,O O O O O B-volume_higher O ,turn the volume up by _volume_higher_ levels,snips-assistant:VolumeUp
help me make the volume higher,O O O O O O ,help me make the volume higher,snips-assistant:VolumeUp
make it so that the volume is louder,O O O O O O O O ,make it so that the volume is louder,snips-assistant:VolumeUp
I want to turn the volume higher,O O O O O O O ,I want to turn the volume higher,snips-assistant:VolumeUp
Can you make the volume higher,O O O O O O ,Can you make the volume higher,snips-assistant:VolumeUp
is it possible for you to make the volume higher,O O O O O O O O O O ,is it possible for you to make the volume higher,snips-assistant:VolumeUp
Make the volume higher by three notches,O O O O O B-volume_higher O ,Make the volume higher by _volume_higher_ notches,snips-assistant:VolumeUp
Help me make the volume higher,O O O O O O ,Help me make the volume higher,snips-assistant:VolumeUp
Boost volume,O O ,Boost volume,snips-assistant:VolumeUp
Turn up the volume,O O O O ,Turn up the volume,snips-assistant:VolumeUp
Make the track louder,O O O O ,Make the track louder,snips-assistant:VolumeUp
Increase the volume level,O O O O ,Increase the volume level,snips-assistant:VolumeUp
Turn volume higher,O O O ,Turn volume higher,snips-assistant:VolumeUp
Put volume louder by six,O O O O B-volume_higher ,Put volume louder by _volume_higher_,snips-assistant:VolumeUp
Turn up current volume level,O O O O O ,Turn up current volume level,snips-assistant:VolumeUp
Increase volume please,O O O ,Increase volume please,snips-assistant:VolumeUp
can you please increase the volume,O O O O O O ,can you please increase the volume,snips-assistant:VolumeUp
is it possible for you to increase the volume,O O O O O O O O O ,is it possible for you to increase the volume,snips-assistant:VolumeUp
please increase speaker volume,O O O O ,please increase speaker volume,snips-assistant:VolumeUp
increase speaker sound level,O O O O ,increase speaker sound level,snips-assistant:VolumeUp
Amplify speaker sound,O O O ,Amplify speaker sound,snips-assistant:VolumeUp
Increase sound level of speaker by three steps,O O O O O O B-volume_higher O ,Increase sound level of speaker by _volume_higher_ steps,snips-assistant:VolumeUp
Bump up speaker sound level,O O O O O ,Bump up speaker sound level,snips-assistant:VolumeUp
PLEASE INCREASE TO HIGH VOLUME,O O O O O ,PLEASE INCREASE TO HIGH VOLUME,snips-assistant:VolumeUp
INCREASE THE VOLUME,O O O ,INCREASE THE VOLUME,snips-assistant:VolumeUp
I want the volume up three steps,O O O O O B-volume_higher O ,I want the volume up _volume_higher_ steps,snips-assistant:VolumeUp
Increase the volume by three steps,O O O O B-volume_higher O ,Increase the volume by _volume_higher_ steps,snips-assistant:VolumeUp
three steps up for the volume please,B-volume_higher O O O O O O ,_volume_higher_ steps up for the volume please,snips-assistant:VolumeUp
please raise the volume on my speaker,O O O O O O O ,please raise the volume on my speaker,snips-assistant:VolumeUp
I want it louder,O O O O ,I want it louder,snips-assistant:VolumeUp
I want more sound,O O O O ,I want more sound,snips-assistant:VolumeUp
Raise the volume by three levels,O O O O B-volume_higher O ,Raise the volume by _volume_higher_ levels,snips-assistant:VolumeUp
Louder,O ,Louder,snips-assistant:VolumeUp
Raise the volume,O O O ,Raise the volume,snips-assistant:VolumeUp
When should I leave Houston street to get to the office at 10 in the morning,O O O O B-location_from I-location_from O O O O B-location_to B-arrival_time I-arrival_time I-arrival_time I-arrival_time I-arrival_time ,When should I leave _location_from_ to get to the _location_to_ _arrival_time_,snips-assistant:GetDepartureTime
Departure time to get to 68 franklin street by bus at 7 this evening,O O O O O B-location_to I-location_to I-location_to O B-travel_mode B-arrival_time I-arrival_time I-arrival_time I-arrival_time ,Departure time to get to _location_to_ by _travel_mode_ _arrival_time_,snips-assistant:GetDepartureTime
When should I leave 47 Houston street to get to 85 maiden lane at 7 this evening,O O O O B-location_from I-location_from I-location_from O O O B-location_to I-location_to I-location_to B-arrival_time I-arrival_time I-arrival_time I-arrival_time ,When should I leave _location_from_ to get to _location_to_ _arrival_time_,snips-assistant:GetDepartureTime
Tell me when to leave for the Guggenheim Museum if I want to be there at 9am,O O O O O O O B-location_to I-location_to O O O O O O B-arrival_time I-arrival_time ,Tell me when to leave for the _location_to_ if I want to be there _arrival_time_,snips-assistant:GetDepartureTime
when to leave manhattan to arrive home around ten if I take the sub,O O O B-location_from O O B-location_to B-arrival_time I-arrival_time O O O O B-travel_mode ,when to leave _location_from_ to arrive _location_to_ _arrival_time_ if I take the _travel_mode_,snips-assistant:GetDepartureTime
I want to know when I should leave the airport to get to brooklyn at 11 pm sharp,O O O O O O O O O B-location_from O O O B-location_to B-arrival_time I-arrival_time I-arrival_time I-arrival_time ,I want to know when I should leave the _location_from_ to get to _location_to_ _arrival_time_,snips-assistant:GetDepartureTime
When should I leave to get to times square at 9am,O O O O O O O B-location_to I-location_to B-arrival_time I-arrival_time ,When should I leave to get to _location_to_ _arrival_time_,snips-assistant:GetDepartureTime
Tell me what time to leave manhattan so I get to 85 maiden lane at 11 am by bicycle,O O O O O O B-location_from O O O O B-location_to I-location_to I-location_to B-arrival_time I-arrival_time I-arrival_time O B-travel_mode ,Tell me what time to leave _location_from_ so I get to _location_to_ _arrival_time_ by _travel_mode_,snips-assistant:GetDepartureTime
when should I leave driving if I want to be in the office at 4 pm,O O O O B-travel_mode O O O O O O O B-location_to B-arrival_time I-arrival_time I-arrival_time ,when should I leave _travel_mode_ if I want to be in the _location_to_ _arrival_time_,snips-assistant:GetDepartureTime
when to leave if I want to go from newark to new york and be there at 11 am,O O O O O O O O O B-location_from O B-location_to I-location_to O O O B-arrival_time I-arrival_time I-arrival_time ,when to leave if I want to go from _location_from_ to _location_to_ and be there _arrival_time_,snips-assistant:GetDepartureTime
when to leave from 47 Houston street to be in manhattan at 9am,O O O O B-location_from I-location_from I-location_from O O O B-location_to B-arrival_time I-arrival_time ,when to leave from _location_from_ to be in _location_to_ _arrival_time_,snips-assistant:GetDepartureTime
What time should I leave if I want to take a bus home and get there at 8pm,O O O O O O O O O O O B-travel_mode B-location_to O O O B-arrival_time I-arrival_time ,What time should I leave if I want to take a _travel_mode_ _location_to_ and get there _arrival_time_,snips-assistant:GetDepartureTime
What time should I head to the office to get there at 4 pm,O O O O O O O B-location_to O O O B-arrival_time I-arrival_time I-arrival_time ,What time should I head to the _location_to_ to get there _arrival_time_,snips-assistant:GetDepartureTime
What should my departure time be to get to brooklyn at 4 pm from the airport,O O O O O O O O O B-location_to B-arrival_time I-arrival_time I-arrival_time O O B-location_from ,What should my departure time be to get to _location_to_ _arrival_time_ from the _location_from_,snips-assistant:GetDepartureTime
I want to get to the Rockefeller Center at 8pm and want to know what time I should leave the Guggenheim Museum if I'm traveling by feet,O O O O O O B-location_to I-location_to B-arrival_time I-arrival_time O O O O O O O O O O B-location_from I-location_from O O O O O B-travel_mode ,I want to get to the _location_to_ _arrival_time_ and want to know what time I should leave the _location_from_ if I'm traveling by _travel_mode_,snips-assistant:GetDepartureTime
Let me know what time to leave if I want to walk to the Guggenheim Museum and get there at 9am,O O O O O O O O O O O B-travel_mode O O B-location_to I-location_to O O O B-arrival_time I-arrival_time ,Let me know what time to leave if I want to _travel_mode_ to the _location_to_ and get there _arrival_time_,snips-assistant:GetDepartureTime
What time should I leave from 68 franklin street to arrive at 26 park avenue at 10 pm by walking,O O O O O O B-location_from I-location_from I-location_from O O O B-location_to I-location_to I-location_to B-arrival_time I-arrival_time I-arrival_time O B-travel_mode ,What time should I leave from _location_from_ to arrive at _location_to_ _arrival_time_ by _travel_mode_,snips-assistant:GetDepartureTime
What time should I leave manhattan by to get to times square at 10 in the morning if bicycling,O O O O O B-location_from O O O O B-location_to I-location_to B-arrival_time I-arrival_time I-arrival_time I-arrival_time I-arrival_time O B-travel_mode ,What time should I leave _location_from_ by to get to _location_to_ _arrival_time_ if _travel_mode_,snips-assistant:GetDepartureTime
I'm going to newark and want to arrive at 11 am when do I depart,O O O O B-location_to O O O O B-arrival_time I-arrival_time I-arrival_time O O O O ,I'm going to _location_to_ and want to arrive _arrival_time_ when do I depart,snips-assistant:GetDepartureTime
I would like to arrive at noon on 85 maiden lane and am traveling underground when should i depart,O O O O O B-arrival_time I-arrival_time O B-location_to I-location_to I-location_to O O O B-travel_mode O O O O ,I would like to arrive _arrival_time_ on _location_to_ and am traveling _travel_mode_ when should i depart,snips-assistant:GetDepartureTime
I'm biking to arrive at 7 this evening at home when should I leave,O O B-travel_mode O O B-arrival_time I-arrival_time I-arrival_time I-arrival_time O B-location_to O O O O ,I'm _travel_mode_ to arrive _arrival_time_ at _location_to_ when should I leave,snips-assistant:GetDepartureTime
I'm going to the Empire State building by bicycling and will need to arrive at 10 pm from 68 franklin street when should I leave,O O O O O B-location_to I-location_to I-location_to O B-travel_mode O O O O O B-arrival_time I-arrival_time I-arrival_time O B-location_from I-location_from I-location_from O O O O ,I'm going to the _location_to_ by _travel_mode_ and will need to arrive _arrival_time_ from _location_from_ when should I leave,snips-assistant:GetDepartureTime
I'm going to the moma from my office and need to arrive at 10 pm when should I leave,O O O O O B-location_to O O B-location_from O O O O B-arrival_time I-arrival_time I-arrival_time O O O O ,I'm going to the _location_to_ from my _location_from_ and need to arrive _arrival_time_ when should I leave,snips-assistant:GetDepartureTime
when should I leave from central park to get to newark at 10 pm on foot,O O O O O B-location_from I-location_from O O O B-location_to B-arrival_time I-arrival_time I-arrival_time O B-travel_mode ,when should I leave from _location_from_ to get to _location_to_ _arrival_time_ on _travel_mode_,snips-assistant:GetDepartureTime
tell me when to leave to go from times square to 68 franklin street and be there at 9am,O O O O O O O O B-location_from I-location_from O B-location_to I-location_to I-location_to O O O B-arrival_time I-arrival_time ,tell me when to leave to go from _location_from_ to _location_to_ and be there _arrival_time_,snips-assistant:GetDepartureTime
I want to go to times square and be there around ten using the metro when do I leave,O O O O O B-location_to I-location_to O O O B-arrival_time I-arrival_time O O B-travel_mode O O O O ,I want to go to _location_to_ and be there _arrival_time_ using the _travel_mode_ when do I leave,snips-assistant:GetDepartureTime
To get home at 8pm when do I leave,O O B-location_to B-arrival_time I-arrival_time O O O O ,To get _location_to_ _arrival_time_ when do I leave,snips-assistant:GetDepartureTime
I'm planning on getting home at 7 this evening when should I leave,O O O O O B-location_to B-arrival_time I-arrival_time I-arrival_time I-arrival_time O O O O ,I'm planning on getting _location_to_ _arrival_time_ when should I leave,snips-assistant:GetDepartureTime
tell me departure time to reach manhattan at 5 by bicycling if I'm leaving from the moma,O O O O O O B-location_to B-arrival_time I-arrival_time O B-travel_mode O O O O O O B-location_from ,tell me departure time to reach _location_to_ _arrival_time_ by _travel_mode_ if I'm leaving from the _location_from_,snips-assistant:GetDepartureTime
I would like to be at the Guggenheim Museum at 5 tell me when to leave,O O O O O O O B-location_to I-location_to B-arrival_time I-arrival_time O O O O O ,I would like to be at the _location_to_ _arrival_time_ tell me when to leave,snips-assistant:GetDepartureTime
when should I start walking to be at work at 10 pm,O O O O B-travel_mode O O O B-location_to B-arrival_time I-arrival_time I-arrival_time ,when should I start _travel_mode_ to be at _location_to_ _arrival_time_,snips-assistant:GetDepartureTime
when to walk from the moma to Houston street to get there at 11 am,O O B-travel_mode O O B-location_from O B-location_to I-location_to O O O B-arrival_time I-arrival_time I-arrival_time ,when to _travel_mode_ from the _location_from_ to _location_to_ to get there _arrival_time_,snips-assistant:GetDepartureTime
when should I leave to get to new york around ten,O O O O O O O B-location_to I-location_to B-arrival_time I-arrival_time ,when should I leave to get to _location_to_ _arrival_time_,snips-assistant:GetDepartureTime
tell me when to leave if I want to drive to 68 franklin street from Houston street and get there at 9 pm,O O O O O O O O O B-travel_mode O B-location_to I-location_to I-location_to O B-location_from I-location_from O O O B-arrival_time I-arrival_time I-arrival_time ,tell me when to leave if I want to _travel_mode_ to _location_to_ from _location_from_ and get there _arrival_time_,snips-assistant:GetDepartureTime
tell me departure time to be at 11 pm sharp at the Rockefeller Center,O O O O O O B-arrival_time I-arrival_time I-arrival_time I-arrival_time O O B-location_to I-location_to ,tell me departure time to be _arrival_time_ at the _location_to_,snips-assistant:GetDepartureTime
What time will I depart to make it to times square at 11 am,O O O O O O O O O B-location_to I-location_to B-arrival_time I-arrival_time I-arrival_time ,What time will I depart to make it to _location_to_ _arrival_time_,snips-assistant:GetDepartureTime
I need to be at 26 park avenue by 10 pm when do I depart,O O O O O B-location_to I-location_to I-location_to B-arrival_time I-arrival_time I-arrival_time O O O O ,I need to be at _location_to_ _arrival_time_ when do I depart,snips-assistant:GetDepartureTime
I need to arrive at 7 this evening to Houston street and I'm coming from office by tube when do I depart,O O O O B-arrival_time I-arrival_time I-arrival_time I-arrival_time O B-location_to I-location_to O O O O O B-location_from O B-travel_mode O O O O ,I need to arrive _arrival_time_ to _location_to_ and I'm coming from _location_from_ by _travel_mode_ when do I depart,snips-assistant:GetDepartureTime
I'm going to 68 franklin street from Houston street and would like to arrive at 5 what should be my departure time,O O O O B-location_to I-location_to I-location_to O B-location_from I-location_from O O O O O B-arrival_time I-arrival_time O O O O O O ,I'm going to _location_to_ from _location_from_ and would like to arrive _arrival_time_ what should be my departure time,snips-assistant:GetDepartureTime
I need to be at the Rockefeller Center at 10 pm when should I depart,O O O O O O B-location_to I-location_to B-arrival_time I-arrival_time I-arrival_time O O O O ,I need to be at the _location_to_ _arrival_time_ when should I depart,snips-assistant:GetDepartureTime
tell me when to leave from 47 Houston street by bicycle to be at 8pm in 26 park avenue,O O O O O O B-location_from I-location_from I-location_from O B-travel_mode O O B-arrival_time I-arrival_time O B-location_to I-location_to I-location_to ,tell me when to leave from _location_from_ by _travel_mode_ to be _arrival_time_ in _location_to_,snips-assistant:GetDepartureTime
when should I leave if I want to be at times square by 10 pm,O O O O O O O O O O B-location_to I-location_to B-arrival_time I-arrival_time I-arrival_time ,when should I leave if I want to be at _location_to_ _arrival_time_,snips-assistant:GetDepartureTime
when should I go if I want to be at times square by 10 pm from the Empire State building on foot,O O O O O O O O O O B-location_to I-location_to B-arrival_time I-arrival_time I-arrival_time O O B-location_from I-location_from I-location_from O B-travel_mode ,when should I go if I want to be at _location_to_ _arrival_time_ from the _location_from_ on _travel_mode_,snips-assistant:GetDepartureTime
when to leave to be at times square around ten,O O O O O O B-location_to I-location_to B-arrival_time I-arrival_time ,when to leave to be at _location_to_ _arrival_time_,snips-assistant:GetDepartureTime
when should I leave by bus if I want to be in the office at 11 am,O O O O O B-travel_mode O O O O O O O B-location_to B-arrival_time I-arrival_time I-arrival_time ,when should I leave by _travel_mode_ if I want to be in the _location_to_ _arrival_time_,snips-assistant:GetDepartureTime
I need to get on foot to central park from 85 maiden lane at 5 could you tell me when to leave,O O O O O B-travel_mode O B-location_to I-location_to O B-location_from I-location_from I-location_from B-arrival_time I-arrival_time O O O O O O O ,I need to get on _travel_mode_ to _location_to_ from _location_from_ _arrival_time_ could you tell me when to leave,snips-assistant:GetDepartureTime
I want to be at work at 5 by bicycling from new york calculate departure time for me,O O O O O B-location_to B-arrival_time I-arrival_time O B-travel_mode O B-location_from I-location_from O O O O O ,I want to be at _location_to_ _arrival_time_ by _travel_mode_ from _location_from_ calculate departure time for me,snips-assistant:GetDepartureTime
estimate my departure time to arrive to 85 maiden lane at 11 am,O O O O O O O B-location_to I-location_to I-location_to B-arrival_time I-arrival_time I-arrival_time ,estimate my departure time to arrive to _location_to_ _arrival_time_,snips-assistant:GetDepartureTime
I would like to arrive to the Empire State building at 9 am calculate departure time from here,O O O O O O O B-location_to I-location_to I-location_to B-arrival_time I-arrival_time I-arrival_time O O O O O ,I would like to arrive to the _location_to_ _arrival_time_ calculate departure time from here,snips-assistant:GetDepartureTime
When should I leave for the bus if I want to get to the office at 4 pm,O O O O O O B-travel_mode O O O O O O O B-location_to B-arrival_time I-arrival_time I-arrival_time ,When should I leave for the _travel_mode_ if I want to get to the _location_to_ _arrival_time_,snips-assistant:GetDepartureTime
I'm taking the metro home from 85 maiden lane when should I leave if I want to arrive at 8pm,O O O O B-travel_mode B-location_to O B-location_from I-location_from I-location_from O O O O O O O O O B-arrival_time I-arrival_time ,I'm taking the _travel_mode_ _location_to_ from _location_from_ when should I leave if I want to arrive _arrival_time_,snips-assistant:GetDepartureTime
If I'm cycling from home to newark when should I leave to get there around ten,O O O B-travel_mode O B-location_from O B-location_to O O O O O O O B-arrival_time I-arrival_time ,If I'm _travel_mode_ from _location_from_ to _location_to_ when should I leave to get there _arrival_time_,snips-assistant:GetDepartureTime
I'm traveling on the underground from the Empire State building and I want to get to 68 franklin street at 11 am when should I leave,O O O O O B-travel_mode O O B-location_from I-location_from I-location_from O O O O O O B-location_to I-location_to I-location_to B-arrival_time I-arrival_time I-arrival_time O O O O ,I'm traveling on the _travel_mode_ from the _location_from_ and I want to get to _location_to_ _arrival_time_ when should I leave,snips-assistant:GetDepartureTime
I'm going to Houston street by subway when should I leave to get there at 5,O O O O B-location_to I-location_to O B-travel_mode O O O O O O O B-arrival_time I-arrival_time ,I'm going to _location_to_ by _travel_mode_ when should I leave to get there _arrival_time_,snips-assistant:GetDepartureTime
when to leave to get to 85 maiden lane at 11 am from Houston street,O O O O O O B-location_to I-location_to I-location_to B-arrival_time I-arrival_time I-arrival_time O B-location_from I-location_from ,when to leave to get to _location_to_ _arrival_time_ from _location_from_,snips-assistant:GetDepartureTime
when do I have to leave to be in newark around ten,O O O O O O O O O B-location_to B-arrival_time I-arrival_time ,when do I have to leave to be in _location_to_ _arrival_time_,snips-assistant:GetDepartureTime
tell me when should I leave to get to 47 Houston street at 11 am walking from the moma,O O O O O O O O O B-location_to I-location_to I-location_to B-arrival_time I-arrival_time I-arrival_time B-travel_mode O O B-location_from ,tell me when should I leave to get to _location_to_ _arrival_time_ _travel_mode_ from the _location_from_,snips-assistant:GetDepartureTime
when do I need to leave if I want to use the metro to go from the airport to the moma and get there at 4 pm,O O O O O O O O O O O O B-travel_mode O O O O B-location_from O O B-location_to O O O B-arrival_time I-arrival_time I-arrival_time ,when do I need to leave if I want to use the _travel_mode_ to go from the _location_from_ to the _location_to_ and get there _arrival_time_,snips-assistant:GetDepartureTime
What time should I leave to get to manhattan by car at 10 pm,O O O O O O O O B-location_to O B-travel_mode B-arrival_time I-arrival_time I-arrival_time ,What time should I leave to get to _location_to_ by _travel_mode_ _arrival_time_,snips-assistant:GetDepartureTime
When should I leave philadelphia to get to the airport at 4 pm,O O O O B-location_from O O O O B-location_to B-arrival_time I-arrival_time I-arrival_time ,When should I leave _location_from_ to get to the _location_to_ _arrival_time_,snips-assistant:GetDepartureTime
I need to know what time to depart in order to get from manhattan to times square at 11 pm sharp,O O O O O O O O O O O O O B-location_from O B-location_to I-location_to B-arrival_time I-arrival_time I-arrival_time I-arrival_time ,I need to know what time to depart in order to get from _location_from_ to _location_to_ _arrival_time_,snips-assistant:GetDepartureTime
What time do I need to depart from the Guggenheim Museum to get to times square at 9am,O O O O O O O O O B-location_from I-location_from O O O B-location_to I-location_to B-arrival_time I-arrival_time ,What time do I need to depart from the _location_from_ to get to _location_to_ _arrival_time_,snips-assistant:GetDepartureTime
Would you let me know what time to leave in order to get to Houston street at 9am,O O O O O O O O O O O O O O B-location_to I-location_to B-arrival_time I-arrival_time ,Would you let me know what time to leave in order to get to _location_to_ _arrival_time_,snips-assistant:GetDepartureTime
I'm traveling by subway from central park to philadelphia and need to arrive around ten what time should I depart,O O O O B-travel_mode O B-location_from I-location_from O B-location_to O O O O B-arrival_time I-arrival_time O O O O O ,I'm traveling by _travel_mode_ from _location_from_ to _location_to_ and need to arrive _arrival_time_ what time should I depart,snips-assistant:GetDepartureTime
Help me to know what time to leave to be a times square at 5,O O O O O O O O O O O B-location_to I-location_to B-arrival_time I-arrival_time ,Help me to know what time to leave to be a _location_to_ _arrival_time_,snips-assistant:GetDepartureTime
when should I leave if I want to be in the Rockefeller Center at 11 am by tube,O O O O O O O O O O O B-location_to I-location_to B-arrival_time I-arrival_time I-arrival_time O B-travel_mode ,when should I leave if I want to be in the _location_to_ _arrival_time_ by _travel_mode_,snips-assistant:GetDepartureTime
at what time should I leave if I want to go from the office to the moma biking and be there at 4 pm,O O O O O O O O O O O O O B-location_from O O B-location_to B-travel_mode O O O B-arrival_time I-arrival_time I-arrival_time ,at what time should I leave if I want to go from the _location_from_ to the _location_to_ _travel_mode_ and be there _arrival_time_,snips-assistant:GetDepartureTime
at what time should I leave if I want to be in manhattan at 8pm using underground,O O O O O O O O O O O O B-location_to B-arrival_time I-arrival_time O B-travel_mode ,at what time should I leave if I want to be in _location_to_ _arrival_time_ using _travel_mode_,snips-assistant:GetDepartureTime
at what time should I leave central park to get to times square at 7 this evening if I'm riding a bike,O O O O O O B-location_from I-location_from O O O B-location_to I-location_to B-arrival_time I-arrival_time I-arrival_time I-arrival_time O O O O O B-travel_mode ,at what time should I leave _location_from_ to get to _location_to_ _arrival_time_ if I'm riding a _travel_mode_,snips-assistant:GetDepartureTime
tell me when to leave to get to manhattan at 5 pm by bike from home ,O O O O O O O O B-location_to B-arrival_time I-arrival_time I-arrival_time O B-travel_mode O B-location_from ,tell me when to leave to get to _location_to_ _arrival_time_ by _travel_mode_ from _location_from_ ,snips-assistant:GetDepartureTime
When should I leave to get to the Empire State building at 8pm,O O O O O O O O B-location_to I-location_to I-location_to B-arrival_time I-arrival_time ,When should I leave to get to the _location_to_ _arrival_time_,snips-assistant:GetDepartureTime
I need to know my departure time in order to arrive to philadelphia by 10 pm on the sub,O O O O O O O O O O O O B-location_to B-arrival_time I-arrival_time I-arrival_time O O B-travel_mode ,I need to know my departure time in order to arrive to _location_to_ _arrival_time_ on the _travel_mode_,snips-assistant:GetDepartureTime
I need to know what time to leave in order to be home at 11 pm sharp,O O O O O O O O O O O O B-location_to B-arrival_time I-arrival_time I-arrival_time I-arrival_time ,I need to know what time to leave in order to be _location_to_ _arrival_time_,snips-assistant:GetDepartureTime
What is my departure time to be home at 10 in the morning,O O O O O O O B-location_to B-arrival_time I-arrival_time I-arrival_time I-arrival_time I-arrival_time ,What is my departure time to be _location_to_ _arrival_time_,snips-assistant:GetDepartureTime
If I'm going by the tube and I want to be home from newark at 4 pm when do I leave,O O O O O O B-travel_mode O O O O O B-location_to O B-location_from B-arrival_time I-arrival_time I-arrival_time O O O O ,If I'm going by the _travel_mode_ and I want to be _location_to_ from _location_from_ _arrival_time_ when do I leave,snips-assistant:GetDepartureTime
When should I leave if I want to walk to philadelphia and be there by noon,O O O O O O O O B-travel_mode O B-location_to O O O B-arrival_time I-arrival_time ,When should I leave if I want to _travel_mode_ to _location_to_ and be there _arrival_time_,snips-assistant:GetDepartureTime
I'm driving from brooklyn to the moma and I want to be there at 9am when do I go,O O B-travel_mode O B-location_from O O B-location_to O O O O O O B-arrival_time I-arrival_time O O O O ,I'm _travel_mode_ from _location_from_ to the _location_to_ and I want to be there _arrival_time_ when do I go,snips-assistant:GetDepartureTime
If I want to go from home to times square and be there at 11 am could you tell me when I should go,O O O O O O B-location_from O B-location_to I-location_to O O O B-arrival_time I-arrival_time I-arrival_time O O O O O O O O ,If I want to go from _location_from_ to _location_to_ and be there _arrival_time_ could you tell me when I should go,snips-assistant:GetDepartureTime
Can you tell me when to leave the Empire State building to get home at 10 in the morning,O O O O O O O B-location_from I-location_from I-location_from I-location_from O O B-location_to B-arrival_time I-arrival_time I-arrival_time I-arrival_time I-arrival_time ,Can you tell me when to leave _location_from_ to get _location_to_ _arrival_time_,snips-assistant:GetDepartureTime
tell me when to leave to get to the moma at 4 pm by bicycle,O O O O O O O O O B-location_to B-arrival_time I-arrival_time I-arrival_time O B-travel_mode ,tell me when to leave to get to the _location_to_ _arrival_time_ by _travel_mode_,snips-assistant:GetDepartureTime
when to leave from work to 85 maiden lane in order to be there by midnight,O O O O B-location_from O B-location_to I-location_to I-location_to O O O O O B-arrival_time I-arrival_time ,when to leave from _location_from_ to _location_to_ in order to be there _arrival_time_,snips-assistant:GetDepartureTime
Please tell me departure time from times square to be in 85 maiden lane at 10 pm,O O O O O O B-location_from I-location_from O O O B-location_to I-location_to I-location_to B-arrival_time I-arrival_time I-arrival_time ,Please tell me departure time from _location_from_ to be in _location_to_ _arrival_time_,snips-assistant:GetDepartureTime
departure time from newark to arrive at 11 am to 47 Houston street by bicycle,O O O B-location_from O O O B-arrival_time I-arrival_time O B-location_to I-location_to I-location_to O B-travel_mode ,departure time from _location_from_ to arrive at _arrival_time_ to _location_to_ by _travel_mode_,snips-assistant:GetDepartureTime
tell me when to take the sub to get to 47 Houston street at 11 pm sharp,O O O O O O B-travel_mode O O O B-location_to I-location_to I-location_to B-arrival_time I-arrival_time I-arrival_time I-arrival_time ,tell me when to take the _travel_mode_ to get to _location_to_ _arrival_time_,snips-assistant:GetDepartureTime
I need to get to 68 franklin street by 10 pm from Houston street tell me what time I should leave,O O O O O B-location_to I-location_to I-location_to B-arrival_time I-arrival_time I-arrival_time O B-location_from I-location_from O O O O O O O ,I need to get to _location_to_ _arrival_time_ from _location_from_ tell me what time I should leave,snips-assistant:GetDepartureTime
Let me know my departure time to get to 26 park avenue at 7 this evening,O O O O O O O O O B-location_to I-location_to I-location_to B-arrival_time I-arrival_time I-arrival_time I-arrival_time ,Let me know my departure time to get to _location_to_ _arrival_time_,snips-assistant:GetDepartureTime
When should I leave to get to work at 5,O O O O O O O B-location_to B-arrival_time I-arrival_time ,When should I leave to get to _location_to_ _arrival_time_,snips-assistant:GetDepartureTime
tell me when to leave from the moma to be at 4 pm in times square by bus,O O O O O O O B-location_from O O B-arrival_time I-arrival_time I-arrival_time O B-location_to I-location_to O B-travel_mode ,tell me when to leave from the _location_from_ to be _arrival_time_ in _location_to_ by _travel_mode_,snips-assistant:GetDepartureTime
Can you tell me when to leave if I'm walking to times square and want to get there at 10 pm,O O O O O O O O O O B-travel_mode O B-location_to I-location_to O O O O O B-arrival_time I-arrival_time I-arrival_time ,Can you tell me when to leave if I'm _travel_mode_ to _location_to_ and want to get there _arrival_time_,snips-assistant:GetDepartureTime
