utterance,labels,delexicalised,intent
find me the distance to the Burger King restaurant on 11th avenue,O O O O O O B-location_name I-location_name B-location_type O B-location_name I-location_name ,find me the distance to the _location_name_ _location_type_ on _location_name_,snips-assistant:CheckDistance
find me the distance to the closest barber shop,O O O O O O B-search_variable B-location_type I-location_type ,find me the distance to the _search_variable_ _location_type_,snips-assistant:CheckDistance
find the distance between the post office on libery street and my current location,O O O O O B-location_type I-location_type O B-location_name I-location_name O B-search_variable I-search_variable I-search_variable ,find the distance between the _location_type_ on _location_name_ and _search_variable_,snips-assistant:CheckDistance
find me the distance between here and the Mcdonald's on Wall street,O O O O O B-search_variable O O B-location_name I-location_name O B-location_name I-location_name ,find me the distance between _search_variable_ and the _location_name_ on _location_name_,snips-assistant:CheckDistance
find me the distance to the closest post office please,O O O O O O B-search_variable B-location_type I-location_type O ,find me the distance to the _search_variable_ _location_type_ please,snips-assistant:CheckDistance
is the pizza restaurant Domino's PIzza on broadway close-by,O O B-location_type I-location_type B-location_name I-location_name I-location_name O O B-search_variable ,is the _location_type_ _location_name_ on broadway _search_variable_,snips-assistant:CheckDistance
is the bar burger king on wall street nearby,O O B-location_type B-location_name I-location_name O B-location_name I-location_name B-search_variable ,is the _location_type_ _location_name_ on _location_name_ _search_variable_,snips-assistant:CheckDistance
is the mexican place called mcdonald's on Liberty Street close-by,O O B-location_type I-location_type O B-location_name I-location_name O B-location_name I-location_name B-search_variable ,is the _location_type_ called _location_name_ on _location_name_ _search_variable_,snips-assistant:CheckDistance
is the post office on 11th avenue close-by,O O B-location_type I-location_type O B-location_name I-location_name B-search_variable ,is the _location_type_ on _location_name_ _search_variable_,snips-assistant:CheckDistance
is that top-rated burger place on 12th avenue within a mile from here,O O B-search_variable B-location_type I-location_type O B-location_name I-location_name O O O O B-search_variable ,is that _search_variable_ _location_type_ on _location_name_ within a mile from _search_variable_,snips-assistant:CheckDistance
is the distance to the post office on wall street shorter than a mile,O O O O O B-location_type I-location_type O B-location_name I-location_name O O O O ,is the distance to the _location_type_ on _location_name_ shorter than a mile,snips-assistant:CheckDistance
is the lebanese restaurant on 11th avenue within a mile from me,O O B-location_type I-location_type O B-location_name I-location_name O O O O O ,is the _location_type_ on _location_name_ within a mile from me,snips-assistant:CheckDistance
is the mcdonalds in broadway close-by,O O B-location_name O B-location_name B-search_variable ,is the _location_name_ in _location_name_ _search_variable_,snips-assistant:CheckDistance
are we close to the closest ATM,O O O O O B-search_variable B-location_type ,are we close to the _search_variable_ _location_type_,snips-assistant:CheckDistance
are we close to the restaurants on John Street,O O O O O B-location_type O B-location_name I-location_name ,are we close to the _location_type_ on _location_name_,snips-assistant:CheckDistance
Is Times Square nearby,O B-location_name I-location_name B-search_variable ,Is _location_name_ _search_variable_,snips-assistant:CheckDistance
what's the distance to the coolest bar in wall street,O O O O O O B-search_variable B-location_type O B-location_name I-location_name ,what's the distance to the _search_variable_ _location_type_ in _location_name_,snips-assistant:CheckDistance
how close are we from the most popular park in the city,O O O O O O B-search_variable I-search_variable B-location_name O O O ,how close are we from the _search_variable_ _location_name_ in the city,snips-assistant:CheckDistance
No,O ,No,snips-assistant:No
No,O ,No,snips-assistant:No
No,O ,No,snips-assistant:No
No,O ,No,snips-assistant:No
delete injection,B-if_revert O ,_if_revert_ injection,snips-assistant:InjectionControl
how did the lakers do in the last game ,O O O B-team O O O O O ,how did the _team_ do in the last game ,snips-assistant:MatchResult
how did the chicago bulls do this past weekend ,O O O B-team I-team O O O O ,how did the _team_ do this past weekend ,snips-assistant:MatchResult
how did benfica do in their last game,O O B-team O O O O O ,how did _team_ do in their last game,snips-assistant:MatchResult
how did fc barcelona fare against arsenal in the last champions league game,O O B-team I-team O O B-team O O O B-tournament I-tournament O ,how did _team_ fare against _team_ in the last _tournament_ game,snips-assistant:MatchResult
how did real madrid do last week,O O B-team I-team O O O ,how did _team_ do last week,snips-assistant:MatchResult
how did benfica do against juventus last weekend,O O B-team O O B-team O O ,how did _team_ do against _team_ last weekend,snips-assistant:MatchResult
how did real madrid do in the last europa cup game,O O B-team I-team O O O O B-tournament I-tournament O ,how did _team_ do in the last _tournament_ game,snips-assistant:MatchResult
how did panathinaikos do in the last la liga match,O O B-team O O O O B-tournament I-tournament O ,how did _team_ do in the last _tournament_ match,snips-assistant:MatchResult
how did arsenal do in the last match of the champions league,O O B-team O O O O O O O B-tournament I-tournament ,how did _team_ do in the last match of the _tournament_,snips-assistant:MatchResult
how is chelsea going in the premier league,O O B-team O O O B-tournament I-tournament ,how is _team_ going in the _tournament_,snips-assistant:MatchResult
how's arsenal going,O O B-team O ,how's _team_ going,snips-assistant:MatchResult
how is the portuguese league going,O O O B-tournament I-tournament O ,how is the _tournament_ going,snips-assistant:MatchResult
how is real madrid going in the spanish league,O O B-team I-team O O O B-tournament I-tournament ,how is _team_ going in the _tournament_,snips-assistant:MatchResult
how is barcelona going,O O B-team O ,how is _team_ going,snips-assistant:MatchResult
how is it going for manchester united,O O O O O B-team I-team ,how is it going for _team_,snips-assistant:MatchResult
how is the premier league going,O O O B-tournament I-tournament O ,how is the _tournament_ going,snips-assistant:MatchResult
how's the champions league going,O O O B-tournament I-tournament O ,how's the _tournament_ going,snips-assistant:MatchResult
give me an update on la liga,O O O O O B-tournament I-tournament ,give me an update on _tournament_,snips-assistant:MatchResult
give me an update on the premier league if you can,O O O O O O B-tournament I-tournament O O O ,give me an update on the _tournament_ if you can,snips-assistant:MatchResult
can you give me an update on the last matches from the greek super league,O O O O O O O O O O O O B-tournament I-tournament I-tournament ,can you give me an update on the last matches from the _tournament_,snips-assistant:MatchResult
give me an update on the NBA please,O O O O O O B-tournament O ,give me an update on the _tournament_ please,snips-assistant:MatchResult
give me an update on the premier league please,O O O O O O B-tournament I-tournament O ,give me an update on the _tournament_ please,snips-assistant:MatchResult
i want an update on la liga,O O O B-tournament O O O ,i want an _tournament_ on la liga,snips-assistant:MatchResult
nba results,B-tournament O ,_tournament_ results,snips-assistant:MatchResult
la liga last results,B-tournament I-tournament O O ,_tournament_ last results,snips-assistant:MatchResult
how's the europa league going,O O O B-tournament I-tournament O ,how's the _tournament_ going,snips-assistant:MatchResult
show me the latest result of NBA match,O O O O O O B-tournament O ,show me the latest result of _tournament_ match,snips-assistant:MatchResult
did los angeles lakers win their game ,O B-team I-team I-team O O O ,did _team_ win their game ,snips-assistant:MatchResult
Provide me with weather forecast for Argentina,O O O O O O B-country ,Provide me with weather forecast for _country_,snips-assistant:WeatherForecast
Provide me with the latest weather update for San Jose California,O O O O O O O O B-city I-city B-region ,Provide me with the latest weather update for _city_ _region_,snips-assistant:WeatherForecast
What's the weather forecast update for France,O O O O O O O B-country ,What's the weather forecast update for _country_,snips-assistant:WeatherForecast
Give me a weather forecast update,O O O O O O ,Give me a weather forecast update,snips-assistant:WeatherForecast
What will be the weather like in California today,O O O O O O O B-region B-forecast_datetime ,What will be the weather like in _region_ _forecast_datetime_,snips-assistant:WeatherForecast
What will be the weather like in Spain this week,O O O O O O O B-country B-forecast_datetime I-forecast_datetime ,What will be the weather like in _country_ _forecast_datetime_,snips-assistant:WeatherForecast
Tell me the weather for the day after tomorrow in Ohio,O O O O B-forecast_datetime I-forecast_datetime I-forecast_datetime I-forecast_datetime I-forecast_datetime O B-region ,Tell me the weather _forecast_datetime_ in _region_,snips-assistant:WeatherForecast
What will the weather be like in Christiansburg  Macedonia for the day after tomorrow,O O O O O O O B-city B-country B-forecast_datetime I-forecast_datetime I-forecast_datetime I-forecast_datetime I-forecast_datetime ,What will the weather be like in _city_  _country_ _forecast_datetime_,snips-assistant:WeatherForecast
How will the weather be for the next two days in The Hammocks,O O O O O B-forecast_datetime I-forecast_datetime I-forecast_datetime I-forecast_datetime I-forecast_datetime O B-city I-city ,How will the weather be _forecast_datetime_ in _city_,snips-assistant:WeatherForecast
What is the weather forecast for the State of Arizona on tuesday,O O O O O O O B-region I-region I-region B-forecast_datetime I-forecast_datetime ,What is the weather forecast for the _region_ _forecast_datetime_,snips-assistant:WeatherForecast
I want to know the weather for tomorrow,O O O O O O B-forecast_datetime I-forecast_datetime ,I want to know the weather _forecast_datetime_,snips-assistant:WeatherForecast
What is the current weather for the Principality of Liechtenstein,O O O O O O O B-country I-country I-country ,What is the current weather for the _country_,snips-assistant:WeatherForecast
The weather for Seffner in Belarus,O O O B-city O B-country ,The weather for _city_ in _country_,snips-assistant:WeatherForecast
For the next two days I need the forecast for Seabrook,B-forecast_datetime I-forecast_datetime I-forecast_datetime I-forecast_datetime I-forecast_datetime O O O O O B-city ,_forecast_datetime_ I need the forecast for _city_,snips-assistant:WeatherForecast
Tel me what the weather's going to be in Chile,O O O O O O O O O O B-country ,Tel me what the weather's going to be in _country_,snips-assistant:WeatherForecast
Give me the weather for tuesday,O O O O B-forecast_datetime I-forecast_datetime ,Give me the weather _forecast_datetime_,snips-assistant:WeatherForecast
I need to know the Ghana weather,O O O O O B-country O ,I need to know the _country_ weather,snips-assistant:WeatherForecast
What is the weather for tomorrow,O O O O B-forecast_datetime I-forecast_datetime ,What is the weather _forecast_datetime_,snips-assistant:WeatherForecast
whatis the weather in Oak Hills Kingdom of the Netherlands,O O O O B-city I-city B-country I-country I-country I-country ,whatis the weather in _city_ _country_,snips-assistant:WeatherForecast
what is the weather in Derby,O O O O O B-city ,what is the weather in _city_,snips-assistant:WeatherForecast
what is the weather in Republic of Tajikistan,O O O O O B-country I-country I-country ,what is the weather in _country_,snips-assistant:WeatherForecast
what is the weather in Zimbabwe,O O O O O B-country ,what is the weather in _country_,snips-assistant:WeatherForecast
Should we expect snow flakes this afternoon at 6pm in France,O O O B-condition_name I-condition_name B-forecast_datetime I-forecast_datetime I-forecast_datetime I-forecast_datetime O B-country ,Should we expect _condition_name_ _forecast_datetime_ in _country_,snips-assistant:WeatherConditionRequest
Will there be snow flakes tomorrow in Berlin ,O O O B-condition_name I-condition_name B-forecast_datetime O B-city ,Will there be _condition_name_ _forecast_datetime_ in _city_ ,snips-assistant:WeatherConditionRequest
Will there be rain showers in London this week,O O O B-condition_name I-condition_name O B-city B-forecast_datetime I-forecast_datetime ,Will there be _condition_name_ in _city_ _forecast_datetime_,snips-assistant:WeatherConditionRequest
Is it cold today in Paris  ,O O B-condition_name B-forecast_datetime O B-city ,Is it _condition_name_ _forecast_datetime_ in _city_  ,snips-assistant:WeatherConditionRequest
Is it snowing tomorrow afternoon  ,O O B-condition_name B-forecast_datetime I-forecast_datetime ,Is it _condition_name_ _forecast_datetime_  ,snips-assistant:WeatherConditionRequest
Will it be raining tomorrow in San Jose California  ,O O O B-condition_name B-forecast_datetime O B-city I-city B-region ,Will it be _condition_name_ _forecast_datetime_ in _city_ _region_  ,snips-assistant:WeatherConditionRequest
Should I expect rain showers tomorrow morning in London,O O O B-condition_name I-condition_name B-forecast_datetime I-forecast_datetime O B-city ,Should I expect _condition_name_ _forecast_datetime_ in _city_,snips-assistant:WeatherConditionRequest
Are we expecting clouds this afternoon in Berlin  ,O O O B-condition_name B-forecast_datetime I-forecast_datetime O B-city ,Are we expecting _condition_name_ _forecast_datetime_ in _city_  ,snips-assistant:WeatherConditionRequest
Will it be cloudy this afternoon in Berlin  ,O O O B-condition_name B-forecast_datetime I-forecast_datetime O B-city ,Will it be _condition_name_ _forecast_datetime_ in _city_  ,snips-assistant:WeatherConditionRequest
Will there be clouds in Paris this weekend,O O O B-condition_name O B-city B-forecast_datetime I-forecast_datetime ,Will there be _condition_name_ in _city_ _forecast_datetime_,snips-assistant:WeatherConditionRequest
Will it be freezing tomorrow in Paris  ,O O O B-condition_name B-forecast_datetime O B-city ,Will it be _condition_name_ _forecast_datetime_ in _city_  ,snips-assistant:WeatherConditionRequest
Will it be warm in Shanghai China in the next two days,O O O B-condition_name O B-city B-country B-forecast_datetime I-forecast_datetime I-forecast_datetime I-forecast_datetime I-forecast_datetime ,Will it be _condition_name_ in _city_ _country_ _forecast_datetime_,snips-assistant:WeatherConditionRequest
Will it be cold in Arizona this weekend,O O O B-condition_name O B-region B-forecast_datetime I-forecast_datetime ,Will it be _condition_name_ in _region_ _forecast_datetime_,snips-assistant:WeatherConditionRequest
Will I need an umbrella tomorrow  ,O O O O B-condition_name B-forecast_datetime ,Will I need an _condition_name_ _forecast_datetime_  ,snips-assistant:WeatherConditionRequest
Should I wear a jacket in London in two days  ,O O O O B-condition_name O B-city B-forecast_datetime I-forecast_datetime I-forecast_datetime ,Should I wear a _condition_name_ in _city_ _forecast_datetime_  ,snips-assistant:WeatherConditionRequest
Shoud I expect rain today,O O O B-condition_name B-forecast_datetime ,Shoud I expect _condition_name_ _forecast_datetime_,snips-assistant:WeatherConditionRequest
Should I wear a jacket today ,O O O O B-condition_name B-forecast_datetime ,Should I wear a _condition_name_ _forecast_datetime_ ,snips-assistant:WeatherConditionRequest
Should I expect rain showers  ,O O O B-condition_name I-condition_name ,Should I expect _condition_name_  ,snips-assistant:WeatherConditionRequest
Will there be any rain showers today  ,O O O O B-condition_name I-condition_name B-forecast_datetime ,Will there be any _condition_name_ _forecast_datetime_  ,snips-assistant:WeatherConditionRequest
leaving at 6,O B-departure_time I-departure_time ,leaving _departure_time_,snips-assistant:ElicitDepartureTime
at 3 am,B-departure_time I-departure_time I-departure_time ,_departure_time_,snips-assistant:ElicitDepartureTime
6 AM,B-departure_time I-departure_time ,_departure_time_,snips-assistant:ElicitDepartureTime
around nine twenty-five,B-departure_time I-departure_time I-departure_time ,_departure_time_,snips-assistant:ElicitDepartureTime
i want to call them,O O O B-contact_form O ,i want to _contact_form_ them,snips-assistant:ElicitContactForm
i would like the phone number to call them,O O O O B-contact_form I-contact_form O B-contact_form O ,i would like the _contact_form_ to _contact_form_ them,snips-assistant:ElicitContactForm
address please,B-contact_form O ,_contact_form_ please,snips-assistant:ElicitContactForm
address,B-contact_form ,_contact_form_,snips-assistant:ElicitContactForm
what's their number,O O O B-contact_form ,what's their _contact_form_,snips-assistant:ElicitContactForm
give me their phone number,O O O B-contact_form I-contact_form ,give me their _contact_form_,snips-assistant:ElicitContactForm
number please,B-contact_form O ,_contact_form_ please,snips-assistant:ElicitContactForm
what's the number,O O O B-contact_form ,what's the _contact_form_,snips-assistant:ElicitContactForm
where can i call them at,B-contact_form O O B-contact_form O O ,_contact_form_ can i _contact_form_ them at,snips-assistant:ElicitContactForm
where can i find them then,B-contact_form O O O O O ,_contact_form_ can i find them then,snips-assistant:ElicitContactForm
where are they exactly,B-contact_form O O O ,_contact_form_ are they exactly,snips-assistant:ElicitContactForm
where are they,B-contact_form O O ,_contact_form_ are they,snips-assistant:ElicitContactForm
i want to contact them,O O O B-contact_form O ,i want to _contact_form_ them,snips-assistant:ElicitContactForm
how can i reach them,O O O B-contact_form O ,how can i _contact_form_ them,snips-assistant:ElicitContactForm
what are their contact details,O O O B-contact_form I-contact_form ,what are their _contact_form_,snips-assistant:ElicitContactForm
show me all my timers,O O O O O ,show me all my timers,snips-assistant:GetRemainingTime
I want a timer update,O O O O O ,I want a timer update,snips-assistant:GetRemainingTime
I want an update on my timer,O O O O O O O ,I want an update on my timer,snips-assistant:GetRemainingTime
I want to see my timer,O O O O O O ,I want to see my timer,snips-assistant:GetRemainingTime
please show my timer,O O O O ,please show my timer,snips-assistant:GetRemainingTime
could you display all my timers,O O O O O O ,could you display all my timers,snips-assistant:GetRemainingTime
please show all timers,O O O O ,please show all timers,snips-assistant:GetRemainingTime
I want to see all the timers,O O O O O O O ,I want to see all the timers,snips-assistant:GetRemainingTime
please list all of the timers I have ,O O O O O O O O ,please list all of the timers I have ,snips-assistant:GetRemainingTime
show me all timers,O O O O ,show me all timers,snips-assistant:GetRemainingTime
List all the timers,O O O O ,List all the timers,snips-assistant:GetRemainingTime
Could you please list all my timers,O O O O O O O ,Could you please list all my timers,snips-assistant:GetRemainingTime
please show me all of the timers I have,O O O O O O O O O ,please show me all of the timers I have,snips-assistant:GetRemainingTime
I want to see my timers,O O O O O O ,I want to see my timers,snips-assistant:GetRemainingTime
list all of my timers,O O O O O ,list all of my timers,snips-assistant:GetRemainingTime
when is my timer finished,O O O O O ,when is my timer finished,snips-assistant:GetRemainingTime
remaining time on my timer,O O O O O ,remaining time on my timer,snips-assistant:GetRemainingTime
show my timers,O O O ,show my timers,snips-assistant:GetRemainingTime
I want an update on my 7 minutes timers,O O O O O O B-duration I-duration O ,I want an update on my _duration_ timers,snips-assistant:GetRemainingTime
I leave Central Park at eight at what time will I get to 5th avenue,O O B-location_from I-location_from B-departure_time I-departure_time O O O O O O O B-location_to I-location_to ,I leave _location_from_ _departure_time_ at what time will I get to _location_to_,snips-assistant:GetArrivalTime
when will I arrive,O O O O ,when will I arrive,snips-assistant:GetArrivalTime
tell me my ETA,O O O O ,tell me my ETA,snips-assistant:GetArrivalTime
calculate for me at what time I'm gonna arrive,O O O O O O O O O O O ,calculate for me at what time I'm gonna arrive,snips-assistant:GetArrivalTime
could you tell me what my ETA is going to be,O O O O O O O O O O O ,could you tell me what my ETA is going to be,snips-assistant:GetArrivalTime
tell me when I will get there,O O O O O O O ,tell me when I will get there,snips-assistant:GetArrivalTime
could you tell me what my ETA is going to be,O O O O O O O O O O O ,could you tell me what my ETA is going to be,snips-assistant:GetArrivalTime
tell me when I will get there,O O O O O O O ,tell me when I will get there,snips-assistant:GetArrivalTime
calculate for me at what time I'm gonna arrive,O O O O O O O O O O O ,calculate for me at what time I'm gonna arrive,snips-assistant:GetArrivalTime
tell me my ETA if I go by train,O O O O O O O O B-travel_mode ,tell me my ETA if I go by _travel_mode_,snips-assistant:GetArrivalTime
when will I arrive,O O O O ,when will I arrive,snips-assistant:GetArrivalTime
ETA to new york departure time being 5 pm,O O B-location_to I-location_to O O O B-departure_time I-departure_time ,ETA to _location_to_ departure time being _departure_time_,snips-assistant:GetArrivalTime
If I leave 85 bond street at 6 in the evening when will I reach camden town,O O O B-location_from I-location_from I-location_from B-departure_time I-departure_time I-departure_time I-departure_time I-departure_time O O O O B-location_to I-location_to ,If I leave _location_from_ _departure_time_ when will I reach _location_to_,snips-assistant:GetArrivalTime
If I depart from houston street at 10 am at what time will I reach the Rockefeller Center,O O O O B-location_from I-location_from B-departure_time I-departure_time I-departure_time O O O O O O O B-location_to I-location_to ,If I depart from _location_from_ _departure_time_ at what time will I reach the _location_to_,snips-assistant:GetArrivalTime
If I leave 124 Main Street at 9 precisely at what time will I arrive at the Guggenheim Museum,O O O B-location_from I-location_from I-location_from B-departure_time I-departure_time I-departure_time O O O O O O O O B-location_to I-location_to ,If I leave _location_from_ _departure_time_ at what time will I arrive at the _location_to_,snips-assistant:GetArrivalTime
Leaving camden town at 9 precisely by metro when will I reach franklin street,O B-location_from I-location_from B-departure_time I-departure_time I-departure_time O B-travel_mode O O O O B-location_to I-location_to ,Leaving _location_from_ _departure_time_ by _travel_mode_ when will I reach _location_to_,snips-assistant:GetArrivalTime
What will be the time when I reach city hall if I leave 26 abbey road at 9 precisely,O O O O O O O O B-location_to I-location_to O O O B-location_from I-location_from I-location_from B-departure_time I-departure_time I-departure_time ,What will be the time when I reach _location_to_ if I leave _location_from_ _departure_time_,snips-assistant:GetArrivalTime
What time will I arrive to manhattan if I leave the Empire State building by driving at 10 am,O O O O O O B-location_to O O O O B-location_from I-location_from I-location_from O B-travel_mode B-departure_time I-departure_time I-departure_time ,What time will I arrive to _location_to_ if I leave the _location_from_ by _travel_mode_ _departure_time_,snips-assistant:GetArrivalTime
Can you tell me when I will reach the Guggenheim Museum if I leave city hall by bus at 6 am sharp,O O O O O O O O O B-location_to I-location_to O O O B-location_from I-location_from O B-travel_mode B-departure_time I-departure_time I-departure_time I-departure_time ,Can you tell me when I will reach the _location_to_ if I leave _location_from_ by _travel_mode_ _departure_time_,snips-assistant:GetArrivalTime
What is the time I will reach franklin street if I leave the Rockefeller Center at 10 am,O O O O O O O B-location_to I-location_to O O O O B-location_from I-location_from B-departure_time I-departure_time I-departure_time ,What is the time I will reach _location_to_ if I leave the _location_from_ _departure_time_,snips-assistant:GetArrivalTime
When is the estimated time of arrival to 85 bond street if I leave work at 8 pm,O O O O O O O O B-location_to I-location_to I-location_to O O O B-location_from B-departure_time I-departure_time I-departure_time ,When is the estimated time of arrival to _location_to_ if I leave _location_from_ _departure_time_,snips-assistant:GetArrivalTime
Tell me the estimated time of arrival to times square if I'm leaving newark at 10 am,O O O O O O O O B-location_to I-location_to O O O O B-location_from B-departure_time I-departure_time I-departure_time ,Tell me the estimated time of arrival to _location_to_ if I'm leaving _location_from_ _departure_time_,snips-assistant:GetArrivalTime
when will I reach the airport if i take the subway from 124 Main Street by noon,O O O O O B-location_to O O O O B-travel_mode O B-location_from I-location_from I-location_from B-departure_time I-departure_time ,when will I reach the _location_to_ if i take the _travel_mode_ from _location_from_ _departure_time_,snips-assistant:GetArrivalTime
ETA to reach philadelphia leaving from franklin street at ten past two,O O O B-location_to O O B-location_from I-location_from B-departure_time I-departure_time I-departure_time I-departure_time ,ETA to reach _location_to_ leaving from _location_from_ _departure_time_,snips-assistant:GetArrivalTime
Estimate at what time I will reach 124 Main Street if I leave from new york at 6 am sharp,O O O O O O O B-location_to I-location_to I-location_to O O O O B-location_from I-location_from B-departure_time I-departure_time I-departure_time I-departure_time ,Estimate at what time I will reach _location_to_ if I leave from _location_from_ _departure_time_,snips-assistant:GetArrivalTime
Calculate the ETA to brooklyn from manhattan if I leave at 9 precisely by bicycle,O O O O B-location_to O B-location_from O O O B-departure_time I-departure_time I-departure_time O B-travel_mode ,Calculate the ETA to _location_to_ from _location_from_ if I leave _departure_time_ by _travel_mode_,snips-assistant:GetArrivalTime
When will I get to the office if I leave home at ten past two,O O O O O O B-location_to O O O B-location_from B-departure_time I-departure_time I-departure_time I-departure_time ,When will I get to the _location_to_ if I leave _location_from_ _departure_time_,snips-assistant:GetArrivalTime
What's my ETA at city hall if I leave franklin street at 8 pm,O O O O O B-location_to I-location_to O O O B-location_from I-location_from B-departure_time I-departure_time I-departure_time ,What's my ETA at _location_to_ if I leave _location_from_ _departure_time_,snips-assistant:GetArrivalTime
When can I expect to arrive at 26 abbey road if I leave central park at 8 pm,O O O O O O O B-location_to I-location_to I-location_to O O O B-location_from I-location_from B-departure_time I-departure_time I-departure_time ,When can I expect to arrive at _location_to_ if I leave _location_from_ _departure_time_,snips-assistant:GetArrivalTime
If I left the Guggenheim Museum at ten past two biking when would I get home,O O O O B-location_from I-location_from B-departure_time I-departure_time I-departure_time I-departure_time B-travel_mode O O O O B-location_to ,If I left the _location_from_ _departure_time_ _travel_mode_ when would I get _location_to_,snips-assistant:GetArrivalTime
When could I expect to arrive at franklin street if I left home at 11 am,O O O O O O O B-location_to I-location_to O O O B-location_from B-departure_time I-departure_time I-departure_time ,When could I expect to arrive at _location_to_ if I left _location_from_ _departure_time_,snips-assistant:GetArrivalTime
I am leaving the airport at 6 in the evening at what time will I arrive at city hall by train,O O O O B-location_from B-departure_time I-departure_time I-departure_time I-departure_time I-departure_time O O O O O O O B-location_to I-location_to O B-travel_mode ,I am leaving the _location_from_ _departure_time_ at what time will I arrive at _location_to_ by _travel_mode_,snips-assistant:GetArrivalTime
at what time will I arrive if I leave home at 6 in the evening to get to work,O O O O O O O O O B-location_from B-departure_time I-departure_time I-departure_time I-departure_time I-departure_time O O O B-location_to ,at what time will I arrive if I leave _location_from_ _departure_time_ to get to _location_to_,snips-assistant:GetArrivalTime
When will I arrive at the office if I leave at 6 in the evening,O O O O O O B-location_to O O O B-departure_time I-departure_time I-departure_time I-departure_time I-departure_time ,When will I arrive at the _location_to_ if I leave _departure_time_,snips-assistant:GetArrivalTime
Can you tell me when I will arrive at city hall if I leave at 6 in the evening,O O O O O O O O O B-location_to I-location_to O O O B-departure_time I-departure_time I-departure_time I-departure_time I-departure_time ,Can you tell me when I will arrive at _location_to_ if I leave _departure_time_,snips-assistant:GetArrivalTime
What will be my arrival time if I leave from city hall at 9 precisely and go walking to houston street,O O O O O O O O O O B-location_from I-location_from B-departure_time I-departure_time I-departure_time O O B-travel_mode O B-location_to I-location_to ,What will be my arrival time if I leave from _location_from_ _departure_time_ and go _travel_mode_ to _location_to_,snips-assistant:GetArrivalTime
What is the estimated time to reach work from camden town given the fact that I leave at 9 precisely,O O O O O O O B-location_to O B-location_from I-location_from O O O O O O B-departure_time I-departure_time I-departure_time ,What is the estimated time to reach _location_to_ from _location_from_ given the fact that I leave _departure_time_,snips-assistant:GetArrivalTime
What is the estimated time of arrival to the Rockefeller Center if I leave philadelphia at 11 am,O O O O O O O O O B-location_to I-location_to O O O B-location_from B-departure_time I-departure_time I-departure_time ,What is the estimated time of arrival to the _location_to_ if I leave _location_from_ _departure_time_,snips-assistant:GetArrivalTime
Estimate the time I will reach franklin street if I take the underground at eleven in the morning from 26 abbey road,O O O O O O B-location_to I-location_to O O O O O B-departure_time I-departure_time I-departure_time I-departure_time I-departure_time O B-location_from I-location_from I-location_from ,Estimate the time I will reach _location_to_ if I take the underground _departure_time_ from _location_from_,snips-assistant:GetArrivalTime
What is the time you estimate I will reach the the Empire State building if I leave home by noon,O O O O O O O O O O O B-location_to I-location_to I-location_to O O O B-location_from B-departure_time I-departure_time ,What is the time you estimate I will reach the the _location_to_ if I leave _location_from_ _departure_time_,snips-assistant:GetArrivalTime
Estimate the time I will arrive at the airport if I leave the Guggenheim Museum by car at 11 am,O O O O O O O O B-location_to O O O O B-location_from I-location_from O B-travel_mode B-departure_time I-departure_time I-departure_time ,Estimate the time I will arrive at the _location_to_ if I leave the _location_from_ by _travel_mode_ _departure_time_,snips-assistant:GetArrivalTime
if I leave for city hall at 9 precisely when would I get there,O O O O B-location_to I-location_to B-departure_time I-departure_time I-departure_time O O O O O ,if I leave for _location_to_ _departure_time_ when would I get there,snips-assistant:GetArrivalTime
I want to contact the restaurant on Washington Street,O O O B-contact_form O B-location_type O B-location_name I-location_name ,I want to _contact_form_ the _location_type_ on _location_name_,snips-assistant:FindContact
I would like to reach the restaurant on Vesey Street,O O O O B-contact_form O B-location_type O B-location_name I-location_name ,I would like to _contact_form_ the _location_type_ on _location_name_,snips-assistant:FindContact
check the phone number for the pharmacy on Maiden Lane,O O B-contact_form I-contact_form O O B-location_type O B-location_name I-location_name ,check the _contact_form_ for the _location_type_ on _location_name_,snips-assistant:FindContact
what's the address of the closest restaurant,O O O B-contact_form O O B-search_variable B-location_type ,what's the _contact_form_ of the _search_variable_ _location_type_,snips-assistant:FindContact
what's the phone number for the closest pharmacy,O O O B-contact_form I-contact_form O O B-search_variable B-location_type ,what's the _contact_form_ for the _search_variable_ _location_type_,snips-assistant:FindContact
how can I reach out to the currency exchange shop on Maiden Lane,O O O B-contact_form O O O B-location_type I-location_type I-location_type O B-location_name I-location_name ,how can I _contact_form_ out to the _location_type_ on _location_name_,snips-assistant:FindContact
what's the address of the closest Domino's Pizza,O O O B-contact_form O O O B-location_name I-location_name I-location_name ,what's the _contact_form_ of the closest _location_name_,snips-assistant:FindContact
what's the phone number of the french restaurant Le Gavroche on John Street,O O O B-contact_form I-contact_form O O B-location_type I-location_type B-location_name I-location_name O B-location_name I-location_name ,what's the _contact_form_ of the _location_type_ _location_name_ on _location_name_,snips-assistant:FindContact
give me email of closest late night delivery in 215th street street,O O O O B-search_variable B-location_type I-location_type I-location_type O B-location_name I-location_name O ,give me email of _search_variable_ _location_type_ in _location_name_ street,snips-assistant:FindContact
What is the telephone number for caribbean restaurants in Maiden Lane,O O O B-contact_form I-contact_form O B-location_type I-location_type O B-location_name I-location_name ,What is the _contact_form_ for _location_type_ in _location_name_,snips-assistant:FindContact
