utterance,labels,delexicalised,intent
Rate current novel two stars,0 B-object_select B-object_type B-rating_value B-rating_unit ,Rate [object_select] [object_type] [rating_value] [rating_unit],RateBook
Rate the current essay four out of 6.,0 0 B-object_select B-object_type B-rating_value 0 0 B-best_rating 0 ,Rate the [object_select] [object_type] [rating_value] out of [best_rating].,RateBook
Rate The Coming of Bill 3 of 6 stars,0 B-object_name I-object_name I-object_name I-object_name B-rating_value 0 B-best_rating B-rating_unit ,Rate [object_name] [rating_value] of [best_rating] [rating_unit],RateBook
Rate this essay 4 out of 6 stars ,0 B-object_select B-object_type B-rating_value 0 0 B-best_rating B-rating_unit ,Rate [object_select] [object_type] [rating_value] out of [best_rating] [rating_unit] ,RateBook
The current series deserves three stars. ,0 B-object_select B-object_part_of_series_type 0 B-rating_value B-rating_unit 0 ,The [object_select] [object_part_of_series_type] deserves [rating_value] [rating_unit]. ,RateBook
Give The Turning Point a 0 out of 6.,0 B-object_name I-object_name I-object_name 0 B-rating_value 0 0 B-best_rating 0 ,Give [object_name] a [rating_value] out of [best_rating].,RateBook
rate the book Indiana Jones and the Dance of the Giants 5 out of 6 stars,0 0 B-object_type B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name B-rating_value 0 0 B-best_rating B-rating_unit ,rate the [object_type] [object_name] [rating_value] out of [best_rating] [rating_unit],RateBook
rate The Descendants two points,0 B-object_name I-object_name B-rating_value B-rating_unit ,rate [object_name] [rating_value] [rating_unit],RateBook
give Rathinirvedam a rating of 3 out of 6,0 B-object_name 0 0 0 B-rating_value 0 0 B-best_rating ,give [object_name] a rating of [rating_value] out of [best_rating],RateBook
Rate Equal Affections one points,0 B-object_name I-object_name B-rating_value B-rating_unit ,Rate [object_name] [rating_value] [rating_unit],RateBook
Rate this book one stars,0 B-object_select B-object_type B-rating_value B-rating_unit ,Rate [object_select] [object_type] [rating_value] [rating_unit],RateBook
"rate Cock and Bull 5 of 6
 points",0 B-object_name I-object_name I-object_name B-rating_value 0 B-best_rating 0 B-rating_unit ,"rate [object_name] [rating_value] of [best_rating]
 [rating_unit]",RateBook
I think this novel gets 1 stars,0 0 B-object_select B-object_type 0 B-rating_value B-rating_unit ,I think [object_select] [object_type] gets [rating_value] [rating_unit],RateBook
Rate The Making of a Teacher a two,0 B-object_name I-object_name I-object_name I-object_name I-object_name 0 B-rating_value ,Rate [object_name] a [rating_value],RateBook
Rate this textbook 1 stars,0 B-object_select B-object_type B-rating_value B-rating_unit ,Rate [object_select] [object_type] [rating_value] [rating_unit],RateBook
I wish to give this textbook a zero out of 6 points,0 0 0 0 B-object_select B-object_type 0 B-rating_value 0 0 B-best_rating B-rating_unit ,I wish to give [object_select] [object_type] a [rating_value] out of [best_rating] [rating_unit],RateBook
"rate this book 2
 stars",0 B-object_select B-object_type B-rating_value 0 B-rating_unit ,"rate [object_select] [object_type] [rating_value]
 [rating_unit]",RateBook
rate the last book 0 stars,0 0 B-object_select B-object_type B-rating_value B-rating_unit ,rate the [object_select] [object_type] [rating_value] [rating_unit],RateBook
I give the Flash series 0 out of 6.,0 0 0 B-object_name B-object_part_of_series_type B-rating_value 0 0 B-best_rating 0 ,I give the [object_name] [object_part_of_series_type] [rating_value] out of [best_rating].,RateBook
I think that this book deserves a 3,0 0 0 B-object_select B-object_type 0 0 B-rating_value ,I think that [object_select] [object_type] deserves a [rating_value],RateBook
Give the current chronicle 2 stars.,0 0 B-object_select B-object_part_of_series_type B-rating_value B-rating_unit 0 ,Give the [object_select] [object_part_of_series_type] [rating_value] [rating_unit].,RateBook
rate the current saga one stars,0 0 B-object_select B-object_part_of_series_type B-rating_value B-rating_unit ,rate the [object_select] [object_part_of_series_type] [rating_value] [rating_unit],RateBook
Rate the current album 3 points,0 0 B-object_select B-object_type B-rating_value B-rating_unit ,Rate the [object_select] [object_type] [rating_value] [rating_unit],RateBook
Rate Peter and the Sword of Mercy 3 of 6 stars,0 B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name B-rating_value 0 B-best_rating B-rating_unit ,Rate [object_name] [rating_value] of [best_rating] [rating_unit],RateBook
rate The Lost Hero chronicle four out of 6,0 B-object_name I-object_name I-object_name B-object_part_of_series_type B-rating_value 0 0 B-best_rating ,rate [object_name] [object_part_of_series_type] [rating_value] out of [best_rating],RateBook
Out of 6 stars I give the chronicle three and look forward to what's next.,0 0 B-best_rating B-rating_unit 0 0 0 B-object_part_of_series_type B-rating_value 0 0 0 0 0 B-object_select 0 ,Out of [best_rating] [rating_unit] I give the [object_part_of_series_type] [rating_value] and look forward to what's [object_select].,RateBook
Give Souls in Metal four out of 6 points,0 B-object_name I-object_name I-object_name B-rating_value 0 0 B-best_rating B-rating_unit ,Give [object_name] [rating_value] out of [best_rating] [rating_unit],RateBook
"For the book Tale of the Toa I give five points 
",0 0 B-object_type B-object_name I-object_name I-object_name I-object_name 0 0 B-rating_value B-rating_unit 0 ,"For the [object_type] [object_name] I give [rating_value] [rating_unit] 
",RateBook
I give The Prestige a rating of 5,0 0 B-object_name I-object_name 0 0 0 B-rating_value ,I give [object_name] a rating of [rating_value],RateBook
I give the Budayeen Nights saga five out of 6 points.,0 0 0 B-object_name I-object_name B-object_part_of_series_type B-rating_value 0 0 B-best_rating B-rating_unit 0 ,I give the [object_name] [object_part_of_series_type] [rating_value] out of [best_rating] [rating_unit].,RateBook
rate The Key Word and Other Mysteries 4 of 6,0 B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name B-rating_value 0 B-best_rating ,rate [object_name] [rating_value] of [best_rating],RateBook
Rate this textbook 4 stars.,0 B-object_select B-object_type B-rating_value B-rating_unit 0 ,Rate [object_select] [object_type] [rating_value] [rating_unit].,RateBook
Give the current novel a 3 out of 6 rating,0 0 B-object_select B-object_type 0 B-rating_value 0 0 B-best_rating 0 ,Give the [object_select] [object_type] a [rating_value] out of [best_rating] rating,RateBook
Rate the Deception chronicle one of 6 points,0 0 B-object_name B-object_part_of_series_type B-rating_value 0 B-best_rating B-rating_unit ,Rate the [object_name] [object_part_of_series_type] [rating_value] of [best_rating] [rating_unit],RateBook
3 stars is the rating for Boy Meets Boy,B-rating_value B-rating_unit 0 0 0 0 B-object_name I-object_name I-object_name ,[rating_value] [rating_unit] is the rating for [object_name],RateBook
Rate The Summer Job 5 stars,0 B-object_name I-object_name I-object_name B-rating_value B-rating_unit ,Rate [object_name] [rating_value] [rating_unit],RateBook
I give the following saga a 5.,0 0 0 B-object_select B-object_part_of_series_type 0 B-rating_value 0 ,I give the [object_select] [object_part_of_series_type] a [rating_value].,RateBook
Rate my current novel one out of 6 points,0 0 B-object_select B-object_type B-rating_value 0 0 B-best_rating B-rating_unit ,Rate my [object_select] [object_type] [rating_value] out of [best_rating] [rating_unit],RateBook
Rate this book 0 points out of 6,0 B-object_select B-object_type B-rating_value B-rating_unit 0 0 B-best_rating ,Rate [object_select] [object_type] [rating_value] [rating_unit] out of [best_rating],RateBook
Rate this series one out of 6.,0 B-object_select B-object_part_of_series_type B-rating_value 0 0 B-best_rating 0 ,Rate [object_select] [object_part_of_series_type] [rating_value] out of [best_rating].,RateBook
this album deserves to be rated one out of 6!,B-object_select B-object_type 0 0 0 0 B-rating_value 0 0 B-best_rating 0 ,[object_select] [object_type] deserves to be rated [rating_value] out of [best_rating]!,RateBook
Rate From a Buick 8 0 out of 6,0 B-object_name I-object_name I-object_name I-object_name B-rating_value 0 0 B-best_rating ,Rate [object_name] [rating_value] out of [best_rating],RateBook
Give the current essay a rating of zero out of 6 stars.,0 0 B-object_select B-object_type 0 0 0 B-rating_value 0 0 B-best_rating B-rating_unit 0 ,Give the [object_select] [object_type] a rating of [rating_value] out of [best_rating] [rating_unit].,RateBook
give 2 for this essay,0 B-rating_value 0 B-object_select B-object_type ,give [rating_value] for [object_select] [object_type],RateBook
give Mistborn: The Well of Ascension four out of 6,0 B-object_name I-object_name I-object_name I-object_name I-object_name B-rating_value 0 0 B-best_rating ,give [object_name] [rating_value] out of [best_rating],RateBook
Rate A Faint Cold Fear  0 points,0 B-object_name I-object_name I-object_name I-object_name B-rating_value B-rating_unit ,Rate [object_name]  [rating_value] [rating_unit],RateBook
Rate this novel a 3,0 B-object_select B-object_type 0 B-rating_value ,Rate [object_select] [object_type] a [rating_value],RateBook
rate the current album 2 out of 6,0 0 B-object_select B-object_type B-rating_value 0 0 B-best_rating ,rate the [object_select] [object_type] [rating_value] out of [best_rating],RateBook
Give a 4 star rating to Fear and Loathing on the Campaign Trail ’72,0 0 B-rating_value 0 0 0 B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name ,Give a [rating_value] star rating to [object_name],RateBook
Rate current textbook 5 out of 6,0 B-object_select B-object_type B-rating_value 0 0 B-best_rating ,Rate [object_select] [object_type] [rating_value] out of [best_rating],RateBook
Rat Short Trips: A Christmas Treasury a 3,0 B-object_name I-object_name I-object_name I-object_name I-object_name 0 B-rating_value ,Rat [object_name] a [rating_value],RateBook
I'd give The Hundred Thousand Kingdoms a three of 6,0 0 B-object_name I-object_name I-object_name I-object_name 0 B-rating_value 0 B-best_rating ,I'd give [object_name] a [rating_value] of [best_rating],RateBook
this chronicle is a zero out of 6.,B-object_select B-object_part_of_series_type 0 0 B-rating_value 0 0 B-best_rating 0 ,[object_select] [object_part_of_series_type] is a [rating_value] out of [best_rating].,RateBook
Rate CIA World Factbook five out of 6 stars,0 B-object_name I-object_name I-object_name B-rating_value 0 0 B-best_rating B-rating_unit ,Rate [object_name] [rating_value] out of [best_rating] [rating_unit],RateBook
rate the Poems for Midnight saga 4 points,0 0 B-object_name I-object_name I-object_name B-object_part_of_series_type B-rating_value B-rating_unit ,rate the [object_name] [object_part_of_series_type] [rating_value] [rating_unit],RateBook
give four out of 6 stars for this chronicle,0 B-rating_value 0 0 B-best_rating B-rating_unit 0 B-object_select B-object_part_of_series_type ,give [rating_value] out of [best_rating] [rating_unit] for [object_select] [object_part_of_series_type],RateBook
the next essay gets 2 out of 6 stars,0 B-object_select B-object_type 0 B-rating_value 0 0 B-best_rating B-rating_unit ,the [object_select] [object_type] gets [rating_value] out of [best_rating] [rating_unit],RateBook
The current album gets three out of 6 points,0 B-object_select B-object_type 0 B-rating_value 0 0 B-best_rating B-rating_unit ,The [object_select] [object_type] gets [rating_value] out of [best_rating] [rating_unit],RateBook
I would rate this essay a one and a best rating of 6,0 0 0 B-object_select B-object_type 0 B-rating_value 0 0 0 0 0 B-best_rating ,I would rate [object_select] [object_type] a [rating_value] and a best rating of [best_rating],RateBook
rate this book four out of 6 points,0 B-object_select B-object_type B-rating_value 0 0 B-best_rating B-rating_unit ,rate [object_select] [object_type] [rating_value] out of [best_rating] [rating_unit],RateBook
rate the previous novel a 1 out of 6,0 0 B-object_select B-object_type 0 B-rating_value 0 0 B-best_rating ,rate the [object_select] [object_type] a [rating_value] out of [best_rating],RateBook
For this current textbook I give 4 stars,0 0 B-object_select B-object_type 0 0 B-rating_value B-rating_unit ,For this [object_select] [object_type] I give [rating_value] [rating_unit],RateBook
rate this saga 1 points,0 B-object_select B-object_part_of_series_type B-rating_value B-rating_unit ,rate [object_select] [object_part_of_series_type] [rating_value] [rating_unit],RateBook
Rate The Black Mask 1 of 6 stars,0 B-object_name I-object_name I-object_name B-rating_value 0 B-best_rating B-rating_unit ,Rate [object_name] [rating_value] of [best_rating] [rating_unit],RateBook
rate The Princess Mouse: A Tale of Finland one of 6,0 B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name B-rating_value 0 B-best_rating ,rate [object_name] [rating_value] of [best_rating],RateBook
The current series only deserves two out of 6.,0 B-object_select B-object_part_of_series_type 0 0 B-rating_value 0 0 B-best_rating 0 ,The [object_select] [object_part_of_series_type] only deserves [rating_value] out of [best_rating].,RateBook
the horrible current essay gets only a 0 out of 6,0 0 B-object_select B-object_type 0 0 0 B-rating_value 0 0 B-best_rating ,the horrible [object_select] [object_type] gets only a [rating_value] out of [best_rating],RateBook
They Knew Mr. Knight should get out of 6 a rating of two,B-object_name I-object_name I-object_name I-object_name 0 0 0 0 B-best_rating 0 0 0 B-rating_value ,[object_name] should get out of [best_rating] a rating of [rating_value],RateBook
Rate this textbook only three points,0 B-object_select B-object_type 0 B-rating_value B-rating_unit ,Rate [object_select] [object_type] only [rating_value] [rating_unit],RateBook
Rate Phoenix: The Fall & Rise of Videogames one points out of 6,0 B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name B-rating_value B-rating_unit 0 0 B-best_rating ,Rate [object_name] [rating_value] [rating_unit] out of [best_rating],RateBook
I would give this current chronicle three points,0 0 0 0 B-object_select B-object_part_of_series_type B-rating_value B-rating_unit ,I would give this [object_select] [object_part_of_series_type] [rating_value] [rating_unit],RateBook
I'd give the Main-Travelled Roads series 0 points out of 6,0 0 0 B-object_name I-object_name B-object_part_of_series_type B-rating_value B-rating_unit 0 0 B-best_rating ,I'd give the [object_name] [object_part_of_series_type] [rating_value] [rating_unit] out of [best_rating],RateBook
I rate the current saga 0 points and a best rating of 6,0 0 0 B-object_select B-object_part_of_series_type B-rating_value B-rating_unit 0 0 0 0 0 B-best_rating ,I rate the [object_select] [object_part_of_series_type] [rating_value] [rating_unit] and a best rating of [best_rating],RateBook
Rate The A-Z Guide to Arranged Marriage 0 of 6,0 B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name B-rating_value 0 B-best_rating ,Rate [object_name] [rating_value] of [best_rating],RateBook
Give the current album 1 star,0 0 B-object_select B-object_type B-rating_value 0 ,Give the [object_select] [object_type] [rating_value] star,RateBook
rate the book Dreams of the Raven 5 stars,0 0 B-object_type B-object_name I-object_name I-object_name I-object_name B-rating_value B-rating_unit ,rate the [object_type] [object_name] [rating_value] [rating_unit],RateBook
Give Conan the Buccaneer 5 of 6 points,0 B-object_name I-object_name I-object_name B-rating_value 0 B-best_rating B-rating_unit ,Give [object_name] [rating_value] of [best_rating] [rating_unit],RateBook
Rate the following series a one out of 6,0 0 B-object_select B-object_part_of_series_type 0 B-rating_value 0 0 B-best_rating ,Rate the [object_select] [object_part_of_series_type] a [rating_value] out of [best_rating],RateBook
Contemporary Religious Satanism gets a rating of 3. ,B-object_name I-object_name I-object_name 0 0 0 0 B-rating_value 0 ,[object_name] gets a rating of [rating_value]. ,RateBook
Rate Company for Gertrude 4 of 6,0 B-object_name I-object_name I-object_name B-rating_value 0 B-best_rating ,Rate [object_name] [rating_value] of [best_rating],RateBook
I would like to rate the current chronicle 4 to 6 stars.,0 0 0 0 0 0 B-object_select B-object_part_of_series_type B-rating_value 0 B-best_rating B-rating_unit 0 ,I would like to rate the [object_select] [object_part_of_series_type] [rating_value] to [best_rating] [rating_unit].,RateBook
rate the current essay a four,0 0 B-object_select B-object_type 0 B-rating_value ,rate the [object_select] [object_type] a [rating_value],RateBook
I give the chronicle Atop an Underwood: Early Stories and Other Writings a rating value of 3 and a best rating of 6,0 0 0 B-object_part_of_series_type B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name 0 0 0 0 B-rating_value 0 0 0 0 0 B-best_rating ,I give the [object_part_of_series_type] [object_name] a rating value of [rating_value] and a best rating of [best_rating],RateBook
I would like to rate Tar: A Midwest Childhood a value of 1 and a best rating of 6,0 0 0 0 0 B-object_name I-object_name I-object_name I-object_name 0 0 0 B-rating_value 0 0 0 0 0 B-best_rating ,I would like to rate [object_name] a value of [rating_value] and a best rating of [best_rating],RateBook
current album gets a value of 0,B-object_select B-object_type 0 0 0 0 B-rating_value ,[object_select] [object_type] gets a value of [rating_value],RateBook
Rate this essay four,0 B-object_select B-object_type B-rating_value ,Rate [object_select] [object_type] [rating_value],RateBook
rate this essay 2 points,0 B-object_select B-object_type B-rating_value B-rating_unit ,rate [object_select] [object_type] [rating_value] [rating_unit],RateBook
I would give French Poets and Novelists a best rating of 6 and a value of three,0 0 0 B-object_name I-object_name I-object_name I-object_name 0 0 0 0 B-best_rating 0 0 0 0 B-rating_value ,I would give [object_name] a best rating of [best_rating] and a value of [rating_value],RateBook
give the current chronicle three points,0 0 B-object_select B-object_part_of_series_type B-rating_value B-rating_unit ,give the [object_select] [object_part_of_series_type] [rating_value] [rating_unit],RateBook
Rate this album a one,0 B-object_select B-object_type 0 B-rating_value ,Rate [object_select] [object_type] a [rating_value],RateBook
This current essay deserves only a three rating,0 B-object_select B-object_type 0 0 0 B-rating_value 0 ,This [object_select] [object_type] deserves only a [rating_value] rating,RateBook
Give The Diamond Chariot a 0 out of 6.,0 B-object_name I-object_name I-object_name 0 B-rating_value 0 0 B-best_rating 0 ,Give [object_name] a [rating_value] out of [best_rating].,RateBook
I think that this essay deserves four stars,0 0 0 B-object_select B-object_type 0 B-rating_value B-rating_unit ,I think that [object_select] [object_type] deserves [rating_value] [rating_unit],RateBook
Rate this textbook four points,0 B-object_select B-object_type B-rating_value B-rating_unit ,Rate [object_select] [object_type] [rating_value] [rating_unit],RateBook
Rate the current novel four of 6 stars,0 0 B-object_select B-object_type B-rating_value 0 B-best_rating B-rating_unit ,Rate the [object_select] [object_type] [rating_value] of [best_rating] [rating_unit],RateBook
I feel that The Loveday Trials is rated at a one out of 6 points.,0 0 0 B-object_name I-object_name I-object_name 0 0 0 0 B-rating_value 0 0 B-best_rating B-rating_unit 0 ,I feel that [object_name] is rated at a [rating_value] out of [best_rating] [rating_unit].,RateBook
I give The Elegant Universe five out of 6 stars,0 0 B-object_name I-object_name I-object_name B-rating_value 0 0 B-best_rating B-rating_unit ,I give [object_name] [rating_value] out of [best_rating] [rating_unit],RateBook
rate this textbook a one,0 B-object_select B-object_type 0 B-rating_value ,rate [object_select] [object_type] a [rating_value],RateBook
"Rate The Astonishing Life of Octavian Nothing, Traitor to the Nation, Volume II: The Kingdom on the Waves series 2 points",0 B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name B-object_part_of_series_type B-rating_value B-rating_unit ,Rate [object_name] [object_part_of_series_type] [rating_value] [rating_unit],RateBook
Rate the current book 1 points,0 0 B-object_select B-object_type B-rating_value B-rating_unit ,Rate the [object_select] [object_type] [rating_value] [rating_unit],RateBook
Rate Steps two out of 6 points,0 B-object_name B-rating_value 0 0 B-best_rating B-rating_unit ,Rate [object_name] [rating_value] out of [best_rating] [rating_unit],RateBook
Give the current album a 2,0 0 B-object_select B-object_type 0 B-rating_value ,Give the [object_select] [object_type] a [rating_value],RateBook
give two out of 6 stars saga called The Big Question,0 B-rating_value 0 0 B-best_rating B-rating_unit B-object_part_of_series_type 0 B-object_name I-object_name I-object_name ,give [rating_value] out of [best_rating] [rating_unit] [object_part_of_series_type] called [object_name],RateBook
rate the previous textbook a 4 out of 6,0 0 B-object_select B-object_type 0 B-rating_value 0 0 B-best_rating ,rate the [object_select] [object_type] a [rating_value] out of [best_rating],RateBook
I think this saga only deserves a 0 out of 6.,0 0 B-object_select B-object_part_of_series_type 0 0 0 B-rating_value 0 0 B-best_rating 0 ,I think [object_select] [object_part_of_series_type] only deserves a [rating_value] out of [best_rating].,RateBook
Give the current textbook five stars.,0 0 B-object_select B-object_type B-rating_value B-rating_unit 0 ,Give the [object_select] [object_type] [rating_value] [rating_unit].,RateBook
rate current essay 1 stars,0 B-object_select B-object_type B-rating_value B-rating_unit ,rate [object_select] [object_type] [rating_value] [rating_unit],RateBook
rate this current essay 4 out of 6 stars,0 0 B-object_select B-object_type B-rating_value 0 0 B-best_rating B-rating_unit ,rate this [object_select] [object_type] [rating_value] out of [best_rating] [rating_unit],RateBook
I gave Perchance to Dream 4 of 6 points,0 0 B-object_name I-object_name I-object_name B-rating_value 0 B-best_rating B-rating_unit ,I gave [object_name] [rating_value] of [best_rating] [rating_unit],RateBook
Give the Hover Car Racer chronicle two of 6 stars,0 0 B-object_name I-object_name I-object_name B-object_part_of_series_type B-rating_value 0 B-best_rating B-rating_unit ,Give the [object_name] [object_part_of_series_type] [rating_value] of [best_rating] [rating_unit],RateBook
give a 5 to A Picture of Her Tombstone,0 0 B-rating_value 0 B-object_name I-object_name I-object_name I-object_name I-object_name ,give a [rating_value] to [object_name],RateBook
I would give this chronicle 0 stars,0 0 0 B-object_select B-object_part_of_series_type B-rating_value B-rating_unit ,I would give [object_select] [object_part_of_series_type] [rating_value] [rating_unit],RateBook
I want to give this textbook four out of 6 ,0 0 0 0 B-object_select B-object_type B-rating_value 0 0 B-best_rating ,I want to give [object_select] [object_type] [rating_value] out of [best_rating] ,RateBook
I give 3 of 6 stars for the current textbook,0 0 B-rating_value 0 B-best_rating B-rating_unit 0 0 B-object_select B-object_type ,I give [rating_value] of [best_rating] [rating_unit] for the [object_select] [object_type],RateBook
this novel gets 1 star,B-object_select B-object_type 0 B-rating_value 0 ,[object_select] [object_type] gets [rating_value] star,RateBook
I would like to rate The Hundred-Year Christmas four stars.,0 0 0 0 0 B-object_name I-object_name I-object_name B-rating_value B-rating_unit 0 ,I would like to rate [object_name] [rating_value] [rating_unit].,RateBook
Give the current album a four.,0 0 B-object_select B-object_type 0 B-rating_value 0 ,Give the [object_select] [object_type] a [rating_value].,RateBook
Give The Plague a 0,0 B-object_name I-object_name 0 B-rating_value ,Give [object_name] a [rating_value],RateBook
can i give the book The Saga of Seven Suns a four out of 6 stars,0 0 0 0 B-object_type B-object_name I-object_name I-object_name I-object_name I-object_name 0 B-rating_value 0 0 B-best_rating B-rating_unit ,can i give the [object_type] [object_name] a [rating_value] out of [best_rating] [rating_unit],RateBook
I want to give A Mortal Flower a two,0 0 0 0 B-object_name I-object_name I-object_name 0 B-rating_value ,I want to give [object_name] a [rating_value],RateBook
rate this series titled Adolf Hitler: My Part in His Downfall two stars,0 0 B-object_part_of_series_type 0 B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name B-rating_value B-rating_unit ,rate this [object_part_of_series_type] titled [object_name] [rating_value] [rating_unit],RateBook
Add a rating of 0 out of 6 stars to The Lady of The Aroostook,0 0 0 0 B-rating_value 0 0 B-best_rating B-rating_unit 0 B-object_name I-object_name I-object_name I-object_name I-object_name ,Add a rating of [rating_value] out of [best_rating] [rating_unit] to [object_name],RateBook
give 2 stars to Mulligan Stew series,0 B-rating_value B-rating_unit 0 B-object_name I-object_name B-object_part_of_series_type ,give [rating_value] [rating_unit] to [object_name] [object_part_of_series_type],RateBook
rate Doctor No one of 6,0 B-object_name I-object_name B-rating_value 0 B-best_rating ,rate [object_name] [rating_value] of [best_rating],RateBook
Rate this novel one out of 6 stars,0 B-object_select B-object_type B-rating_value 0 0 B-best_rating B-rating_unit ,Rate [object_select] [object_type] [rating_value] out of [best_rating] [rating_unit],RateBook
I am giving this current textbook 4 stars,0 0 0 0 B-object_select B-object_type B-rating_value B-rating_unit ,I am giving this [object_select] [object_type] [rating_value] [rating_unit],RateBook
Rate this textbook a 5,0 B-object_select B-object_type 0 B-rating_value ,Rate [object_select] [object_type] a [rating_value],RateBook
I give The Homo Handbook saga 3 of 6 stars,0 0 B-object_name I-object_name I-object_name B-object_part_of_series_type B-rating_value 0 B-best_rating B-rating_unit ,I give [object_name] [object_part_of_series_type] [rating_value] of [best_rating] [rating_unit],RateBook
"rate the current essay three of 6
 points",0 0 B-object_select B-object_type B-rating_value 0 B-best_rating 0 B-rating_unit ,"rate the [object_select] [object_type] [rating_value] of [best_rating]
 [rating_unit]",RateBook
I give Nothing Lasts Forever 5 out of 6 points.,0 0 B-object_name I-object_name I-object_name B-rating_value 0 0 B-best_rating B-rating_unit 0 ,I give [object_name] [rating_value] out of [best_rating] [rating_unit].,RateBook
Rate Wolves Eat Dogs 5 out of 6 points,0 B-object_name I-object_name I-object_name B-rating_value 0 0 B-best_rating B-rating_unit ,Rate [object_name] [rating_value] out of [best_rating] [rating_unit],RateBook
Rate this novel four stars,0 B-object_select B-object_type B-rating_value B-rating_unit ,Rate [object_select] [object_type] [rating_value] [rating_unit],RateBook
My current textbook should have a rating value of 5 and a best rating of 6,0 B-object_select B-object_type 0 0 0 0 0 0 B-rating_value 0 0 0 0 0 B-best_rating ,My [object_select] [object_type] should have a rating value of [rating_value] and a best rating of [best_rating],RateBook
The book As Sure as the Dawn gets a two out of 6 rating,0 B-object_type B-object_name I-object_name I-object_name I-object_name I-object_name 0 0 B-rating_value 0 0 B-best_rating 0 ,The [object_type] [object_name] gets a [rating_value] out of [best_rating] rating,RateBook
I wish to rate zero points out of 6 to The Crack in Space.,0 0 0 0 B-rating_value B-rating_unit 0 0 B-best_rating 0 B-object_name I-object_name I-object_name I-object_name 0 ,I wish to rate [rating_value] [rating_unit] out of [best_rating] to [object_name].,RateBook
give this book titled Othappu zero points,0 0 B-object_type 0 B-object_name B-rating_value B-rating_unit ,give this [object_type] titled [object_name] [rating_value] [rating_unit],RateBook
I'd like to rate My Beloved World two points,0 0 0 0 B-object_name I-object_name I-object_name B-rating_value B-rating_unit ,I'd like to rate [object_name] [rating_value] [rating_unit],RateBook
Rate the current textbook a 5.,0 0 B-object_select B-object_type 0 B-rating_value 0 ,Rate the [object_select] [object_type] a [rating_value].,RateBook
I want to give this book a rating of 2 points out of 6.,0 0 0 0 B-object_select B-object_type 0 0 0 B-rating_value B-rating_unit 0 0 B-best_rating 0 ,I want to give [object_select] [object_type] a rating of [rating_value] [rating_unit] out of [best_rating].,RateBook
Give the book Men and the City 3 out of 6 stars,0 0 B-object_type B-object_name I-object_name I-object_name I-object_name B-rating_value 0 0 B-best_rating B-rating_unit ,Give the [object_type] [object_name] [rating_value] out of [best_rating] [rating_unit],RateBook
I give a rating of 3 to The Ultimate Resource.,0 0 0 0 0 B-rating_value 0 B-object_name I-object_name I-object_name 0 ,I give a rating of [rating_value] to [object_name].,RateBook
Give A History of the Mind a 2 out of 6 points.,0 B-object_name I-object_name I-object_name I-object_name I-object_name 0 B-rating_value 0 0 B-best_rating B-rating_unit 0 ,Give [object_name] a [rating_value] out of [best_rating] [rating_unit].,RateBook
I rate Cold Tom four points and a best value of 6,0 0 B-object_name I-object_name B-rating_value B-rating_unit 0 0 0 0 0 B-best_rating ,I rate [object_name] [rating_value] [rating_unit] and a best value of [best_rating],RateBook
"For the book Icon of Evil  I rate a 2
",0 0 B-object_type B-object_name I-object_name I-object_name 0 0 0 B-rating_value 0 ,"For the [object_type] [object_name]  I rate a [rating_value]
",RateBook
Rate the current essay 0.,0 0 B-object_select B-object_type B-rating_value 0 ,Rate the [object_select] [object_type] [rating_value].,RateBook
Rate this novel a 1 out of 6,0 B-object_select B-object_type 0 B-rating_value 0 0 B-best_rating ,Rate [object_select] [object_type] a [rating_value] out of [best_rating],RateBook
Give Star Songs of an Old Primate 4 out of 6 points,0 B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name B-rating_value 0 0 B-best_rating B-rating_unit ,Give [object_name] [rating_value] out of [best_rating] [rating_unit],RateBook
give this saga a 4,0 B-object_select B-object_part_of_series_type 0 B-rating_value ,give [object_select] [object_part_of_series_type] a [rating_value],RateBook
rate Lone Wolf 3 points,0 B-object_name I-object_name B-rating_value B-rating_unit ,rate [object_name] [rating_value] [rating_unit],RateBook
Rate Gates of Fire a 2,0 B-object_name I-object_name I-object_name 0 B-rating_value ,Rate [object_name] a [rating_value],RateBook
For the book The Flash: Stop Motion I give a rating of 5 points,0 0 B-object_type B-object_name I-object_name I-object_name I-object_name 0 0 0 0 0 B-rating_value B-rating_unit ,For the [object_type] [object_name] I give a rating of [rating_value] [rating_unit],RateBook
I want to give this novel a four out of 6 stars,0 0 0 0 B-object_select B-object_type 0 B-rating_value 0 0 B-best_rating B-rating_unit ,I want to give [object_select] [object_type] a [rating_value] out of [best_rating] [rating_unit],RateBook
